Frequency_Hz,Frequency_MHz,20260515_092941,20260526_141535,20260526_142458
75939697.265625,75.939697265625,1.3558471517885469e-05,5.4948483183104221e-05,5.8003098369998486e-07
75939842.224121094,75.939842224121,1.1049056822474825e-05,4.8471515391213747e-05,6.7205036017625403e-07
75939987.182617188,75.939987182617,9.5484933749597705e-06,5.4608665590982987e-05,6.4341925893429093e-07
75940132.141113281,75.940132141113,8.4626357761818481e-06,5.8160120711857596e-05,6.1137469930576397e-07
75940277.099609375,75.940277099609,8.4983927270727663e-06,5.0626972994290071e-05,5.21859506035817e-07
75940422.058105469,75.940422058105,8.5933227441794082e-06,5.1312480160460152e-05,4.5987851413291749e-07
75940567.016601562,75.940567016602,1.1922992085165364e-05,6.3990061652229046e-05,5.3048772437853573e-07
75940711.975097656,75.940711975098,9.0268204781676961e-06,5.5564034194255546e-05,5.1016573960933202e-07
75940856.93359375,75.940856933594,1.1026222349237268e-05,5.1000788957122939e-05,7.5480693835025715e-07
75941001.892089844,75.941001892090,1.4144241603893213e-05,5.8011324530585284e-05,6.1136848741102096e-07
75941146.850585938,75.941146850586,1.2798846515600384e-05,7.2411915076330609e-05,4.2104727859277483e-07
75941291.809082031,75.941291809082,1.0813210104313487e-05,5.4213465440685509e-05,4.5871515076537686e-07
75941436.767578125,75.941436767578,1.1223031705740591e-05,4.9908621202396655e-05,3.4115303680316448e-07
75941581.726074219,75.941581726074,1.1314239545688643e-05,3.8313927841086444e-05,3.5723413998773561e-07
75941726.684570312,75.941726684570,1.0288098827305813e-05,4.3297304867586297e-05,5.3184106662340675e-07
75941871.643066406,75.941871643066,9.7988874484762829e-06,3.8537890171355296e-05,6.5463407293380838e-07
75942016.6015625,75.942016601562,1.1033008989554536e-05,3.1727487006998181e-05,6.1206766023239221e-07
75942161.560058594,75.942161560059,8.550803920941767e-06,4.9563054321863576e-05,5.1519831224382592e-07
75942306.518554688,75.942306518555,1.0364948476306234e-05,5.0784963283525639e-05,4.9093782877520798e-07
75942451.477050781,75.942451477051,1.2189058874203232e-05,6.2199667077916606e-05,5.914165195257171e-07
75942596.435546875,75.942596435547,1.3358395225560587e-05,6.5072786986915173e-05,6.8044412354959611e-07
75942741.394042969,75.942741394043,1.3188098327829118e-05,5.0933600279580907e-05,5.4875543997675379e-07
75942886.352539062,75.942886352539,9.2121192560221929e-06,6.1328625935523634e-05,6.2628206884462092e-07
75943031.311035156,75.943031311035,1.2431456956182683e-05,6.9851414982485366e-05,6.8619612869321179e-07
75943176.26953125,75.943176269531,7.8346065321255361e-06,6.3247766170861251e-05,7.3764226188989856e-07
75943321.228027344,75.943321228027,8.8559586416918673e-06,5.9696194529145097e-05,7.0343610893918613e-07
75943466.186523438,75.943466186523,1.0986432771410169e-05,5.7851151317423834e-05,6.3352716615924497e-07
75943611.145019531,75.943611145020,1.1620303036116214e-05,4.8885774724525665e-05,6.4201048727600535e-07
75943756.103515625,75.943756103516,1.4732379726829825e-05,4.5406292617039864e-05,5.3872854874485466e-07
75943901.062011719,75.943901062012,1.1872848862417097e-05,5.1888682803798509e-05,5.732904634693524e-07
75944046.020507812,75.944046020508,1.374684164822873e-05,4.3095703513556635e-05,5.6863682284819307e-07
75944190.979003906,75.944190979004,9.7965168301512254e-06,3.4616929316455043e-05,4.5076409009511138e-07
75944335.9375,75.944335937500,9.2349883767724126e-06,3.2731306487370336e-05,4.1818244405562193e-07
75944480.895996094,75.944480895996,1.0224845260558665e-05,4.2733674927867432e-05,4.8060038691773047e-07
75944625.854492188,75.944625854492,1.1780798622653483e-05,6.8421472753464577e-05,4.7666563710809548e-07
75944770.812988281,75.944770812988,1.0640673740945092e-05,5.4261560648012378e-05,5.7988992767606479e-07
75944915.771484375,75.944915771484,1.1791883217338576e-05,5.8442893901305489e-05,6.5080810712964925e-07
75945060.729980469,75.945060729980,1.1633721021147684e-05,6.7192867467399592e-05,4.8997574104163522e-07
75945205.688476562,75.945205688477,1.0314171845066702e-05,4.8081928331962317e-05,5.0608990594618676e-07
75945350.646972656,75.945350646973,9.7984044060276101e-06,4.679434394460824e-05,4.6892046095645565e-07
75945495.60546875,75.945495605469,1.5136312391062744e-05,5.1909903424775264e-05,5.7910060150530021e-07
75945640.563964844,75.945640563965,1.6473854707871725e-05,4.9374154835801575e-05,6.2614071030419124e-07
75945785.522460938,75.945785522461,1.4713510750630364e-05,4.5124503523984942e-05,5.6344954317264608e-07
75945930.480957031,75.945930480957,1.4156782176002588e-05,5.5221409246646044e-05,5.8149394223690729e-07
75946075.439453125,75.946075439453,1.0717015357883548e-05,3.6210378266466965e-05,6.3574639301801931e-07
75946220.397949219,75.946220397949,1.0059772887866461e-05,3.717924291637204e-05,5.2121249418639679e-07
75946365.356445312,75.946365356445,1.3213657660009705e-05,5.2313032577002164e-05,5.508784434174562e-07
75946510.314941406,75.946510314941,1.0952228103505193e-05,5.6812388785921308e-05,5.2292761180290137e-07
75946655.2734375,75.946655273438,8.3952619281204573e-06,6.9824980475624858e-05,4.1267905675676425e-07
75946800.231933594,75.946800231934,1.0579685539904584e-05,4.7198064994900227e-05,6.2161790327660607e-07
75946945.190429688,75.946945190430,1.0565340067567999e-05,5.0851795484101006e-05,6.7019744037343955e-07
75947090.148925781,75.947090148926,1.1520362249184992e-05,6.231826040669093e-05,7.6754388503990469e-07
75947235.107421875,75.947235107422,1.4117216852782359e-05,7.0627801022486053e-05,6.0486712639864567e-07
75947380.065917969,75.947380065918,1.5503240332131262e-05,4.2847593381300128e-05,5.140225430617828e-07
75947525.024414062,75.947525024414,1.1502380107603902e-05,4.4660281212634277e-05,4.7725589657797004e-07
75947669.982910156,75.947669982910,7.0118807989020416e-06,4.2895176543523861e-05,4.2616687875750952e-07
75947814.94140625,75.947814941406,1.071339754919607e-05,3.9503518961467384e-05,6.0368972596781596e-07
75947959.899902344,75.947959899902,1.008588102744428e-05,4.0928279271647405e-05,5.9627100051699752e-07
75948104.858398438,75.948104858398,9.3675422052836012e-06,4.5375701118072377e-05,5.1191972757331172e-07
75948249.816894531,75.948249816895,1.5006936863707681e-05,4.2452893500878739e-05,4.0770690749459963e-07
75948394.775390625,75.948394775391,1.0595992351768254e-05,5.159319695480768e-05,4.8024081405295905e-07
75948539.733886719,75.948539733887,9.3608810884006208e-06,5.7301028174978083e-05,6.855901287265112e-07
75948684.692382812,75.948684692383,8.4457151611978192e-06,5.4136944991797722e-05,5.8943729216275123e-07
75948829.650878906,75.948829650879,9.1371041505181988e-06,4.7375927141838441e-05,5.2594114661064033e-07
75948974.609375,75.948974609375,1.0339369877435394e-05,4.5355082235641686e-05,6.199133635584381e-07
75949119.567871094,75.949119567871,1.1037533514764606e-05,5.1254139172679777e-05,4.8534746857223774e-07
75949264.526367188,75.949264526367,1.1805391223021941e-05,5.9284218125824135e-05,5.7347855452879252e-07
75949409.484863281,75.949409484863,1.0686915236761074e-05,5.0389001251788354e-05,5.6266015582815705e-07
75949554.443359375,75.949554443359,1.5235708328944556e-05,4.879132352705107e-05,4.5051592419348098e-07
75949699.401855469,75.949699401855,1.5852081686883217e-05,4.4628013850553984e-05,4.0555247062506054e-07
75949844.360351562,75.949844360352,1.2098268164574183e-05,5.6361015988238739e-05,5.8268320050142433e-07
75949989.318847656,75.949989318848,1.3572254643493306e-05,4.4627640673155124e-05,5.5889375557777892e-07
75950134.27734375,75.950134277344,1.1834430738942075e-05,4.6570659257806687e-05,4.7776338000190798e-07
75950279.235839844,75.950279235840,1.4434752561415685e-05,5.3847945471657116e-05,5.1551165842511866e-07
75950424.194335938,75.950424194336,1.180387072002907e-05,5.0630603386639584e-05,4.5565755836964187e-07
75950569.152832031,75.950569152832,1.3250434930493224e-05,4.8547936985849418e-05,4.2808429889477684e-07
75950714.111328125,75.950714111328,1.2577196188170603e-05,6.0624615004025673e-05,4.5054468888443477e-07
75950859.069824219,75.950859069824,1.078057672393099e-05,6.8662260787486198e-05,5.4949444826818595e-07
75951004.028320312,75.951004028320,1.0794997479742374e-05,6.4737747722810602e-05,5.999021402977505e-07
75951148.986816406,75.951148986816,1.2311403990137199e-05,6.7355334581146691e-05,7.455017572166107e-07
75951293.9453125,75.951293945312,1.0182569070950666e-05,6.7036826497589647e-05,5.1505657191825345e-07
75951438.903808594,75.951438903809,1.1017212340950956e-05,5.2078400455221668e-05,4.640296660767412e-07
75951583.862304688,75.951583862305,9.6231119358571567e-06,5.3841482510254491e-05,4.8681619983251347e-07
75951728.820800781,75.951728820801,8.2142719179174425e-06,6.2019996421498199e-05,5.7851395278169701e-07
75951873.779296875,75.951873779297,1.0887936429963187e-05,5.8771900824254997e-05,4.7343320542505495e-07
75952018.737792969,75.952018737793,1.0466729090992388e-05,4.4689790304033769e-05,5.2219326571053568e-07
75952163.696289062,75.952163696289,9.7900655756115212e-06,4.3679888080874633e-05,5.5275055439949051e-07
75952308.654785156,75.952308654785,1.4985429452903348e-05,4.5179253902836516e-05,4.3050171066893559e-07
75952453.61328125,75.952453613281,1.2093712607897103e-05,4.3160233262854101e-05,3.8166696620824057e-07
75952598.571777344,75.952598571777,1.0742980725217486e-05,4.3203881139211697e-05,4.7167357627200043e-07
75952743.530273438,75.952743530273,1.4346209421360224e-05,4.3882602395711192e-05,5.6239609731593221e-07
75952888.488769531,75.952888488770,9.7050633619330466e-06,5.0240324913833462e-05,6.4354245300544092e-07
75953033.447265625,75.953033447266,9.9198776735742861e-06,5.4284938385038779e-05,5.0616814710569975e-07
75953178.405761719,75.953178405762,8.7156021791185596e-06,5.5136007703808689e-05,6.4562862791079313e-07
75953323.364257812,75.953323364258,8.4175993305814242e-06,5.9622800207891966e-05,8.4429037754135278e-07
75953468.322753906,75.953468322754,8.5879759372470601e-06,5.4109896492253669e-05,7.9696702931502616e-07
75953613.28125,75.953613281250,8.5880329251308205e-06,6.2490292030978182e-05,6.2451528835738415e-07
75953758.239746094,75.953758239746,1.1058064926139387e-05,5.2919545024550813e-05,5.1808493186560238e-07
75953903.198242188,75.953903198242,1.078751715565401e-05,4.6194352063519903e-05,5.8894930744153585e-07
75954048.156738281,75.954048156738,1.1942921974222296e-05,5.7049409301415896e-05,5.6419789235274275e-07
75954193.115234375,75.954193115234,1.4549522050444453e-05,6.5750042389759101e-05,4.7813382965442245e-07
75954338.073730469,75.954338073730,1.0958884449781816e-05,4.6204229023681503e-05,4.8057893098887498e-07
75954483.032226562,75.954483032227,9.1542313368312346e-06,3.564423985397056e-05,5.6054762799678831e-07
75954627.990722656,75.954627990723,1.2608337707580789e-05,4.9372144744706192e-05,5.3798448234771381e-07
75954772.94921875,75.954772949219,1.4583405976595846e-05,5.4267915465863388e-05,6.7603075511982651e-07
75954917.907714844,75.954917907715,1.2658129672089818e-05,5.8919411388025028e-05,6.2125317344551376e-07
75955062.866210938,75.955062866211,1.2493033865001158e-05,4.0104814059926044e-05,5.3376445615376676e-07
75955207.824707031,75.955207824707,1.2572445014344508e-05,5.5934356200076322e-05,6.0686161335145869e-07
75955352.783203125,75.955352783203,1.1497751538288934e-05,3.8782602038548296e-05,6.92486522612787e-07
75955497.741699219,75.955497741699,1.1280815971036294e-05,3.7863620634169884e-05,6.3832233997087205e-07
75955642.700195312,75.955642700195,1.2616426128604349e-05,4.8545254332534183e-05,6.7150332157127176e-07
75955787.658691406,75.955787658691,1.2708551006885753e-05,5.1830283252960844e-05,6.0621578120593889e-07
75955932.6171875,75.955932617188,1.1376157431858002e-05,5.7775875842107995e-05,6.1166791676932443e-07
75956077.575683594,75.956077575684,1.0448179457024211e-05,5.644484380608611e-05,6.5790386141482413e-07
75956222.534179688,75.956222534180,1.135091606729741e-05,5.9988180205091879e-05,6.0146872949856756e-07
75956367.492675781,75.956367492676,1.0628595580390975e-05,6.0052430864437926e-05,6.2819544247368746e-07
75956512.451171875,75.956512451172,1.1996521444621958e-05,5.320458098842088e-05,5.8707145271977435e-07
75956657.409667969,75.956657409668,1.1850085894239075e-05,4.3117592730742208e-05,7.5202722235942999e-07
75956802.368164062,75.956802368164,1.0307781752261266e-05,5.1607612864685964e-05,7.1312880686754109e-07
75956947.326660156,75.956947326660,1.1370650093861346e-05,6.4664778999750207e-05,7.0493552644021026e-07
75957092.28515625,75.957092285156,1.0025392859680451e-05,6.2410643279712816e-05,4.8629610835417589e-07
75957237.243652344,75.957237243652,1.1344562277180377e-05,4.3948440933891226e-05,4.6010771268837814e-07
75957382.202148438,75.957382202148,1.2959915290753633e-05,4.5557667138096595e-05,7.4589031225254333e-07
75957527.160644531,75.957527160645,1.3252267024491175e-05,5.6792242220343583e-05,8.1067804595264272e-07
75957672.119140625,75.957672119141,1.2509916369840537e-05,5.0585812743973689e-05,8.4680728384739901e-07
75957817.077636719,75.957817077637,1.1255893368423648e-05,4.8932890630958508e-05,8.0377615871186761e-07
75957962.036132812,75.957962036133,9.7419542142402433e-06,5.3291616364399232e-05,6.9442733242993329e-07
75958106.994628906,75.958106994629,1.2045104012948781e-05,4.4798831201767673e-05,6.6839298017404725e-07
75958251.953125,75.958251953125,1.1792997622454864e-05,6.6329873918068779e-05,5.3681367781520637e-07
75958396.911621094,75.958396911621,1.174080919986072e-05,7.3697028080774491e-05,5.0762116607280845e-07
75958541.870117188,75.958541870117,1.3479366786327873e-05,4.5556342091935456e-05,5.1817724238089727e-07
75958686.828613281,75.958686828613,9.9385963581033674e-06,4.3680663790365815e-05,4.8601181849978668e-07
75958831.787109375,75.958831787109,1.0316267646729362e-05,4.0932846035896302e-05,7.04440094363518e-07
75958976.745605469,75.958976745605,1.4987486536882571e-05,4.0167984939795173e-05,6.2955081377345443e-07
75959121.704101562,75.959121704102,1.5561428920794663e-05,4.9575063414532332e-05,5.219790415557428e-07
75959266.662597656,75.959266662598,1.5924763672153332e-05,6.4057850236887419e-05,5.8566856239430776e-07
75959411.62109375,75.959411621094,1.2799241013151891e-05,6.1022151968491962e-05,6.8202862741916079e-07
75959556.579589844,75.959556579590,1.158487764064604e-05,5.167647140322113e-05,5.6171896141922934e-07
75959701.538085938,75.959701538086,1.2123479358981849e-05,4.2547312493507312e-05,4.3931625102370395e-07
75959846.496582031,75.959846496582,1.0317308785187571e-05,4.3431498720500313e-05,4.7413601831602401e-07
75959991.455078125,75.959991455078,1.1143644542330034e-05,4.5568354181389649e-05,4.5304010188170342e-07
75960136.413574219,75.960136413574,1.3067948288229774e-05,5.8188806424725519e-05,6.16210687058861e-07
75960281.372070312,75.960281372070,1.2149694220993603e-05,6.8200426026417477e-05,5.5689595013136363e-07
75960426.330566406,75.960426330566,1.1700144393296929e-05,5.3854541390012834e-05,4.586782815571015e-07
75960571.2890625,75.960571289062,1.1994139152022638e-05,5.1904634700988452e-05,4.609049642452584e-07
75960716.247558594,75.960716247559,1.3384553020669724e-05,3.993225688258619e-05,6.6551297849670423e-07
75960861.206054688,75.960861206055,1.0656718608350086e-05,4.1057147617756482e-05,5.0643475871717911e-07
75961006.164550781,75.961006164551,1.0538384572045534e-05,4.9851506979962e-05,5.3559941361372333e-07
75961151.123046875,75.961151123047,1.04116028419296e-05,5.029865470719781e-05,5.5852917288690435e-07
75961296.081542969,75.961296081543,9.6099696752129878e-06,5.8707227447070772e-05,5.7459033170376754e-07
75961441.040039062,75.961441040039,1.0048176377194523e-05,4.7998469709425079e-05,7.0210238575991867e-07
75961585.998535156,75.961585998535,1.2353540572148527e-05,4.6056326538849502e-05,6.0721036353878229e-07
75961730.95703125,75.961730957031,1.0163928611780347e-05,3.8975286249736593e-05,4.7389635453121506e-07
75961875.915527344,75.961875915527,1.0686101363305818e-05,4.1166542633320024e-05,5.8424502837416338e-07
75962020.874023438,75.962020874023,9.5097795150327686e-06,4.1322990426330219e-05,7.0769127882142855e-07
75962165.832519531,75.962165832520,9.1332775922101136e-06,4.3382058342867828e-05,6.3861673696963297e-07
75962310.791015625,75.962310791016,9.731385479851485e-06,4.5550834525632256e-05,5.3187085307282777e-07
75962455.749511719,75.962455749512,9.424165021899103e-06,5.3953969205457851e-05,5.3481031660439612e-07
75962600.708007812,75.962600708008,9.0961831758493164e-06,6.4488673950105477e-05,4.5657054408385778e-07
75962745.666503906,75.962745666504,1.0150870215758298e-05,5.1716713720833334e-05,4.866265163919776e-07
75962890.625,75.962890625000,1.2657360985363023e-05,4.0363803063974511e-05,4.5111112963279395e-07
75963035.583496094,75.963035583496,1.0597277639777959e-05,5.9573479170246179e-05,5.5255758582069159e-07
75963180.541992188,75.963180541992,8.3888870638454994e-06,7.0886895981461101e-05,4.7615104591917725e-07
75963325.500488281,75.963325500488,9.2227845018411872e-06,3.8777592961413265e-05,5.3620866737569537e-07
75963470.458984375,75.963470458984,8.9408337933812767e-06,5.4813166419944427e-05,5.7452461848267464e-07
75963615.417480469,75.963615417480,1.1353451182285253e-05,4.3441105472350803e-05,5.3180324032549849e-07
75963760.375976562,75.963760375977,1.311243485299971e-05,5.5239154180112685e-05,5.8222471709140618e-07
75963905.334472656,75.963905334473,1.4187056430152468e-05,5.073807106934087e-05,5.0108068710925707e-07
75964050.29296875,75.964050292969,1.1700399402320883e-05,5.1499300680786072e-05,7.2363681961134115e-07
75964195.251464844,75.964195251465,1.0966120240933211e-05,7.5612808336533323e-05,7.2062414493035182e-07
75964340.209960938,75.964340209961,1.1205232936069374e-05,6.43078162212456e-05,5.4035793775128089e-07
75964485.168457031,75.964485168457,9.9639929912599437e-06,5.8042744349241015e-05,5.0828766550234708e-07
75964630.126953125,75.964630126953,1.0878782763888492e-05,5.9779519137973188e-05,4.9554248623231606e-07
75964775.085449219,75.964775085449,1.1518301816614245e-05,5.2461331613229421e-05,4.3849263724738925e-07
75964920.043945312,75.964920043945,9.3757285730979408e-06,5.2548520582103432e-05,4.4616732718536376e-07
75965065.002441406,75.965065002441,1.3888835362264171e-05,5.1536746134355346e-05,5.7098802438871844e-07
75965209.9609375,75.965209960938,1.7756188972696639e-05,5.8223133182904105e-05,5.4144610863623089e-07
75965354.919433594,75.965354919434,1.2807133654692817e-05,4.4977711942592119e-05,6.2323716842627088e-07
75965499.877929688,75.965499877930,1.157655468888046e-05,4.1349417993887102e-05,6.5470105628471157e-07
75965644.836425781,75.965644836426,1.2279636928539382e-05,5.2152938917231857e-05,5.7460487610003044e-07
75965789.794921875,75.965789794922,1.2588815046764914e-05,6.3540884243064733e-05,5.4228612987598639e-07
75965934.753417969,75.965934753418,1.3528567871893626e-05,5.5408785772594034e-05,4.813737818280028e-07
75966079.711914062,75.966079711914,1.4017416257657873e-05,4.7490399516379581e-05,4.6210415136285537e-07
75966224.670410156,75.966224670410,1.2567500340075583e-05,4.3270732425870242e-05,6.5516184268439707e-07
75966369.62890625,75.966369628906,1.210031503454574e-05,5.0717679857471679e-05,6.0917364781169001e-07
75966514.587402344,75.966514587402,9.4708121569859545e-06,5.3834271412380092e-05,6.6778586392044333e-07
75966659.545898438,75.966659545898,1.3312722445745661e-05,5.0368844165681777e-05,5.3061308051378664e-07
75966804.504394531,75.966804504395,1.2932245258719488e-05,5.3952253584180267e-05,5.63151815956722e-07
75966949.462890625,75.966949462891,8.6177193404358475e-06,6.4717090156261617e-05,6.1959654406475432e-07
75967094.421386719,75.967094421387,9.7975889316732698e-06,5.8982081475694557e-05,4.3041188476733621e-07
75967239.379882812,75.967239379883,9.476144382333194e-06,5.4073654493871929e-05,3.1277842474800148e-07
75967384.338378906,75.967384338379,8.2687495268134748e-06,3.6978302856068211e-05,4.8096699784799969e-07
75967529.296875,75.967529296875,8.0347175956000728e-06,4.451238701020929e-05,5.5225236219679654e-07
75967674.255371094,75.967674255371,1.2073432840409584e-05,7.6700610382962985e-05,5.4525028310779993e-07
75967819.213867188,75.967819213867,1.4475653450368474e-05,7.5201534116261162e-05,5.4695732085613621e-07
75967964.172363281,75.967964172363,1.3019605572706476e-05,6.3005004458997323e-05,5.483921763391682e-07
75968109.130859375,75.968109130859,1.1155050740469649e-05,6.2091156153166256e-05,4.7111401464554667e-07
75968254.089355469,75.968254089355,1.0903367604589125e-05,5.442329464781496e-05,5.3024730972600105e-07
75968399.047851562,75.968399047852,1.1554088269126364e-05,4.6226027918747393e-05,5.0622017653962017e-07
75968544.006347656,75.968544006348,1.1058632079754205e-05,4.3890879600206157e-05,4.8081644449074247e-07
75968688.96484375,75.968688964844,1.0665809322688111e-05,4.2908198004459545e-05,6.6486355350316924e-07
75968833.923339844,75.968833923340,1.1813525733458058e-05,4.3137545757156221e-05,5.3794748113924665e-07
75968978.881835938,75.968978881836,9.1372239045224159e-06,5.226509255126042e-05,5.1549596699133259e-07
75969123.840332031,75.969123840332,9.4634152714910334e-06,5.5172752984544115e-05,5.8638770041954026e-07
75969268.798828125,75.969268798828,1.0162539502256773e-05,4.925081799129291e-05,6.8327153829560325e-07
75969413.757324219,75.969413757324,1.2573209125116975e-05,4.5607567235691231e-05,6.5803392924227327e-07
75969558.715820312,75.969558715820,1.3244723908534649e-05,3.3878299789813901e-05,6.8306757539393806e-07
75969703.674316406,75.969703674316,1.179636689149662e-05,5.175177296523415e-05,5.0938672242924851e-07
75969848.6328125,75.969848632812,1.4489033382662411e-05,5.5782228154660965e-05,4.9251439310084622e-07
75969993.591308594,75.969993591309,1.1767601176679914e-05,4.1124544571550053e-05,5.0762107148762216e-07
75970138.549804688,75.970138549805,1.2446423934154976e-05,4.070294211642098e-05,4.5267665206207802e-07
75970283.508300781,75.970283508301,1.4610206562424448e-05,4.3672642187937462e-05,4.9707295328055013e-07
75970428.466796875,75.970428466797,1.1239221200450547e-05,4.1121130073769221e-05,5.2984069352456752e-07
75970573.425292969,75.970573425293,7.6137885068401706e-06,4.962204527364513e-05,4.9271409614778433e-07
75970718.383789062,75.970718383789,9.557299732172374e-06,4.3906073457613943e-05,4.3735604335198712e-07
75970863.342285156,75.970863342285,1.2604057503937176e-05,5.4637203852880742e-05,5.2571120226500493e-07
75971008.30078125,75.971008300781,1.4697429183332557e-05,5.3758061144100365e-05,6.1456486631383147e-07
75971153.259277344,75.971153259277,1.2204072779542364e-05,4.6130326740625489e-05,5.3439458126975909e-07
75971298.217773438,75.971298217773,1.4571328081229811e-05,7.2795248636801764e-05,6.0307379401748319e-07
75971443.176269531,75.971443176270,1.2719839026791167e-05,7.1292461435837112e-05,6.0856676616024383e-07
75971588.134765625,75.971588134766,9.1256895352236374e-06,5.0732936457116538e-05,5.2146399273252726e-07
75971733.093261719,75.971733093262,1.052678045764808e-05,5.0333721568320699e-05,4.3328227540347993e-07
75971878.051757812,75.971878051758,1.2694791474312214e-05,5.41822920619714e-05,3.926602238114719e-07
75972023.010253906,75.972023010254,1.4465173018986624e-05,4.0480296090240148e-05,5.4941122629882057e-07
75972167.96875,75.972167968750,1.608915465065054e-05,4.1137299492801906e-05,6.9223015894300447e-07
75972312.927246094,75.972312927246,1.4135107670815876e-05,4.717956440224421e-05,6.4312406362557573e-07
75972457.885742188,75.972457885742,1.2099050698375045e-05,4.4122113177082047e-05,7.3050854069647146e-07
75972602.844238281,75.972602844238,8.8513201663392011e-06,5.0256155949453066e-05,7.8543810732309287e-07
75972747.802734375,75.972747802734,1.1661950701775178e-05,4.5582346752740357e-05,5.643980878333054e-07
75972892.761230469,75.972892761230,1.3969419602623831e-05,5.9321549832944132e-05,5.9178466195000784e-07
75973037.719726562,75.973037719727,1.5812849105028046e-05,5.9081736730560265e-05,5.5830496337700348e-07
75973182.678222656,75.973182678223,1.4671887272665319e-05,5.6770849349330193e-05,5.8183051776085734e-07
75973327.63671875,75.973327636719,1.1831396808403019e-05,5.1632346685850847e-05,6.5545016101028717e-07
75973472.595214844,75.973472595215,1.200108260539667e-05,5.1842478442995091e-05,5.8925671648459498e-07
75973617.553710938,75.973617553711,1.3087211646471228e-05,4.3871029939462843e-05,5.5863568450260266e-07
75973762.512207031,75.973762512207,1.2835407202967502e-05,4.5431496957210625e-05,5.4112353360251213e-07
75973907.470703125,75.973907470703,1.2024246731054831e-05,5.7189239042496664e-05,5.5326881951714954e-07
75974052.429199219,75.974052429199,1.0479306726177273e-05,6.2744364158191416e-05,6.1114087592111562e-07
75974197.387695312,75.974197387695,1.1234041511148837e-05,5.5960275333966611e-05,5.9089879025572929e-07
75974342.346191406,75.974342346191,1.170929025763249e-05,5.1531479342651277e-05,6.0368685723005882e-07
75974487.3046875,75.974487304688,8.3178692694386333e-06,5.0976281184634863e-05,5.9485473609810805e-07
75974632.263183594,75.974632263184,9.3839452737290475e-06,5.3462676951825492e-05,5.7723321425937224e-07
75974777.221679688,75.974777221680,1.1422324856018067e-05,5.0886354511720124e-05,5.875228513865118e-07
75974922.180175781,75.974922180176,1.1384833060635382e-05,5.5087393671124565e-05,5.5108451111093044e-07
75975067.138671875,75.975067138672,1.266099602510346e-05,5.026591106042628e-05,8.3106981251311768e-07
75975212.097167969,75.975212097168,1.2178425892951793e-05,4.7696618308809818e-05,6.639613092571635e-07
75975357.055664062,75.975357055664,1.1676880445676846e-05,3.6680765808358365e-05,5.8005633795422589e-07
75975502.014160156,75.975502014160,8.9919092311963562e-06,3.7217018232963655e-05,4.8241680221424374e-07
75975646.97265625,75.975646972656,8.5603725543631234e-06,4.3194793762856645e-05,5.2863332972227378e-07
75975791.931152344,75.975791931152,1.4914902350644241e-05,3.8610471165106894e-05,4.9424169192522606e-07
75975936.889648438,75.975936889648,1.200311250283718e-05,5.0985078802814047e-05,5.8552958770202738e-07
75976081.848144531,75.976081848145,1.4647573354590018e-05,5.99558440686516e-05,5.3909450307198353e-07
75976226.806640625,75.976226806641,1.4783231999131646e-05,5.9546394007982601e-05,6.51291845734258e-07
75976371.765136719,75.976371765137,1.3848705650652623e-05,4.975967448742746e-05,7.1602114255386049e-07
75976516.723632812,75.976516723633,1.2332120175560961e-05,4.569203292392217e-05,7.0089754916558609e-07
75976661.682128906,75.976661682129,1.2282380173445434e-05,4.0110103271807108e-05,8.1356415798468854e-07
75976806.640625,75.976806640625,1.1268132720826818e-05,4.3158777479993101e-05,7.3280471701990025e-07
75976951.599121094,75.976951599121,1.0440991430015745e-05,5.6983061688071182e-05,5.8147142359311868e-07
75977096.557617188,75.977096557617,1.0006390124041164e-05,5.9182314735917575e-05,4.5241436707151041e-07
75977241.516113281,75.977241516113,9.3051779619408667e-06,4.8818245022862953e-05,5.0681597819288677e-07
75977386.474609375,75.977386474609,1.0513335081889296e-05,4.5010027717462139e-05,6.2686643178893154e-07
75977531.433105469,75.977531433105,1.2969255874916227e-05,4.2972445856104411e-05,7.949681326588159e-07
75977676.391601562,75.977676391602,1.5223478662705594e-05,5.1872441906234378e-05,7.0036544993513361e-07
75977821.350097656,75.977821350098,1.2633875372741374e-05,4.1517887751112594e-05,6.5209550363054558e-07
75977966.30859375,75.977966308594,1.3267061437471682e-05,4.9292490256601159e-05,6.4644512629096489e-07
75978111.267089844,75.978111267090,1.5229750681428924e-05,5.5595636441759787e-05,7.9728682863521176e-07
75978256.225585938,75.978256225586,1.1902882511815948e-05,4.9478754489464655e-05,5.8449580998286708e-07
75978401.184082031,75.978401184082,1.0459083792703466e-05,4.7054604302058013e-05,5.4860054115434844e-07
75978546.142578125,75.978546142578,1.2366073376517527e-05,5.8849336614233014e-05,4.6102468906621166e-07
75978691.101074219,75.978691101074,1.0396558910339605e-05,6.2426511086196437e-05,5.0203178741497587e-07
75978836.059570312,75.978836059570,1.0791576533134761e-05,5.4116468726506998e-05,4.0200920155032673e-07
75978981.018066406,75.978981018066,1.0769021299928643e-05,5.0286798133895603e-05,4.0922545996930995e-07
75979125.9765625,75.979125976562,1.2811000751624367e-05,5.3173684198122773e-05,4.5943118726976093e-07
75979270.935058594,75.979270935059,1.0774467912384766e-05,3.9923726950112828e-05,4.0544793406368496e-07
75979415.893554688,75.979415893555,1.2141562320049183e-05,4.2672541575085153e-05,5.0598730306087616e-07
