Offset_Hz,Frequency_Hz,TwoTapDelaySamples,NormalizedFirAttenuation_dB
57838.4399414,76057838.439941406,8,-52.4289512597
57983.3984375,76057983.3984375,8,-52.4072093884
58128.3569336,76058128.356933594,8,-52.3855218042
58273.3154297,76058273.315429688,8,-52.3638882367
58418.2739258,76058418.273925781,8,-52.3423084174
58563.2324219,76058563.232421875,8,-52.3207820799
58708.190918,76058708.190917969,8,-52.2993089599
58853.1494141,76058853.149414062,8,-52.2778887948
58998.1079102,76058998.107910156,8,-52.2565213241
59143.0664062,76059143.06640625,8,-52.2352062892
59288.0249023,76059288.024902344,8,-52.2139434333
59432.9833984,76059432.983398438,8,-52.1927325016
59577.9418945,76059577.941894531,8,-52.1715732412
59722.9003906,76059722.900390625,8,-52.1504654008
59867.8588867,76059867.858886719,8,-52.1294087312
60012.8173828,76060012.817382812,8,-52.1084029849
60157.7758789,76060157.775878906,8,-52.0874479162
60302.734375,76060302.734375,8,-52.0665432811
60447.6928711,76060447.692871094,8,-52.0456888374
60592.6513672,76060592.651367188,8,-52.0248843448
60737.6098633,76060737.609863281,8,-52.0041295645
60882.5683594,76060882.568359375,8,-51.9834242595
61027.5268555,76061027.526855469,8,-51.9627681944
61172.4853516,76061172.485351562,8,-51.9421611357
61317.4438477,76061317.443847656,8,-51.9216028514
61462.4023438,76061462.40234375,8,-51.901093111
61607.3608398,76061607.360839844,8,-51.880631686
61752.3193359,76061752.319335938,8,-51.8602183492
61897.277832,76061897.277832031,8,-51.8398528751
62042.2363281,76062042.236328125,8,-51.8195350398
62187.1948242,76062187.194824219,8,-51.7992646209
62332.1533203,76062332.153320312,8,-51.7790413976
62477.1118164,76062477.111816406,8,-51.7588651508
62622.0703125,76062622.0703125,8,-51.7387356626
62767.0288086,76062767.028808594,8,-51.7186527167
62911.9873047,76062911.987304688,8,-51.6986160986
63056.9458008,76063056.945800781,8,-51.678625595
63201.9042969,76063201.904296875,8,-51.6586809939
63346.862793,76063346.862792969,8,-51.6387820853
63491.8212891,76063491.821289062,8,-51.6189286601
63636.7797852,76063636.779785156,8,-51.5991205109
63781.7382812,76063781.73828125,8,-51.5793574317
63926.6967773,76063926.696777344,8,-51.5596392179
64071.6552734,76064071.655273438,8,-51.5399656662
64216.6137695,76064216.613769531,8,-51.5203365747
64361.5722656,76064361.572265625,8,-51.500751743
64506.5307617,76064506.530761719,8,-51.4812109718
64651.4892578,76064651.489257812,8,-51.4617140635
64796.4477539,76064796.447753906,8,-51.4422608215
64941.40625,76064941.40625,8,-51.4228510507
65086.3647461,76065086.364746094,8,-51.4034845573
65231.3232422,76065231.323242188,8,-51.3841611486
65376.2817383,76065376.281738281,8,-51.3648806333
65521.2402344,76065521.240234375,8,-51.3456428216
65666.1987305,76065666.198730469,8,-51.3264475246
65811.1572266,76065811.157226562,8,-51.3072945549
65956.1157227,76065956.115722656,8,-51.2881837261
66101.0742188,76066101.07421875,8,-51.2691148533
66246.0327148,76066246.032714844,8,-51.2500877527
66390.9912109,76066390.991210938,8,-51.2311022416
66535.949707,76066535.949707031,8,-51.2121581386
66680.9082031,76066680.908203125,8,-51.1932552634
66825.8666992,76066825.866699219,8,-51.1743934371
66970.8251953,76066970.825195312,8,-51.1555724818
67115.7836914,76067115.783691406,8,-51.1367922206
67260.7421875,76067260.7421875,8,-51.1180524781
67405.7006836,76067405.700683594,8,-51.0993530797
67550.6591797,76067550.659179688,8,-51.0806938521
67695.6176758,76067695.617675781,8,-51.062074623
67840.5761719,76067840.576171875,8,-51.0434952215
67985.534668,76067985.534667969,8,-51.0249554774
68130.4931641,76068130.493164062,8,-51.0064552217
68275.4516602,76068275.451660156,8,-50.9879942868
68420.4101562,76068420.41015625,8,-50.9695725057
68565.3686523,76068565.368652344,8,-50.9511897128
68710.3271484,76068710.327148438,8,-50.9328457433
68855.2856445,76068855.285644531,8,-50.9145404336
69000.2441406,76069000.244140625,8,-50.8962736211
69145.2026367,76069145.202636719,8,-50.8780451442
69290.1611328,76069290.161132812,8,-50.8598548424
69435.1196289,76069435.119628906,8,-50.8417025561
69580.078125,76069580.078125,8,-50.8235881267
69725.0366211,76069725.036621094,8,-50.8055113967
69869.9951172,76069869.995117188,8,-50.7874722095
70014.9536133,76070014.953613281,8,-50.7694704094
70159.9121094,76070159.912109375,8,-50.7515058418
70304.8706055,76070304.870605469,8,-50.733578353
70449.8291016,76070449.829101562,8,-50.7156877903
70594.7875977,76070594.787597656,8,-50.6978340018
70739.7460938,76070739.74609375,8,-50.6800168367
70884.7045898,76070884.704589844,8,-50.6622361451
71029.6630859,76071029.663085938,8,-50.6444917779
71174.621582,76071174.621582031,8,-50.626783587
71319.5800781,76071319.580078125,8,-50.6091114252
71464.5385742,76071464.538574219,8,-50.5914751462
71609.4970703,76071609.497070312,8,-50.5738746046
71754.4555664,76071754.455566406,8,-50.5563096558
71899.4140625,76071899.4140625,8,-50.5387801562
72044.3725586,76072044.372558594,8,-50.5212859629
72189.3310547,76072189.331054688,8,-50.5038269341
72334.2895508,76072334.289550781,8,-50.4864029286
72479.2480469,76072479.248046875,8,-50.4690138063
72624.206543,76072624.206542969,8,-50.4516594277
72769.1650391,76072769.165039062,8,-50.4343396543
72914.1235352,76072914.123535156,8,-50.4170543483
73059.0820312,76073059.08203125,8,-50.3998033729
73204.0405273,76073204.040527344,8,-50.3825865919
73348.9990234,76073348.999023438,8,-50.36540387
73493.9575195,76073493.957519531,8,-50.3482550728
73638.9160156,76073638.916015625,8,-50.3311400665
73783.8745117,76073783.874511719,8,-50.3140587183
73928.8330078,76073928.833007812,8,-50.2970108961
74073.7915039,76074073.791503906,8,-50.2799964684
74218.75,76074218.75,8,-50.2630153047
74363.7084961,76074363.708496094,8,-50.2460672753
74508.6669922,76074508.666992188,8,-50.229152251
74653.6254883,76074653.625488281,8,-50.2122701036
74798.5839844,76074798.583984375,8,-50.1954207055
74943.5424805,76074943.542480469,8,-50.1786039298
75088.5009766,76075088.500976562,8,-50.1618196506
75233.4594727,76075233.459472656,8,-50.1450677424
75378.4179688,76075378.41796875,8,-50.1283480807
75523.3764648,76075523.376464844,8,-50.1116605415
75668.3349609,76075668.334960938,8,-50.0950050017
75813.293457,76075813.293457031,8,-50.0783813387
75958.2519531,76075958.251953125,8,-50.0617894308
76103.2104492,76076103.210449219,8,-50.0452291569
76248.1689453,76076248.168945312,8,-50.0287003965
76393.1274414,76076393.127441406,8,-50.0122030301
76538.0859375,76076538.0859375,8,-49.9957369385
76683.0444336,76076683.044433594,8,-49.9793020034
76828.0029297,76076828.002929688,8,-49.9628981072
76972.9614258,76076972.961425781,8,-49.9465251327
77117.9199219,76077117.919921875,8,-49.9301829637
77262.878418,76077262.878417969,8,-49.9138714844
77407.8369141,76077407.836914062,8,-49.8975905798
77552.7954102,76077552.795410156,8,-49.8813401355
77697.7539062,76077697.75390625,8,-49.8651200378
77842.7124023,76077842.712402344,8,-49.8489301734
77987.6708984,76077987.670898438,8,-49.8327704299
78132.6293945,76078132.629394531,8,-49.8166406955
78277.5878906,76078277.587890625,8,-49.8005408589
78422.5463867,76078422.546386719,8,-49.7844708094
78567.5048828,76078567.504882812,8,-49.7684304371
78712.4633789,76078712.463378906,8,-49.7524196324
78857.421875,76078857.421875,8,-49.7364382868
79002.3803711,76079002.380371094,8,-49.7204862918
79147.3388672,76079147.338867188,8,-49.7045635399
79292.2973633,76079292.297363281,8,-49.6886699242
79437.2558594,76079437.255859375,8,-49.6728053381
79582.2143555,76079582.214355469,8,-49.6569696758
79727.1728516,76079727.172851562,8,-49.641162832
79872.1313477,76079872.131347656,8,-49.6253847021
80017.0898438,76080017.08984375,8,-49.6096351819
80162.0483398,76080162.048339844,8,-49.5939141678
80307.0068359,76080307.006835938,8,-49.5782215569
80451.965332,76080451.965332031,8,-49.5625572466
80596.9238281,76080596.923828125,8,-49.5469211352
80741.8823242,76080741.882324219,8,-49.5313131212
80886.8408203,76080886.840820312,8,-49.5157331039
81031.7993164,76081031.799316406,8,-49.500180983
81176.7578125,76081176.7578125,8,-49.4846566587
81321.7163086,76081321.716308594,8,-49.469160032
81466.6748047,76081466.674804688,8,-49.4536910041
81611.6333008,76081611.633300781,8,-49.438249477
81756.5917969,76081756.591796875,8,-49.4228353529
81901.550293,76081901.550292969,8,-49.4074485349
82046.5087891,76082046.508789062,8,-49.3920889263
82191.4672852,76082191.467285156,8,-49.3767564311
82336.4257812,76082336.42578125,8,-49.3614509537
82481.3842773,76082481.384277344,8,-49.3461723991
82626.3427734,76082626.342773438,8,-49.3309206728
82771.3012695,76082771.301269531,8,-49.3156956806
82916.2597656,76082916.259765625,8,-49.3004973291
83061.2182617,76083061.218261719,8,-49.2853255251
83206.1767578,76083206.176757812,8,-49.2701801761
83351.1352539,76083351.135253906,8,-49.25506119
83496.09375,76083496.09375,8,-49.2399684752
83641.0522461,76083641.052246094,8,-49.2249019404
83786.0107422,76083786.010742188,8,-49.2098614952
83930.9692383,76083930.969238281,8,-49.1948470492
84075.9277344,76084075.927734375,8,-49.1798585127
84220.8862305,76084220.886230469,8,-49.1648957965
84365.8447266,76084365.844726562,8,-49.1499588118
84510.8032227,76084510.803222656,8,-49.1350474701
84655.7617188,76084655.76171875,8,-49.1201616837
84800.7202148,76084800.720214844,8,-49.1053013651
84945.6787109,76084945.678710938,8,-49.0904664273
85090.637207,76085090.637207031,8,-49.0756567836
85235.5957031,76085235.595703125,8,-49.0608723481
85380.5541992,76085380.554199219,8,-49.0461130351
85525.5126953,76085525.512695312,8,-49.0313787593
85670.4711914,76085670.471191406,8,-49.0166694359
85815.4296875,76085815.4296875,8,-49.0019849805
85960.3881836,76085960.388183594,8,-48.9873253093
86105.3466797,76086105.346679688,8,-48.9726903387
86250.3051758,76086250.305175781,8,-48.9580799855
86395.2636719,76086395.263671875,8,-48.9434941672
86540.222168,76086540.222167969,8,-48.9289328014
86685.1806641,76086685.180664062,8,-48.9143958064
86830.1391602,76086830.139160156,8,-48.8998831006
86975.0976562,76086975.09765625,8,-48.885394603
87120.0561523,76087120.056152344,8,-48.870930233
87265.0146484,76087265.014648438,8,-48.8564899105
87409.9731445,76087409.973144531,8,-48.8420735555
87554.9316406,76087554.931640625,8,-48.8276810886
87699.8901367,76087699.890136719,8,-48.8133124308
87844.8486328,76087844.848632812,8,-48.7989675035
87989.8071289,76087989.807128906,8,-48.7846462283
88134.765625,76088134.765625,8,-48.7703485275
88279.7241211,76088279.724121094,8,-48.7560743236
88424.6826172,76088424.682617188,8,-48.7418235394
88569.6411133,76088569.641113281,8,-48.7275960982
88714.5996094,76088714.599609375,8,-48.7133919237
88859.5581055,76088859.558105469,8,-48.6992109399
89004.5166016,76089004.516601562,8,-48.6850530713
89149.4750977,76089149.475097656,8,-48.6709182425
89294.4335938,76089294.43359375,8,-48.6568063787
89439.3920898,76089439.392089844,8,-48.6427174054
89584.3505859,76089584.350585938,8,-48.6286512485
89729.309082,76089729.309082031,8,-48.6146078341
89874.2675781,76089874.267578125,8,-48.600587089
90019.2260742,76090019.226074219,8,-48.5865889399
90164.1845703,76090164.184570312,8,-48.5726133142
90309.1430664,76090309.143066406,8,-48.5586601396
90454.1015625,76090454.1015625,8,-48.5447293439
90599.0600586,76090599.060058594,8,-48.5308208556
90744.0185547,76090744.018554688,8,-48.5169346033
90888.9770508,76090888.977050781,8,-48.503070516
91033.9355469,76091033.935546875,8,-48.4892285231
91178.894043,76091178.894042969,8,-48.4754085543
91323.8525391,76091323.852539062,8,-48.4616105396
91468.8110352,76091468.811035156,8,-48.4478344093
91613.7695312,76091613.76953125,8,-48.4340800942
91758.7280273,76091758.728027344,8,-48.4203475253
91903.6865234,76091903.686523438,8,-48.4066366338
92048.6450195,76092048.645019531,8,-48.3929473516
92193.6035156,76092193.603515625,8,-48.3792796105
92338.5620117,76092338.562011719,8,-48.365633343
92483.5205078,76092483.520507812,8,-48.3520084815
92628.4790039,76092628.479003906,8,-48.3384049591
92773.4375,76092773.4375,8,-48.3248227091
92918.3959961,76092918.395996094,8,-48.311261665
93063.3544922,76093063.354492188,8,-48.2977217607
93208.3129883,76093208.312988281,8,-48.2842029304
93353.2714844,76093353.271484375,8,-48.2707051086
93498.2299805,76093498.229980469,8,-48.2572282301
93643.1884766,76093643.188476562,8,-48.24377223
93788.1469727,76093788.146972656,8,-48.2303370437
93933.1054688,76093933.10546875,8,-48.216922607
94078.0639648,76094078.063964844,8,-48.2035288558
94223.0224609,76094223.022460938,8,-48.1901557265
94367.980957,76094367.980957031,8,-48.1768031556
94512.9394531,76094512.939453125,8,-48.16347108
94657.8979492,76094657.897949219,8,-48.150159437
94802.8564453,76094802.856445312,8,-48.136868164
94947.8149414,76094947.814941406,8,-48.1235971986
95092.7734375,76095092.7734375,8,-48.1103464791
95237.7319336,76095237.731933594,8,-48.0971159437
95382.6904297,76095382.690429688,8,-48.0839055309
95527.6489258,76095527.648925781,8,-48.0707151798
95672.6074219,76095672.607421875,8,-48.0575448294
95817.565918,76095817.565917969,8,-48.0443944192
95962.5244141,76095962.524414062,8,-48.0312638889
96107.4829102,76096107.482910156,8,-48.0181531784
96252.4414062,76096252.44140625,8,-48.0050622282
96397.3999023,76096397.399902344,8,-47.9919909785
96542.3583984,76096542.358398438,8,-47.9789393704
96687.3168945,76096687.316894531,8,-47.9659073447
96832.2753906,76096832.275390625,8,-47.9528948429
96977.2338867,76096977.233886719,8,-47.9399018066
97122.1923828,76097122.192382812,8,-47.9269281775
97267.1508789,76097267.150878906,8,-47.9139738979
97412.109375,76097412.109375,8,-47.90103891
97557.0678711,76097557.067871094,8,-47.8881231565
97702.0263672,76097702.026367188,8,-47.8752265803
97846.9848633,76097846.984863281,8,-47.8623491245
97991.9433594,76097991.943359375,8,-47.8494907325
98136.9018555,76098136.901855469,8,-47.836651348
98281.8603516,76098281.860351562,8,-47.8238309147
98426.8188477,76098426.818847656,8,-47.811029377
98571.7773438,76098571.77734375,8,-47.7982466791
98716.7358398,76098716.735839844,8,-47.7854827657
98861.6943359,76098861.694335938,8,-47.7727375817
99006.652832,76099006.652832031,8,-47.7600110722
99151.6113281,76099151.611328125,8,-47.7473031825
99296.5698242,76099296.569824219,8,-47.7346138582
99441.5283203,76099441.528320312,8,-47.7219430451
99586.4868164,76099586.486816406,8,-47.7092906895
99731.4453125,76099731.4453125,8,-47.6966567374
99876.4038086,76099876.403808594,8,-47.6840411355
