run_name,measurement_note,raw_file,fft_length,measurement_physical_channels,channels_per_data_file,selected_data_file,selected_interleaved_channel,bin_spacing_hz,frames_used,nearest_76_bin_hz,nearest_76_offset_hz,psd_at_nearest_76_bin,local_peak_hz,local_peak_mhz,local_peak_offset_hz,local_peak_psd,local_median_psd,peak_to_local_median_ratio,ratio_vs_20260515_092941_at_76mhz,db_vs_20260515_092941_at_76mhz
20260515_092941,"Vacuum; Dark noise; tags: Dark Noise; dark-noise reference; 1030 nm; scan rate 1 mm/s; 4 interleaved channels; raw-backed: 2 Data_*.bin files, 16.38 GB",D:\Quantum Squeezing Project\DataFiles\20260515_092941\Data_1_1.bin,4194304,4,2,Data_1_1.bin,1,144.958496094,32,76000000,0,5.3119232596614601e-05,76000000,76.000000000000,0,5.3119232596614601e-05,1.1396703534388638e-05,4.6609295781303413,1,0
20260526_141535,"Vacuum; highpass filter, without SHG, automatic mode; tags: Alignment; OPO involved; 1560 nm; detector PDB230C (InGaAs); scan rate 0.1 mm/s; motor1 96; motor2 -7; shot noise 1.11 urad^2/rtHz; 4 interleaved channels; raw-backed: 2 Data_*.bin files, 16.31 GB",D:\Quantum Squeezing Project\DataFiles\20260526_141535\Data_1_1.bin,4194304,4,2,Data_1_1.bin,1,144.958496094,32,76000000,0,78348.310702303832,76000000,76.000000000000,0,78348.310702303832,5.3227666878059824e-05,1471947115.0556593,1474951855.8989336,91.6877784468
20260526_142458,"Vacuum; highpass filter, without SHG, manual mode; tags: Alignment; OPO involved; 1560 nm; detector PDB230C (InGaAs); scan rate 0.1 mm/s; motor1 146; motor2 -53; shot noise 1.16 urad^2/rtHz; 4 interleaved channels; raw-backed: 2 Data_*.bin files, 16.38 GB",D:\Quantum Squeezing Project\DataFiles\20260526_142458\Data_1_1.bin,4194304,4,2,Data_1_1.bin,1,144.958496094,32,76000000,0,18047.910710039811,76000000,76.000000000000,0,18047.910710039811,6.2368809092659968e-07,28937398312.714977,339762263.64365894,85.3117514145
