wavelength_nm,dispersion_ps_per_nm_km,gdd_fiber_fs2,gdd_sf11_rod_fs2,gdd_total_fs2,tod_fiber_fs3,pulse_duration_fiber_ps,pulse_duration_fiber_sf11_rod_ps,best_grating_l_eff_cm,best_pulse_duration_grating_fiber_ps
821.0,-129.5608099959305,2376481.5737297744,0.0,2376481.5737297744,783193.7895623716,54.90851454347596,54.90851454347596,55.39495798319328,0.214182640014836
822.0,-129.12376993103445,2374294.981941378,0.0,2374294.981941378,782632.1909979662,54.857993666464495,54.857993666464495,55.39495798319328,0.1826962973704399
823.0,-128.6888394117943,2372115.0246927314,0.0,2372115.0246927314,782246.8001585568,54.80762607972562,54.80762607972562,54.941176470588246,0.12000654628590675
824.0,-128.25597804469243,2369941.1814091215,0.0,2369941.1814091215,782041.2513223729,54.75739975545701,54.75739975545701,54.487394957983206,0.18332989654990064
825.0,-127.82514543621124,2367772.9251199006,0.0,2367772.9251199006,782019.2121426051,54.7073025180794,54.7073025180794,54.487394957983206,0.21240660152280458
826.0,-127.39630119283318,2365609.7224370553,0.0,2365609.7224370553,782184.3838097904,54.65732204374147,54.65732204374147,54.03361344537816,0.12391169998636023
827.0,-126.96940492104059,2363451.033533777,0.0,2363451.033533777,782540.5012129649,54.60744585982471,54.60744585982471,53.57983193277312,0.16749607514520914
828.0,-126.54441622731593,2361296.312123036,0.0,2361296.312123036,783091.3331022158,54.557661344448405,54.557661344448405,53.57983193277312,0.2295963472298855
829.0,-126.12129471814161,2359145.0054361466,0.0,2359145.0054361466,783840.6822517315,54.50795572597435,54.50795572597435,53.12605042016807,0.1276272212229971
830.0,-125.7,2356996.5542013403,0.0,2356996.5542013403,784721.0582156554,54.458316082511836,54.458316082511836,52.67226890756302,0.16429404421625396
831.0,-125.28051303962202,2354850.7838929496,0.0,2354850.7838929496,785376.5953358304,54.408738381671235,54.408738381671235,52.67226890756302,0.23250923139634952
832.0,-124.86290024473251,2352709.086059834,0.0,2352709.086059834,785443.1527833418,54.359254774979604,54.359254774979604,52.21848739495798,0.12613333328938675
