wavelength_nm,dispersion_ps_per_nm_km,gdd_fiber_fs2,gdd_sf11_rod_fs2,gdd_total_fs2,tod_fiber_fs3,pulse_duration_fiber_ps,pulse_duration_fiber_sf11_rod_ps
819,-108.0687909062519,1922812.6794817068,54234.29856932153,1977046.9780510284,1167473.8857361095,53.31178128908862,54.81547276202246
820,-107.62028851759115,1919511.586915968,54131.660043156255,1973643.2469591242,1184345.7052895806,53.220255730192456,54.721101454941774
821,-107.1715205059369,1916172.43276268,54029.350310528556,1970201.7830732088,1200401.4178944258,53.12767488243748,54.62568397496623
822,-106.7226320498615,1912797.7129577904,53927.367296117285,1966725.0802539077,1215625.6158265616,53.03410794776174,54.52928946649926
823,-106.27376832793742,1909389.9486921532,53825.70901211447,1963215.6577042677,1230002.7598516722,52.93962482831541,54.43198777658295
824,-105.82507451873695,1905951.6864885467,53724.373449778934,1959676.0599383255,1243517.178620773,52.844296128596106,54.33384945402657
825,-105.37669580083255,1902485.4982786973,53623.358552804304,1956108.8568315015,1256153.0680647523,52.748193157584325,54.23494575080361
826,-104.92877735279659,1898993.9814802932,53522.66233659878,1952516.643816892,1267894.490788577,52.65138793087869,54.13534862749418
827,-104.48146435320145,1895479.7590740095,53422.28293116712,1948902.0420051767,1278725.3754629341,52.553953172831356,54.03513075660939
828,-104.03490198061952,1891945.4796805251,53322.218356036465,1945267.6980365617,1288629.5162156064,52.455962318683426,53.93436551848632
829,-103.58923541362319,1888393.8176375418,53222.4666088415,1941616.2842463832,1297590.5720211726,52.35748951670016,53.83312700587938
830,-103.14460983078483,1884827.4730768055,53123.02573822401,1937950.4988150294,1305592.0660895177,52.25860963030645,53.73149002811708
831,-102.70117041067687,1881249.1720011262,53023.894005768896,1934273.0660068952,1312617.3852536364,52.1593982402222,53.62953011772704
832,-102.25906233187165,1877661.6663613946,52925.06942242687,1930586.7357838214,1318649.7793554175,52.05993164659754,53.5273235197183
833,-101.81843077294157,1874067.7341336054,52826.550005185985,1926894.2841387913,1323672.3606304233,51.96028687114837,53.424947200833216
834,-101.37942091245904,1870470.179395875,52728.33401060944,1923198.5134064844,1327668.1030920711,51.86054165929161,53.32247885815777
835,-100.94217792899644,1866871.832405461,52630.419585234165,1919502.2519906953,1330619.841913976,51.76077448228058,53.219996911564
836,-100.50684700112615,1863275.5496757822,52532.80488439921,1915808.3545601815,1332510.2728109562,51.66106453934044,53.117580509139984
837,-100.07357330742053,1859684.2140534383,52435.48809447664,1912119.702147915,1333321.9514190154,51.56149175980346,53.015309529941526
838,-99.64250202645202,1856100.734795231,52338.46729299717,1908439.202088228,1333037.292674569,51.46213680524455,52.91326458224959
839,-99.21377833679298,1852528.0476451798,52241.74078008313,1904769.788425263,1331638.570191937,51.36308107161645,52.811527014894715
840,-98.78754741701579,1848969.114911544,52145.30681867359,1901114.4217302175,1329108.2330439328,51.264406691385275,52.71017891219002
841,-98.36395435508652,1845426.92384396,52049.163540635316,1897476.0873845953,1325517.1677092747,51.16619648853515,52.60930304633282
842,-97.94311907514474,1841904.0151669106,51953.30923175901,1893857.3243986696,1321147.973550748,51.068520906765436,52.50896981350216
843,-97.5251021054624,1838401.8322402746,51857.742238716564,1890259.574478991,1316230.83666006,50.97141996442471,52.40921918621125
844,-97.10995540822233,1834921.6682772774,51762.46063226785,1886684.1289095453,1310788.5328735206,50.8749295169192,52.31008696638067
845,-96.69773094560749,1831464.8267003053,51667.46278616814,1883132.2894864734,1304813.6316615127,50.779085702711555,52.2116092473883
846,-96.28848067980073,1828032.6211684686,51572.74713471539,1879605.368303184,1298298.6470780743,50.68392494408501,52.11382240811132
847,-95.88225657298496,1824626.3756051725,51478.31179121296,1876104.6873963855,1291236.037528321,50.58948394790782,52.01676310311218
848,-95.47911058734304,1821247.4242256794,51384.15514899516,1872631.5793746745,1283618.2055357904,50.49579970639751,51.92046828006675
849,-95.07909468505791,1817897.1115646795,51290.2754955454,1869187.387060225,1275437.4975092993,50.402909497885204,51.8249751698298
850,-94.68226082831245,1814576.7925038564,51196.671159931386,1865773.4636637878,1266686.2035096681,50.31085088757991,51.73032129128706
851,-94.28866097928955,1811287.8322994518,51103.34068320475,1862391.1729826566,1257356.5570154553,50.21966172833285,51.636544456843936
852,-93.89834710017205,1808031.6066098348,51010.28235572651,1859041.8889655613,1247440.7346880604,50.12938016140175,51.54368276036188
853,-93.5113711531429,1804809.5015230686,50917.49441278812,1855726.9959358568,1236930.856137409,50.04004461721523,51.451774583346435
854,-93.127785100385,1801622.9135844773,50824.975353067006,1852447.8889375443,1225818.983686933,49.951693816137066,51.36085860454101
855,-92.74764090408118,1798473.2498242091,50732.72352233228,1849205.9733465414,1214097.1221367372,49.86436676923045,51.27097378914896
856,-92.37099052641439,1795361.9277848087,50640.737311999874,1846002.6650968085,1201757.2185280714,49.778102779022426,51.18215939510325
857,-91.9978859295675,1792290.3755487816,50549.01538020065,1842839.3909289823,1188791.1619068896,49.69294144026822,51.09445497995994
858,-91.6283790757234,1789260.0317661585,50457.555961097605,1839717.5877272561,1175190.7830861234,49.60892264071542,51.00790038251268
859,-91.262521927065,1786272.3456820666,50366.35751031684,1836638.7031923835,1160947.8544086756,49.52608656186847,50.92253574145232
860,-90.90036644577513,1783328.7771642918,50275.418502499284,1833604.1956667912,1146054.089508919,49.44447367975287,50.838401490518045
861,-90.54196459403678,1780430.7967308501,50184.73738858788,1830615.534119438,1130501.1430749896,49.36412476567964,50.75553835807759
862,-90.18736833403275,1777579.8855775513,50094.312715050946,1827674.1982926023,1114280.6106094518,49.28508088700956,50.673987371197036
863,-89.836629627946,1774777.5356055656,50004.14295466742,1824781.678560233,1097384.0281898978,49.20738340791755,50.593789851713545
864,-89.48980043795936,1772025.2494489928,49914.226653228536,1821939.4761022213,1079802.872229667,49.13107399015698,50.5149874210672
865,-89.14693272625578,1769324.5405024271,49824.56220649484,1819149.102708922,1061528.559237405,49.05619459382407,50.437621994881226
866,-88.80807845501812,1766676.932948524,49735.14821154672,1816412.0811600706,1042560.9828168683,48.982787478122205,50.36173579346781
867,-88.47328742914105,1764083.9187710318,49645.98316497395,1813729.9019360058,1023358.0417321358,48.91089400951258,50.28737014161074
868,-88.14249428703398,1761544.698775405,49557.065539781135,1811101.7643151863,1005061.7020097208,48.84049202963793,50.21450283861421
869,-87.81546291428504,1759055.0426187674,49468.394115692296,1808523.4367344596,988431.5222015736,48.771464248710124,50.14301656084477
870,-87.49194337851678,1756610.4002357144,49379.96739420605,1805990.3676299204,973552.8362538323,48.70368451237211,50.07278511238487
871,-87.17168574735173,1754206.1765892801,49291.7837788694,1803497.9603681494,960456.2900495201,48.637025419396196,50.00368104773021
872,-86.85444008841249,1751837.7315383495,49203.84195596867,1801041.5734943182,949172.778653404,48.571358318007945,49.93557567866863
873,-86.53995646932154,1749500.3797050577,49116.140590574876,1798616.5202956325,939733.4474032562,48.50655330220963,49.868339062176176
874,-86.22798495770148,1747189.3903422046,49028.678197559035,1796218.0685397636,932169.6930036319,48.442479208104196,49.80183999316487
875,-85.91827562117481,1744899.9872006539,48941.453348272335,1793841.4405489261,926513.1646218784,48.37900361021874,49.73594600653654
876,-85.61057852736413,1742627.3483967471,48854.4647991358,1791481.8131958828,922795.7649857688,48.315992817828416,49.67052337707204
877,-85.30464374389194,1740366.6062797052,48767.71105339716,1789134.3173331022,921049.6514839166,48.25331187128014,49.605437103604224
878,-85.00022133838084,1738112.8472990384,48681.19085466926,1786794.0381537077,921307.2372678078,48.19082453831629,49.54055091902549
879,-84.69706137845331,1735861.11187195,48594.902873270505,1784456.0147452205,923601.1923558449,48.12839331039855,49.475727277915055
880,-84.39491393173195,1733606.3942507464,48508.84568450173,1782115.2399352482,927964.444739896,48.06587939903165,49.41082735226056
881,-84.09352906583926,1731343.6423902404,48423.01789424545,1779766.660284486,934430.1814938487,48.00314273208721,49.34571103126404
882,-83.79265684839784,1729067.7578151615,48337.41827505987,1777405.1760902214,943031.8498841487,47.940041950127565,49.28023692143922
883,-83.4920473470302,1726773.5954875604,48252.04560616119,1775025.6410937216,953803.1584825756,47.876434402729636,49.21426233849871
884,-83.1914506293589,1724455.963674216,48166.8984933755,1772622.8621675915,966778.0782808799,47.81217614480876,49.14764329868582
885,-82.89061676300648,1722109.623814043,48081.9756022816,1770191.5994163244,981990.843807898,47.74712193294255,49.08023452156258
886,-82.5892958155955,1719729.2903854977,47997.27571525544,1767726.5661007531,999475.9542486527,47.68112522169492,49.01188942791521
887,-82.28723785474848,1717309.6307739844,47912.79751643922,1765222.4282904235,1019268.1745651455,47.61403815993993,48.94246013011612
888,-81.98419294808801,1714845.2651392662,47828.53962260524,1762673.8047618715,1041402.5366199153,47.545711587185835,48.87179742930371
889,-81.6799111632366,1712330.7662828637,47744.50103206304,1760075.2673149267,1065914.340301545,47.47599502989892,48.79975082415246
890,-81.37414256781682,1709760.6595154707,47660.6803285206,1757421.3398439912,1092839.154651827,47.40473669782774,48.726168485123516
891,-81.06663722945119,1707129.4225243535,47577.07632194505,1754706.4988462985,1122136.5726734977,47.33178348032694,48.65089726855698
892,-80.75716240950089,1704431.8481256745,47493.68777834945,1751925.535904024,1152572.0964631285,47.25699100396521,48.57379276678898
893,-80.44575311032602,1701668.3480265103,47410.51342543514,1749078.8614519455,1182013.4574413942,47.18037068370234,48.49486635950306
894,-80.13265593240774,1698843.8259071095,47327.55200010052,1746171.37790721,1209463.1600899904,47.10205847816015,48.41425397031461
895,-79.81812324609484,1695963.354238633,47244.80239017747,1743208.1566288106,1234861.2061133208,47.022195025824786,48.332096206888856
896,-79.50240742173614,1693032.0529131645,47162.26341336318,1740194.3163265276,1258173.0298462035,46.94092227996342,48.24853498972778
897,-79.18576082968043,1690055.0893775956,47079.93379656905,1737135.0231741646,1279363.7953449152,46.85838351233598,48.16371355530933
898,-78.86843584027653,1687037.678767513,46997.8124403223,1734035.4912078353,1298398.3952456492,46.774723316907014,48.07777646713009
899,-78.55068482387324,1683985.0840410853,46915.89796297509,1730900.9820040604,1315241.4496208436,46.690087613557566,47.99086960677995
900,-78.23276015081942,1680902.616112951,46834.1894330845,1727736.8055460355,1329857.304834274,46.604623651797084,47.903140197959864
901,-77.91491419146382,1677795.6339880999,46752.68568916807,1724548.319677268,1342210.0323927533,46.51848001447507,47.81473679133325
902,-77.5973993161553,1674669.544895766,46671.38542230814,1721340.9303180743,1352263.4277961669,46.43180662149326,47.72580927052841
903,-77.28046789524265,1671529.8044233117,46590.28750340948,1718120.0919267212,1359981.0093859504,46.34475473351734,47.63650886492373
904,-76.96437229907468,1668381.9166501125,46509.39084778232,1714891.3074978949,1365326.017190483,46.257476955688965,47.54698814960519
905,-76.6493648980002,1665231.4342814458,46428.69436024207,1711660.1286416878,1368261.4117690285,46.170127241337596,47.457401047556054
906,-76.33569806236804,1662083.958782379,46348.19674236591,1708432.155524745,1368749.8730534029,46.08286089569263,47.367902828025066
907,-76.023624162527,1658945.140511651,46267.89704578378,1705213.0375574348,1366753.7991875838,45.995834579595126,47.27865012557861
908,-75.71339556882587,1655820.6788555642,46187.794228800805,1702008.473084365,1362235.305364526,45.909206313210056,47.18980093151993
909,-75.40526465161349,1652716.3223618688,46107.88690813286,1698824.2092700016,1355156.2226617613,45.82313547973822,47.10151459071778
910,-75.09948378123866,1649637.868873649,46028.17419228502,1695666.043065934,1345478.0968744932,45.73778282912831,47.0139518284245
911,-74.79630532805021,1646591.1656632107,45948.65506895916,1692539.8207321698,1333162.1873465404,45.65331048178896,46.927274737003614
912,-74.49598166239693,1643582.1095659668,45869.328295591935,1689451.4378615587,1318169.4657990988,45.56988193230092,46.84164677660685
913,-74.19876515462764,1640616.6471143258,45790.1927321419,1686406.8398464676,1300460.615157218,45.487662053129206,46.75723278811321
914,-73.90490817509115,1637700.7746715765,45711.247371614765,1683412.0220431911,1279996.0283749055,45.40681709833521,46.674198997687434
915,-73.61466309413625,1634840.5385657744,45632.49134057121,1680473.0299063458,1256735.8072568078,45.32751470728893,46.59271302050625
916,-73.32828228211179,1632042.0352236326,45553.92344886552,1677595.9586724981,1230860.0862554703,45.24992390838133,46.51294385198685
917,-73.04597363148693,1629310.4192131327,45475.542584442424,1674785.9617975752,1204040.1722679185,45.174187616193244,46.43503437589827
918,-72.76764622658439,1626644.2072669817,45397.34771237789,1672041.5549793595,1178376.1223386917,45.1002647058816,46.35894343870009
919,-72.49308609494008,1624039.142892197,45319.33787837739,1669358.4807705744,1154509.7109538573,45.02803716265223,46.28455299912607
920,-72.22207888192,1621490.9205316422,45241.5120927123,1666732.4326243545,1132473.4178244164,44.95738561137144,46.21174365458757
921,-71.95441023289007,1618995.1939561241,45163.86921861374,1664159.0631747379,1112298.058396489,44.88818954924374,46.140394870756914
922,-71.68986579321628,1616547.5761506832,45086.40825608399,1661633.9844067672,1094014.686230271,44.820327342658935,46.07038498628353
923,-71.42823120826458,1614143.6392008667,45009.12817110177,1659152.7673719684,1077654.5939887334,44.753676224039,46.0015912049052
924,-71.16929212340094,1611778.9141790154,44932.02798313553,1656710.942162151,1063249.3144278137,44.68811228868512,45.93388959472172
925,-70.91283418399135,1609448.891030545,44855.106908911075,1654303.9979394563,1050830.6213897548,44.623510491624714,45.86715508902781
926,-70.65864303540172,1607149.0184602214,44778.36372758817,1651927.3821878096,1040430.5307961333,44.55974464445827,45.80126146555905
927,-70.40650432299803,1604874.703818448,44701.797389685475,1649576.5012081333,1032081.3016435507,44.496687412206505,45.736081360222
928,-70.15620369214628,1602621.3129875478,44625.40709974124,1647246.720087289,1025815.4370027726,44.434210310157454,45.67148626623307
929,-69.90752678821238,1600384.1702680388,44549.1918003748,1644933.3620684135,1021665.6850172521,44.3721837007133,45.60734651666059
930,-69.66025925656233,1598158.5582649207,44473.150487808016,1642631.7087527288,1019665.0399044789,44.31047679023764,45.54353129002012
931,-69.41418674256207,1595939.7177739535,44397.282302651074,1640337.0000766045,1019846.7429595939,44.2489576259024,45.47990860963856
932,-69.16909489157757,1593722.8476679402,44321.586323222364,1638044.4339911626,1022244.283559917,44.18749309253512,45.41634533477092
933,-68.92476934897482,1591503.1047830083,44246.061392666175,1635749.1661756744,1026891.4001722621,44.12594890946596,45.35270715265409
934,-68.68099576011976,1589275.6038048882,44170.706644370446,1633446.3104492587,1033822.0813612303,44.06418962737475,45.288858589921624
935,-68.43755977037833,1587035.417155198,44095.52135802987,1631130.938513228,1043070.5667993205,44.002078625138346,45.224663005460144
936,-68.19424702511651,1584777.574877724,44020.504487548504,1628798.0793652725,1054671.3482793616,43.939478106677704,45.159982574167216
937,-67.95084316970029,1582497.064524702,43945.654867550664,1626442.7193922526,1068659.170729154,43.87624909780514,45.094678289524296
938,-67.70713384949559,1580188.8310430958,43870.97177547406,1624059.8028185698,1085069.0332263934,43.81225144307147,45.02860997602828
939,-67.46290470986841,1577847.7766608847,43796.45433900786,1621644.2309998926,1103936.1900166932,43.74734380261347,44.96163626960977
940,-67.21794139618468,1575468.7607733374,43722.101657911466,1619190.8624312489,1125296.1515332027,43.68138364900093,44.89361461785756
941,-66.9720295538104,1573046.5998293003,43647.91277032957,1616694.5125996298,1149184.6854175495,43.61422726408422,44.82440127593226
942,-66.7249548281115,1570576.067217473,43573.886686307844,1614149.9539037808,1175359.8792363547,43.54572973584146,44.75385130434277
943,-66.47655303017214,1568053.0764647806,43500.02271409138,1611553.099178872,1202388.630034096,43.475777763516746,44.68185138313583
944,-66.22687304521952,1565478.5445260229,43426.319803013925,1608904.8643290368,1228772.3883663279,43.40439677046786,44.60842690654019
945,-65.97602031936981,1562854.7375586003,43352.77711461887,1606207.514673219,1254181.350068595,43.33164958779243,44.53364068241331
946,-65.72410029916554,1560183.9424800235,43279.3938099982,1603463.3362900217,1278598.956983867,43.25759962217781,44.45755609419005
947,-65.47121843114924,1557468.4670138208,43206.16890230091,1600674.6359161218,1302008.5287522885,43.18231085717386,44.38023709806605
948,-65.21748016186345,1554710.639745477,43133.10176832692,1597843.7415138038,1324393.259937296,43.10584785474373,44.30174823873285
949,-64.96299093785072,1551912.8101783753,43060.19154541383,1594973.0017237891,1345736.2195233966,43.02827575681473,44.222154634207065
950,-64.70785620565358,1549077.3487897385,42987.43691640611,1592064.7857061445,1366020.3504126517,42.94966028682924,44.141521971419344
951,-64.45218141181455,1546206.64708657,42914.83738900674,1589121.4844755768,1385228.4689196148,42.870067751295586,44.05991654323631
952,-64.1960720028762,1543303.1176615958,42842.392257693406,1586145.5099192893,1403343.264267043,42.789565041338925,43.97740522122975
953,-63.939633425381054,1540369.194249203,42770.10036577966,1583139.2946149826,1420347.2980796346,42.70821963425205,43.894055450630404
954,-63.68297112587164,1537407.3317813843,42697.96104582923,1580105.2928272136,1436223.0038763685,42.62609959504642,43.80993527795271
955,-63.426190550890496,1534420.006443677,42625.97345176829,1577045.9798954453,1450952.6865632625,42.54327357800287,43.72511333402784
956,-63.169397146980174,1531409.715731105,42554.13683270987,1573963.852563815,1464518.521924407,42.459810828222636,43.63965884314672
957,-62.912696360683206,1528378.978504119,42482.4501641683,1570861.4286682873,1476902.5561123975,42.375781183178155,43.55364161438595
958,-62.65619363854212,1525330.3350445388,42410.91267296924,1567741.247717508,1488086.7051374111,42.291255074264015,43.46713205771231
959,-62.39999442709947,1522266.347111494,42339.523681745835,1564605.87079324,1498052.7543561691,42.206303528347796,43.380201181222176
960,-62.14420417289778,1519189.597997364,42268.28242731072,1561457.8804246746,1506782.3579593438,42.12099816932098,43.292920587656646
961,-61.88892832247961,1516102.6925837216,42197.188024883384,1558299.880608605,1514257.0384584898,42.03541121964987,43.205362474960616
962,-61.63427232238747,1513008.2573972712,42126.239471306384,1555134.4968685776,1520458.1861719326,41.94961550192649,43.11759963792283
963,-61.3803416191639,1509908.9406657927,42055.436172776375,1551964.376838569,1525367.058709367,41.86368444041943,43.029705484358665
964,-61.12724165935145,1506807.41237408,41984.77757374534,1548792.1899478252,1528964.7804563683,41.777692062624844,42.94175402637188
965,-60.87507788949266,1503706.3643198847,41914.26259087767,1545620.6269107624,1531232.3420576667,41.69171300081734,42.85381986621172
966,-60.62395575613005,1500608.5101698553,41843.890242118374,1542452.4004119737,1532150.5998990983,41.60582249360085,42.76597821526509
967,-60.37398070580618,1497516.585515479,41773.66008346912,1539290.245598948,1531700.275589208,41.520096387459596,42.6783049077176
968,-60.12525818506358,1494433.3479290232,41703.57139569665,1536136.9193247198,1529861.9554399278,41.434611138309066,42.59087637955525
969,-59.87789364044478,1491361.5770194756,41633.62334085215,1532995.2003603277,1526616.0899459391,41.34944381304688,42.50376967445504
970,-59.631992518492325,1488304.0744884866,41563.81508606498,1529867.8895745515,1521942.9932636234,41.26467209110379,42.4170624487682
971,-59.38766026574875,1485263.6641863098,41494.14583784822,1526757.810024158,1515822.8426888706,41.18037426599461,42.330832974022314
972,-59.14500232875659,1482243.1921677426,41424.614840575305,1523667.807008318,1508235.678134049,41.09662924686919,42.245160138429995
973,-58.90412415405839,1479245.5267480684,41355.22147482655,1520600.748222895,1499161.401604059,41.013516560063415,42.160123451166676
974,-58.66513118819668,1476273.558558997,41285.96512851732,1517559.5236875142,1488579.776671647,40.93111635065015,42.07580304034848
975,-58.42812887771401,1473330.2006046062,41216.84458932739,1514547.0451939336,1476470.42795167,40.849509383990295,41.992279637737845
976,-58.193222669152895,1470418.3883172814,41147.85939125319,1511566.2477085346,1462812.840574245,40.76877704728369,41.90963461762871
977,-57.960518009055896,1467541.0796136605,41079.0090739335,1508620.088687594,1447586.3596576154,40.689001351120325,41.82794997786193
978,-57.73012034396554,1464701.25495057,41010.29254607699,1505711.5474966469,1430770.1897797477,40.61026493103112,41.747308323726564
979,-57.50213512042436,1461901.9173809697,40941.70910870652,1502843.6264896763,1412343.3944488533,40.532651049039195,41.66779289788144
980,-57.276667784974904,1459146.092609893,40873.258104767745,1500019.3507146607,1392284.8955733646,40.456243595210836,41.589487572191125
981,-57.05382378415971,1456436.8290503873,40804.938919242035,1497241.7679696293,1370573.4729309874,40.381127089206565,41.512476849280254
982,-56.83370856452131,1453777.197879456,40736.75084954111,1494513.948728997,1347187.763636694,40.30738668183228,41.43684586049122
983,-56.61642757260224,1451170.2930939987,40668.693039604164,1491838.986133603,1322106.2616097487,40.2351081565903,41.362680365607915
984,-56.40208625494505,1448619.2315667542,40600.764871534935,1489219.996438289,1295307.3170403298,40.1643779312306,41.290066765265486
985,-56.190790058092254,1446127.153102238,40532.9654742639,1486660.118576502,1266769.1358546065,40.09528305930183,41.219092088878604
986,-55.98264442858641,1443697.2204926882,40465.294316900196,1484162.5148095884,1236469.7791794287,40.02791123170259,41.14984401264383
987,-55.777754812970045,1441332.6195740027,40397.75090895235,1481730.3704829551,1204387.162805807,39.96235077823253,41.08241085277916
988,-55.57622665778572,1439036.5592816821,40330.334248165665,1479366.8935298477,1170499.0566519746,39.89869066914365,41.01688155176605
989,-55.378165409575935,1436812.2717067704,40263.043636465765,1477075.315343236,1134783.0842248937,39.837020516691396,40.953345702523315
990,-55.18367651488325,1434663.012151797,40195.878652310974,1474858.890804108,1097216.7220810573,39.777430576686065,40.891893549191835
991,-54.992865420250205,1432592.0591867163,40145.58444771478,1472737.643634431,1057777.2992871227,39.720011750043966,40.83308026551022
992,-54.805837572219325,1430602.7147048495,40112.09818503738,1470714.812889887,1042938.4733969246,39.664855584338696,40.776995656834906
