aperture_radius_um,tem00_purity,higher_order_content,tem00,tem01,tem02,tem10,tem11,tem20
40.0,0.5078568093441892,0.4921431906558108,0.5078568093441892,9.697236312816226e-34,0.24607159532790543,1.960517917348914e-33,2.9001744320908358e-36,0.24607159532790543
130.0,0.7488839544614433,0.2511160455385567,0.7488839544614433,3.878894521513987e-33,0.12555802276927824,2.1307419545556785e-36,6.494411746993111e-37,0.12555802276927844
220.0,0.9450136557294887,0.0549863442705113,0.9450136557294887,3.4910054392827977e-32,0.02749317213525564,3.7879829876113476e-36,4.5315231924383324e-36,0.027493172135255702
