Delay_ps,1_1_8_8,1_2_7_8,1_3_6_8,1_4_5_8,1_5_4_8,1_6_3_8,1_7_2_8,2_2_8_8,2_3_7_8,2_4_6_8,2_5_5_8,2_6_4_8,2_7_3_8,3_3_8_8,3_4_7_8,3_5_6_8,3_6_5_8,3_7_4_8,4_4_8_8,4_5_7_8,4_6_6_8,4_7_5_8,5_5_8_8,5_6_7_8,5_7_6_8,6_6_8_8,6_7_7_8,7_7_8_8,2_1_8_7,3_1_8_6,4_1_8_5,5_1_8_4,6_1_8_3,7_1_8_2,3_2_8_7,4_2_8_6,5_2_8_5,6_2_8_4,7_2_8_3,4_3_8_7,5_3_8_6,5_4_8_7,6_4_8_6,7_4_8_5,6_5_8_7,7_5_8_6,7_6_8_7
165.660000,-4.087970082337417e-11,-4.155355482684064e-11,-3.810085159925049e-11,-3.342925479270718e-11,-2.868977216364941e-11,-2.294393221558659e-11,-1.3987690850343897e-11,-4.031550829100308e-11,-4.3229860512660163e-11,-4.2257313099378007e-11,-3.765053210163033e-11,-2.928059633476123e-11,-1.6762863915415006e-11,-3.791500065489234e-11,-4.300179372599753e-11,-4.080553685631736e-11,-3.170725350580723e-11,-1.7354557964564404e-11,-3.119087348064627e-11,-3.341706348391744e-11,-2.6821514475354344e-11,-1.4331894482827308e-11,-1.3229453746203463e-11,-1.2622566327755505e-11,-6.786381684204309e-12,9.872894407498396e-12,4.821618845375173e-12,1.8270582135502587e-11,-6.305627685994362e-11,-7.130521459006004e-11,-6.574574692224728e-11,-5.030310340133133e-11,-3.087736909494413e-11,-1.3027224441517306e-11,-5.68168829938892e-11,-6.106386585868854e-11,-5.332952524068956e-11,-3.705183653854486e-11,-1.752100434638886e-11,-4.981182091655121e-11,-4.93532679761577e-11,-3.5755350605091115e-11,-2.9260897675187886e-11,-1.5194905461712794e-11,-1.2296809636480713e-11,-6.1962498948431544e-12,6.090646988312313e-12
