Offset_Hz,Offset_kHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959
40588.3789062,40.5883789062,-104.639289453,-100.147196837,-101.913559796,-101.581197233,-99.3575241182
40733.3374023,40.7333374023,-104.977957053,-100.331530711,-101.813004578,-102.415813437,-100.496593383
40878.2958984,40.8782958984,-104.424960465,-100.384989123,-101.62230311,-102.89101282,-99.7493428723
41023.2543945,41.0232543945,-104.85772555,-99.8806143327,-102.103518394,-101.765923515,-100.145125439
41168.2128906,41.1682128906,-105.630321349,-100.184405179,-101.524833152,-101.473553338,-100.024426794
41313.1713867,41.3131713867,-105.332055995,-99.5258012618,-100.884843549,-101.634064637,-98.9895815579
41458.1298828,41.4581298828,-104.82216973,-100.181822081,-101.542260096,-101.704034463,-99.0417920252
41603.0883789,41.6030883789,-104.710775149,-101.123735746,-101.963852997,-102.138894438,-99.3926240717
41748.046875,41.748046875,-104.776120296,-100.268595321,-101.859558026,-102.689446103,-100.376309151
41893.0053711,41.8930053711,-104.450405072,-100.020409353,-100.492806037,-100.832269568,-99.3376532145
42037.9638672,42.0379638672,-104.567389808,-99.7335362731,-100.419770468,-101.148094343,-97.7505051512
42182.9223633,42.1829223633,-104.11085523,-99.1800684683,-101.508547578,-101.033958274,-97.4105085116
42327.8808594,42.3278808594,-104.914429548,-99.9762577642,-101.52351837,-101.934722985,-98.7243180993
42472.8393555,42.4728393555,-104.601934211,-100.457267182,-101.785256069,-102.048587126,-98.7347681156
42617.7978516,42.6177978516,-104.267221126,-99.8911794459,-101.540625983,-102.14374162,-99.1003532998
42762.7563477,42.7627563477,-105.881641672,-99.9687279093,-101.080778242,-101.571327856,-98.7838585816
42907.7148438,42.9077148438,-103.860858271,-100.510916885,-100.964437626,-102.344927931,-100.709714304
43052.6733398,43.0526733398,-104.925934578,-100.0377864,-101.003583368,-101.82429017,-100.532739868
43197.6318359,43.1976318359,-105.581209083,-100.00574224,-100.244424993,-100.895887702,-98.1665374224
43342.590332,43.342590332,-104.610384892,-100.714744086,-100.501841028,-100.913130865,-99.5034934046
43487.5488281,43.4875488281,-104.055583744,-100.835622455,-101.628799608,-101.785201695,-99.3767261331
43632.5073242,43.6325073242,-103.793028066,-99.1594269432,-100.767269707,-101.949478536,-98.9137839792
43777.4658203,43.7774658203,-103.422819743,-98.2468159751,-100.847724157,-101.842795194,-99.6180360335
43922.4243164,43.9224243164,-103.866286858,-98.6178897664,-101.289095892,-101.457780261,-98.6568349
44067.3828125,44.0673828125,-103.629622625,-99.7223672208,-101.317569132,-100.957145221,-98.6042283621
44212.3413086,44.2123413086,-102.63126175,-100.319356083,-99.6883385079,-100.865202511,-100.691615262
44357.2998047,44.3572998047,-103.281032333,-99.4774270358,-100.862034359,-101.375077529,-99.6052316003
44502.2583008,44.5022583008,-103.214969745,-99.3921886239,-100.929780546,-102.61607104,-98.7167256414
44647.2167969,44.6472167969,-104.604522271,-99.7175946542,-100.321533841,-102.085566895,-97.52469123
44792.175293,44.792175293,-105.43919419,-100.485522884,-100.240149635,-100.13519556,-98.7213492781
44937.1337891,44.9371337891,-103.802377928,-99.6108669404,-99.725343572,-99.8803928838,-99.4675003232
45082.0922852,45.0820922852,-103.685993429,-99.754349208,-100.278633156,-101.259405009,-99.0236366425
45227.0507812,45.2270507812,-104.644996603,-99.029146291,-99.9346865108,-100.732132829,-97.4864483201
45372.0092773,45.3720092773,-103.919031419,-99.5219066277,-99.9001925064,-102.426411291,-97.7117936556
45516.9677734,45.5169677734,-102.906655044,-99.8704548339,-99.940039482,-101.983847046,-99.5945123928
45661.9262695,45.6619262695,-102.884502289,-99.5104612504,-100.984908106,-101.045723723,-98.8678418225
45806.8847656,45.8068847656,-104.238620508,-99.5712991386,-100.99182625,-100.427346839,-99.3385704065
45951.8432617,45.9518432617,-104.718439233,-99.3780314752,-102.161421129,-99.6567621128,-98.5608064723
46096.8017578,46.0968017578,-105.254474593,-98.8069460854,-99.665014329,-101.049916194,-98.5216226949
46241.7602539,46.2417602539,-105.943507227,-98.3942843071,-98.9274310638,-101.355015499,-98.5952226294
46386.71875,46.38671875,-104.350302364,-99.3129911258,-96.5019518041,-102.951346672,-98.7373395702
46531.6772461,46.5316772461,-104.169525968,-98.687316821,-98.3037025498,-100.954026251,-99.5176703248
46676.6357422,46.6766357422,-104.940774765,-97.5446444017,-99.8991084603,-99.4956198667,-99.1605369871
46821.5942383,46.8215942383,-104.042911996,-98.0714778583,-99.0444597633,-99.6034553526,-98.4333656629
46966.5527344,46.9665527344,-102.35136916,-99.6676622462,-100.49397573,-100.679700527,-98.6263756502
47111.5112305,47.1115112305,-102.746488473,-100.012078603,-101.072077814,-99.8331622831,-98.320555469
47256.4697266,47.2564697266,-103.69717281,-99.2542019905,-100.311818518,-101.7593626,-99.2038263999
47401.4282227,47.4014282227,-103.073519828,-99.213649943,-100.3739265,-99.9224733768,-98.8134846249
47546.3867188,47.5463867188,-103.223986339,-98.4535569306,-101.202086552,-100.314679441,-97.8518665431
47691.3452148,47.6913452148,-103.280255188,-98.9225861313,-99.3979603933,-100.186160819,-98.0027218499
47836.3037109,47.8363037109,-102.683933749,-99.082891376,-98.054686489,-100.172845898,-97.6708519606
47981.262207,47.981262207,-103.757488729,-100.002088656,-99.4310010617,-101.355395008,-97.676304099
48126.2207031,48.1262207031,-103.906322763,-98.9360692084,-100.625759581,-101.392146458,-99.3288087741
48271.1791992,48.2711791992,-104.623734941,-97.9811450933,-100.856475427,-101.03723034,-97.8267644668
48416.1376953,48.4161376953,-103.977948247,-99.3136387758,-99.6847115234,-100.856533952,-97.1613507033
48561.0961914,48.5610961914,-103.663763761,-99.122602782,-99.4566331411,-100.97814096,-99.0370304061
48706.0546875,48.7060546875,-102.738542383,-99.2983835508,-100.301359146,-100.952456492,-99.657857641
48851.0131836,48.8510131836,-101.551463627,-100.032522692,-100.160707615,-100.465514589,-98.709057274
48995.9716797,48.9959716797,-101.27974304,-99.5487103275,-101.683297768,-99.9275982276,-97.4868903864
49140.9301758,49.1409301758,-102.435896001,-98.7464537252,-100.821647772,-100.439853006,-97.456807106
49285.8886719,49.2858886719,-103.540427614,-97.5644791435,-100.035275769,-100.670709338,-97.0936575405
49430.847168,49.430847168,-103.902492634,-97.4335442466,-100.343788918,-100.117052289,-98.1475886501
49575.8056641,49.5758056641,-104.959135638,-98.6232966671,-98.8860845745,-100.902339509,-99.4474031563
49720.7641602,49.7207641602,-104.654817473,-99.2303716026,-99.5356961659,-101.983932208,-98.9696667848
49865.7226562,49.8657226562,-103.656599595,-99.8128479131,-99.5124622742,-99.9052303811,-98.2606304228
50010.6811523,50.0106811523,-103.787157857,-99.8906480639,-98.7583150267,-99.3147556231,-97.8095190586
50155.6396484,50.1556396484,-102.946967208,-98.5703515661,-99.8602157169,-99.3798887733,-96.8264342971
50300.5981445,50.3005981445,-102.453365228,-97.4914858022,-99.2363328205,-98.9509781289,-96.2823949274
50445.5566406,50.4455566406,-102.581352491,-97.6814609713,-99.4295828793,-99.7738294329,-97.1179064357
50590.5151367,50.5905151367,-103.742631882,-97.9192782177,-99.3112566085,-99.6133384596,-97.3713795705
50735.4736328,50.7354736328,-103.049737535,-98.2590708641,-99.3360398301,-97.9199968401,-97.6289355516
50880.4321289,50.8804321289,-101.95670583,-98.319400966,-99.3406102691,-99.0863345368,-99.0441549893
51025.390625,51.025390625,-102.274285209,-97.9788183906,-100.121809739,-99.5889708922,-97.4895319086
51170.3491211,51.1703491211,-102.99355393,-98.732904314,-99.5765490585,-99.3744565174,-97.2174482867
51315.3076172,51.3153076172,-102.821338213,-100.144790018,-98.4802549124,-99.7706116902,-98.4824231277
51460.2661133,51.4602661133,-104.010438312,-99.0827577972,-98.3856788586,-100.084672349,-99.1438772923
51605.2246094,51.6052246094,-103.475150646,-98.925990608,-99.022172039,-100.850838155,-98.5031355231
51750.1831055,51.7501831055,-102.643978753,-98.442063534,-98.782960541,-99.2657409154,-97.3112508268
51895.1416016,51.8951416016,-101.53156552,-97.9300821617,-99.7825156666,-99.4361866591,-96.8773156909
52040.1000977,52.0401000977,-101.507031573,-97.0357952084,-100.438715181,-101.483500878,-97.2165794735
52185.0585938,52.1850585938,-101.805855875,-97.7574805268,-99.5956318144,-100.594936194,-96.7104605239
52330.0170898,52.3300170898,-102.826255631,-97.4430425135,-99.8675538798,-100.380989166,-97.0603847349
52474.9755859,52.4749755859,-103.918566095,-96.3769709154,-98.1115400722,-100.328301861,-96.908128547
52619.934082,52.619934082,-104.190259127,-97.2842917475,-97.9747473965,-99.5091993589,-97.6156202764
52764.8925781,52.7648925781,-104.156417325,-97.5485453536,-99.7258149288,-99.6083713382,-96.4283286463
52909.8510742,52.9098510742,-103.951577393,-98.4983650743,-99.4791701837,-100.580589134,-96.9007617469
53054.8095703,53.0548095703,-103.06618644,-97.1914641387,-99.1292777522,-101.510546048,-97.5660347132
53199.7680664,53.1997680664,-101.362766562,-96.8127587234,-100.681941209,-99.8899565094,-98.1379098373
53344.7265625,53.3447265625,-100.882478918,-97.9136244309,-100.503132737,-99.9623370672,-97.037393115
53489.6850586,53.4896850586,-101.124170122,-98.1996175232,-99.2837438345,-100.471797629,-95.7539767407
53634.6435547,53.6346435547,-101.633303322,-97.3672785429,-99.2272593935,-99.563151226,-96.6862157473
53779.6020508,53.7796020508,-102.781874463,-98.705529166,-100.464470812,-98.6759771928,-97.33971812
53924.5605469,53.9245605469,-102.001685218,-99.0408884304,-100.047814449,-99.2421244075,-96.8429853366
54069.519043,54.069519043,-101.815124244,-97.7985057785,-98.9570108013,-100.437509238,-96.5424130123
54214.4775391,54.2144775391,-102.233591934,-97.3677108028,-97.8539988678,-100.431958227,-97.5956010901
54359.4360352,54.3594360352,-102.060218545,-96.5810415999,-98.5041726299,-99.9764845951,-96.8158673852
54504.3945312,54.5043945312,-101.963280667,-97.5645640437,-100.20477105,-99.08606078,-98.027289866
54649.3530273,54.6493530273,-103.731800021,-97.399465436,-99.240668023,-98.5386237864,-98.3863979974
54794.3115234,54.7943115234,-101.644651705,-97.2618549844,-99.097579113,-99.0152092119,-96.6814144166
54939.2700195,54.9392700195,-101.473370035,-97.8766508973,-98.3903978355,-98.9720743723,-95.519293853
55084.2285156,55.0842285156,-101.927309029,-98.1306802312,-97.4136411702,-98.8996075473,-95.8936069884
55229.1870117,55.2291870117,-101.935538423,-97.9503392663,-98.1421266529,-99.6970061387,-97.08585953
55374.1455078,55.3741455078,-102.737108668,-97.0836559434,-99.4810358312,-99.2639955888,-98.4205153242
55519.1040039,55.5191040039,-102.357067401,-96.3341967278,-99.0016383957,-98.8913684547,-97.6006794678
55664.0625,55.6640625,-103.190255894,-97.6187775215,-98.8060264066,-98.6110284099,-96.8639628456
55809.0209961,55.8090209961,-103.443633722,-98.1977371173,-98.9655547286,-99.1346751754,-97.0735920196
55953.9794922,55.9539794922,-104.012849373,-97.4840922439,-98.7961931361,-100.215552551,-98.1826168187
56098.9379883,56.0989379883,-102.567712183,-97.5821354392,-98.7292391458,-98.3766772449,-97.5602906333
56243.8964844,56.2438964844,-100.794364898,-96.7201251522,-99.952871059,-98.6095717055,-96.6737910786
56388.8549805,56.3888549805,-101.551046722,-96.6864182479,-99.6287668985,-98.7170340528,-96.6153400802
56533.8134766,56.5338134766,-102.182135107,-96.7002465346,-98.933393349,-97.3376187974,-97.5821787233
56678.7719727,56.6787719727,-102.090896037,-95.8956947145,-97.9299315425,-96.9353984628,-97.4881674885
56823.7304688,56.8237304688,-101.18109158,-96.1240073163,-97.4549859489,-98.0095244421,-95.8905552563
56968.6889648,56.9686889648,-100.866610895,-97.2149628763,-98.908504797,-98.6460808947,-95.7163320468
57113.6474609,57.1136474609,-100.881162805,-98.2085443158,-98.9851602347,-97.7563887124,-96.5240230838
57258.605957,57.258605957,-102.048541369,-98.54194208,-97.8502133442,-97.9595986659,-97.2303956292
57403.5644531,57.4035644531,-102.234484281,-98.8779067785,-98.3872930498,-99.0264888248,-97.2076952087
57548.5229492,57.5485229492,-102.016565335,-97.9629770947,-99.0592249552,-99.0853288342,-96.4159640974
57693.4814453,57.6934814453,-102.524165399,-98.3701172091,-98.8413155714,-99.7592399671,-96.4014962538
57838.4399414,57.8384399414,-102.132917604,-97.9851650008,-98.8374024826,-99.3353534262,-96.3207075228
57983.3984375,57.9833984375,-101.134497068,-98.0684894498,-98.4671958822,-99.1827490782,-96.9647245618
58128.3569336,58.1283569336,-100.77909488,-97.6558020481,-97.9749239991,-99.8106905699,-97.0691400929
58273.3154297,58.2733154297,-100.685075584,-96.885907071,-98.1874369164,-99.4914231846,-96.0003192562
58418.2739258,58.4182739258,-101.124949357,-96.7730140536,-98.6566830192,-98.4553605596,-96.0439713446
58563.2324219,58.5632324219,-101.404160219,-97.0984122316,-97.9194924742,-97.7723204759,-96.6601945766
58708.190918,58.708190918,-102.084874869,-95.5471639194,-98.145675576,-99.8513401622,-97.2929106944
58853.1494141,58.8531494141,-101.848826213,-96.5813071618,-98.8509583953,-98.895439128,-97.3933697653
58998.1079102,58.9981079102,-101.673224622,-96.9539882976,-98.5231055724,-99.3709813676,-96.4464977952
59143.0664062,59.1430664062,-100.03298214,-97.7702369106,-98.5389223853,-99.9241992585,-95.2423108485
59288.0249023,59.2880249023,-100.356669132,-96.8115641206,-97.4919578819,-98.6701443522,-95.014259584
59432.9833984,59.4329833984,-101.2882992,-95.4309231485,-97.809841277,-98.1861748176,-95.9211590098
59577.9418945,59.5779418945,-102.166110962,-96.3730041109,-98.5906194685,-98.1877163244,-98.0087193945
59722.9003906,59.7229003906,-100.873857354,-96.2904475716,-98.3167906181,-96.9858877803,-97.8126204871
59867.8588867,59.8678588867,-101.608112577,-95.7828669265,-97.5554893074,-98.1703682971,-97.1354877957
60012.8173828,60.0128173828,-102.124974989,-96.9583848307,-97.5369639877,-99.9551889829,-96.5221230231
60157.7758789,60.1577758789,-102.43472445,-97.462217851,-98.1527959248,-98.8420531167,-97.3439109043
60302.734375,60.302734375,-101.477187151,-96.6408600235,-98.1033857602,-98.8113144104,-96.6522003556
60447.6928711,60.4476928711,-100.838218194,-96.435802093,-99.0854068434,-98.7915414719,-95.4372961987
60592.6513672,60.5926513672,-101.098640608,-97.4241143096,-97.6680521425,-99.8681119569,-95.4592472429
60737.6098633,60.7376098633,-101.199333628,-97.3540385265,-98.0779954125,-99.4254971058,-96.3431650534
60882.5683594,60.8825683594,-101.058214306,-95.3988506121,-98.1992747367,-99.9187828358,-96.3908603638
61027.5268555,61.0275268555,-101.955180058,-95.1057388945,-97.1957072159,-100.898481148,-96.3528765251
61172.4853516,61.1724853516,-102.196684476,-95.9031788193,-98.4756084768,-98.7919759211,-96.4381333314
61317.4438477,61.3174438477,-102.002123496,-96.6479692083,-98.8596840169,-98.8814723837,-95.931400687
61462.4023438,61.4624023438,-100.69335302,-97.1812874007,-98.8483694646,-98.6268082551,-96.3042272828
61607.3608398,61.6073608398,-100.1337431,-96.9807745361,-98.4370108504,-98.1587157451,-97.3952303268
61752.3193359,61.7523193359,-100.833979064,-96.5367983096,-97.4985826578,-98.4342376381,-98.0399565587
61897.277832,61.897277832,-101.433165869,-97.6151769846,-97.3744430642,-98.3853898794,-96.2994627284
62042.2363281,62.0422363281,-100.705000486,-97.7299185045,-96.6846271594,-97.2700220755,-95.7486578348
62187.1948242,62.1871948242,-99.826981305,-98.7654524133,-98.1592102269,-97.0542538772,-95.6184858112
62332.1533203,62.3321533203,-101.869491487,-97.8326816929,-99.0420864259,-97.8268297798,-95.4982081101
62477.1118164,62.4771118164,-102.560792427,-97.3507375022,-98.6859087409,-98.4416253893,-95.8763605915
62622.0703125,62.6220703125,-102.96736281,-96.3093533931,-97.5591005102,-98.0716325214,-96.4051669179
62767.0288086,62.7670288086,-101.341311143,-97.0091115161,-97.5487124703,-98.5415680731,-95.959870195
62911.9873047,62.9119873047,-100.433702611,-97.6148107014,-98.1259667431,-97.2118149825,-96.4527641098
63056.9458008,63.0569458008,-101.044782199,-96.6403643307,-97.6599275489,-97.7510541374,-96.3593923185
63201.9042969,63.2019042969,-100.398741233,-95.5696997568,-99.0369841427,-98.3438107897,-95.5449931141
63346.862793,63.346862793,-100.877956301,-97.4073814683,-99.0082863225,-98.4325418533,-95.8155672841
63491.8212891,63.4918212891,-102.211916834,-97.3748541261,-98.2465839422,-98.3368306519,-95.2172941921
63636.7797852,63.6367797852,-101.748987679,-96.9583559899,-95.8179777313,-98.6278356181,-96.3263314275
63781.7382812,63.7817382812,-101.002927015,-95.8804707991,-97.2450170922,-97.6783686433,-96.4732578492
63926.6967773,63.9266967773,-100.791081991,-96.4810033769,-96.6458854078,-97.2559547289,-94.7006484754
64071.6552734,64.0716552734,-101.201979384,-96.4404554452,-96.5807122337,-97.9234587656,-96.386888216
64216.6137695,64.2166137695,-101.263530032,-95.2418301542,-97.80263104,-97.6424475292,-96.1887533032
64361.5722656,64.3615722656,-101.46683835,-95.3762841641,-99.1977259074,-97.4022370662,-94.9393966982
64506.5307617,64.5065307617,-101.300168233,-97.0399288067,-98.4127342269,-97.299610269,-94.5277696882
64651.4892578,64.6514892578,-100.523271269,-96.0837743623,-97.5855607117,-97.612835662,-95.2756996265
64796.4477539,64.7964477539,-100.887364441,-95.3758338075,-97.2620029523,-97.7953578085,-96.0557302482
64941.40625,64.94140625,-101.154557694,-96.5925299002,-99.0712187344,-97.7539428855,-94.9225535208
65086.3647461,65.0863647461,-101.325223533,-97.0532264252,-97.5035342375,-98.0006184191,-95.8220584675
65231.3232422,65.2313232422,-100.90061161,-96.9354305346,-97.0608469218,-97.2362160697,-95.8639971067
65376.2817383,65.3762817383,-100.465921524,-95.5601996817,-96.8781368413,-98.4152511154,-95.6558095025
65521.2402344,65.5212402344,-100.267116133,-97.2507146989,-97.4225214532,-98.5299631483,-95.7009542182
65666.1987305,65.6661987305,-100.234330927,-97.2084544089,-96.538836776,-98.2290362769,-95.7338880637
65811.1572266,65.8111572266,-100.115911061,-96.9981118658,-96.6357826203,-98.6304532962,-95.0776693463
65956.1157227,65.9561157227,-100.359647097,-95.6734173239,-97.5986412854,-97.8675436245,-96.3589139745
66101.0742188,66.1010742188,-100.34058248,-95.7289083802,-97.2608920854,-97.7734182048,-96.1434013366
66246.0327148,66.2460327148,-101.374230036,-96.4958726365,-96.1401965063,-98.4855831701,-94.9419193184
66390.9912109,66.3909912109,-100.738029107,-95.7966338875,-97.639133121,-98.234788917,-96.1200289022
66535.949707,66.535949707,-101.124581155,-95.0264998088,-97.0886659763,-98.7842621029,-96.7889076662
66680.9082031,66.6809082031,-101.338305128,-95.920758991,-96.7467711688,-99.2762891159,-95.9073184592
66825.8666992,66.8258666992,-102.009974766,-96.5492110766,-97.3525700543,-97.9771898171,-95.0977785135
66970.8251953,66.9708251953,-100.153523498,-95.8733795575,-98.1692119019,-97.3901586764,-95.8441966812
67115.7836914,67.1157836914,-100.849021491,-96.1676838769,-97.5838991774,-99.5247125532,-95.1984747582
67260.7421875,67.2607421875,-101.118757331,-96.0880661382,-96.6771621211,-97.8521016064,-95.0016447638
67405.7006836,67.4057006836,-100.253070054,-96.3384658795,-97.1442606695,-98.4058341697,-95.5170630741
67550.6591797,67.5506591797,-100.978388424,-96.1217208217,-96.9604809111,-97.7798491539,-96.4295523672
67695.6176758,67.6956176758,-100.573556204,-96.2692880461,-97.0936842795,-96.7248221187,-96.3126141748
67840.5761719,67.8405761719,-101.078311725,-95.9304824936,-97.4071037122,-96.3716506592,-95.478339751
67985.534668,67.985534668,-102.278536743,-95.7184357367,-97.1131537835,-97.2758674265,-94.6777753426
68130.4931641,68.1304931641,-101.57381057,-96.2473466399,-97.1078204116,-98.636028671,-94.192612587
68275.4516602,68.2754516602,-100.880199373,-96.5497899678,-98.046180814,-98.0756873943,-94.6009744038
68420.4101562,68.4204101562,-99.5052237767,-96.306685615,-97.9230301762,-97.1048550044,-95.5286682878
68565.3686523,68.5653686523,-100.006501937,-95.0390241869,-97.3667489341,-96.7154948397,-95.6640390934
68710.3271484,68.7103271484,-99.7739835028,-94.2754356425,-96.8312308742,-97.3139125347,-95.5578278484
68855.2856445,68.8552856445,-99.5805526727,-96.0020079754,-98.619226407,-97.3090470826,-96.1679106979
69000.2441406,69.0002441406,-101.357323449,-96.8502192998,-99.2236657832,-96.7368863822,-94.9181793432
69145.2026367,69.1452026367,-100.357944519,-96.1534720467,-97.2244769632,-98.16663471,-94.8658604261
69290.1611328,69.2901611328,-100.220854642,-94.4688950723,-95.8645608161,-97.7496362693,-95.5670692113
69435.1196289,69.4351196289,-100.0896599,-94.1982761029,-96.0592682845,-97.2958230309,-95.4460411427
69580.078125,69.580078125,-99.4010869329,-95.581493257,-97.0569661973,-96.7696443933,-95.2098377063
69725.0366211,69.7250366211,-99.6931088657,-96.295738155,-96.8638898553,-97.1814221674,-94.9125134517
69869.9951172,69.8699951172,-100.038431234,-96.104041588,-96.9060808749,-97.9961281192,-95.0132381659
70014.9536133,70.0149536133,-98.9934350706,-95.0896829248,-96.2618472524,-97.5906838529,-95.1326966299
70159.9121094,70.1599121094,-99.355331913,-95.8926060217,-96.6920187296,-96.2118930775,-95.4464946556
70304.8706055,70.3048706055,-100.282165192,-95.5254327608,-96.7572420311,-97.4643585703,-96.0362636955
70449.8291016,70.4498291016,-100.337113572,-94.9959135744,-96.129783038,-97.7468025627,-95.829269083
70594.7875977,70.5947875977,-100.982711887,-96.0966722299,-95.9145428527,-97.6966372866,-95.5990672359
70739.7460938,70.7397460938,-101.977545464,-94.4235653083,-96.4034587301,-98.4359081854,-95.497130293
70884.7045898,70.8847045898,-100.209368587,-95.6169387786,-97.5135568254,-97.4426192253,-95.8869754671
71029.6630859,71.0296630859,-99.5172673947,-95.0673903856,-97.3809734076,-96.8601294883,-95.8692837341
71174.621582,71.174621582,-99.6688211152,-94.7468398081,-95.7474682039,-97.0437656824,-94.5484350872
71319.5800781,71.3195800781,-100.795122293,-94.6250382244,-96.0325345612,-96.0541513689,-94.2349053886
71464.5385742,71.4645385742,-101.672819371,-93.5053135869,-96.7693434737,-96.2920158759,-94.5300632878
71609.4970703,71.6094970703,-99.9867068883,-94.2073402716,-98.3366511371,-97.354123138,-94.8450553942
71754.4555664,71.7544555664,-98.4686946754,-94.7906457649,-97.4494403057,-96.8103377582,-94.5615747064
71899.4140625,71.8994140625,-98.3085400502,-93.6635343398,-97.1337313066,-97.4213478195,-94.7489232565
72044.3725586,72.0443725586,-98.3697225112,-93.5219425786,-95.8929207416,-96.169710362,-95.3804661492
72189.3310547,72.1893310547,-99.0082001746,-94.5451740974,-96.4676360236,-96.1745478384,-96.3504142084
72334.2895508,72.3342895508,-100.303013203,-95.5782687133,-97.8421335782,-96.281159777,-95.7723952422
72479.2480469,72.4792480469,-101.832629357,-95.635712406,-96.6050709056,-96.7522606697,-95.0824121769
72624.206543,72.624206543,-100.271348125,-95.1992220051,-96.0933767152,-97.943979806,-95.0691060613
72769.1650391,72.7691650391,-99.1038430282,-93.5308703245,-95.8246294966,-98.5682838276,-95.9031595245
72914.1235352,72.9141235352,-100.485731782,-94.6022816923,-95.8984798166,-95.9818632715,-95.9249643199
73059.0820312,73.0590820312,-99.6443859157,-96.1384436718,-95.4353347679,-95.2547670555,-95.2467679372
73204.0405273,73.2040405273,-100.016949554,-95.8192906282,-95.2662664917,-95.7823530645,-93.6615473916
73348.9990234,73.3489990234,-99.3806867348,-95.1116595307,-95.191282296,-95.3639900509,-93.0174057485
73493.9575195,73.4939575195,-99.6091420212,-95.7486750149,-95.8852586839,-95.8345267268,-93.9554333148
73638.9160156,73.6389160156,-100.72008357,-95.0732951246,-96.682299882,-96.9072203512,-94.4490189062
73783.8745117,73.7838745117,-99.055925377,-95.258877475,-97.210021171,-97.3309171065,-94.9560923864
73928.8330078,73.9288330078,-99.0079402762,-95.5480623412,-97.0379665812,-96.3741665188,-95.5161888798
74073.7915039,74.0737915039,-98.9658143031,-95.1693099031,-95.8258907603,-96.9425759385,-94.107216145
74218.75,74.21875,-99.4228933019,-95.0412582166,-96.6145631147,-97.2789319677,-94.1717868614
74363.7084961,74.3637084961,-100.902229846,-95.0454805865,-96.665446845,-97.6620915531,-94.9980130091
74508.6669922,74.5086669922,-98.6789610948,-94.7773728726,-96.549351386,-98.2295623107,-95.7423671807
74653.6254883,74.6536254883,-98.9772996833,-94.4357135847,-95.4228705783,-98.9990677769,-95.3723639261
74798.5839844,74.7985839844,-100.036349352,-95.331715861,-94.787309697,-96.8751772099,-93.8474682497
74943.5424805,74.9435424805,-100.8891559,-95.2779687615,-95.3981232214,-96.0222779101,-93.3439562922
75088.5009766,75.0885009766,-99.7107664073,-94.6615208304,-96.282412323,-96.0775359323,-94.6224833516
75233.4594727,75.2334594727,-101.480275891,-93.6766575108,-96.986735374,-96.9088406315,-94.8889771361
75378.4179688,75.3784179688,-99.9963447852,-94.5280004089,-96.6497559383,-96.4885096387,-94.8098078071
75523.3764648,75.5233764648,-100.044477534,-95.0280888028,-97.3438219418,-96.5770685892,-94.7448714418
75668.3349609,75.6683349609,-101.231810734,-94.3224677567,-95.7802119023,-97.2443744733,-94.6494748608
75813.293457,75.813293457,-100.001841744,-93.708789446,-95.9073461644,-96.2630403681,-94.4214018584
75958.2519531,75.9582519531,-99.5244118286,-93.4194396825,-96.8600602542,-95.88041485,-94.9726271691
76103.2104492,76.1032104492,-99.6129067688,-93.8270862121,-97.1894516856,-96.19008861,-94.6407214651
76248.1689453,76.2481689453,-98.7212134917,-95.4689653805,-96.9180957347,-96.573631405,-94.9260716718
76393.1274414,76.3931274414,-99.803030945,-94.2034787126,-95.3236645879,-96.270947834,-94.5856458171
76538.0859375,76.5380859375,-99.7388548733,-94.788364367,-94.7419998298,-96.1588078975,-96.4853422057
76683.0444336,76.6830444336,-99.570212988,-95.9440004172,-94.9560799928,-96.2176007029,-95.3173152098
76828.0029297,76.8280029297,-99.1281596414,-94.7116694129,-94.3520657521,-96.3482071158,-95.1513733623
76972.9614258,76.9729614258,-99.7314972282,-96.2731646155,-94.3270914075,-96.3431814531,-95.1293310386
77117.9199219,77.1179199219,-98.3133741123,-95.5155633149,-94.8428565776,-96.3532975006,-94.8460492893
77262.878418,77.262878418,-98.7353282525,-95.3728544106,-94.8753810875,-97.2307559636,-94.3226039913
77407.8369141,77.4078369141,-98.9484015976,-94.3148061329,-94.3929924689,-96.2505981148,-94.1553871005
77552.7954102,77.5527954102,-97.8653148852,-95.9666590396,-94.6303346866,-96.2397316587,-93.4257535834
77697.7539062,77.6977539062,-99.7407291047,-95.2819703858,-95.1659175847,-95.3266864558,-93.1958196256
77842.7124023,77.8427124023,-101.363286087,-94.0544872685,-95.2885810241,-94.2997689392,-92.278049786
77987.6708984,77.9876708984,-100.076138308,-94.6048983838,-96.3649671989,-95.6875191427,-94.2275175411
78132.6293945,78.1326293945,-99.3341266845,-93.8235191927,-96.3655939331,-96.141180642,-94.7641491564
78277.5878906,78.2775878906,-99.9002332153,-93.1536685955,-95.7814095214,-96.3099578873,-94.3564180173
78422.5463867,78.4225463867,-100.656710883,-94.1937747788,-95.5408896582,-97.3170172593,-94.6225376695
78567.5048828,78.5675048828,-100.510552073,-95.6197358327,-95.4376187235,-95.7048097141,-93.9857980715
78712.4633789,78.7124633789,-100.431995212,-96.0353526054,-96.2245455173,-95.0055769002,-94.4363352668
78857.421875,78.857421875,-101.115778238,-96.1163889687,-95.770410282,-95.9028168437,-94.2705661053
79002.3803711,79.0023803711,-101.28346637,-94.4380310737,-95.0949851296,-96.5120466382,-92.5463033026
79147.3388672,79.1473388672,-99.9050443678,-94.8887516941,-95.6741758088,-96.3393637933,-93.406280784
79292.2973633,79.2922973633,-97.8357728254,-94.1884420368,-94.9711691069,-96.8979637889,-93.2675109489
