AbsOffset_Hz,AbsOffset_kHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959
17105.1025391,17.1051025391,-49.6736264524,-44.5749289879,-45.8139030378,-46.8869728486,-43.1279062674
17250.0610352,17.2500610352,-49.190495876,-44.4348755262,-45.991984193,-45.989914151,-44.1366431903
17395.0195312,17.3950195312,-48.0069202409,-45.2008693691,-45.2212063347,-45.949328531,-44.0892211754
17539.9780273,17.5399780273,-47.8166426901,-46.2750293144,-46.100605886,-45.8781184026,-43.3973693892
17684.9365234,17.6849365234,-48.6902331781,-44.8879247443,-45.9601947469,-45.8943810896,-42.1362273826
17829.8950195,17.8298950195,-49.0708192774,-45.7193563733,-45.4891564255,-46.0472421248,-43.119305033
17974.8535156,17.9748535156,-48.6657449483,-46.6635964631,-45.7651995762,-45.997036881,-42.827492904
18119.8120117,18.1198120117,-48.8134493132,-44.5326003225,-45.0730147247,-46.0400487887,-43.1081642277
18264.7705078,18.2647705078,-49.4071425702,-43.988611443,-45.4688489183,-46.1021234427,-43.4688995667
18409.7290039,18.4097290039,-48.8875990606,-44.2347669811,-45.8781427605,-46.6185895333,-43.6726104006
18554.6875,18.5546875,-49.3333676355,-44.5104938941,-45.7130952425,-47.1966711724,-44.0341596467
18699.6459961,18.6996459961,-49.7462420027,-45.1749655778,-46.0917186147,-46.6407246712,-43.7348981483
18844.6044922,18.8446044922,-49.0372473472,-45.0695769657,-46.5572464654,-46.6262533483,-44.4741865438
18989.5629883,18.9895629883,-49.9437949356,-45.2045975724,-46.113491692,-47.4520848289,-43.584554499
19134.5214844,19.1345214844,-49.5413456531,-45.1358021178,-46.2669444306,-46.4908744295,-42.817191077
19279.4799805,19.2794799805,-48.8335427349,-45.4252960669,-46.64201634,-46.444500454,-42.8457763234
19424.4384766,19.4244384766,-49.94745398,-45.366816842,-46.391351401,-46.7076307321,-42.9200071542
19569.3969727,19.5693969727,-50.0565392947,-45.0933421993,-46.1306517331,-46.8019801917,-42.3422687221
19714.3554688,19.7143554688,-49.7626336726,-44.1292450756,-45.9513685006,-45.83268479,-44.2839730668
19859.3139648,19.8593139648,-49.6165961081,-44.5190169703,-45.4351220785,-45.9330299978,-45.2320924459
20004.2724609,20.0042724609,-49.6134312148,-44.4380761617,-44.9093194592,-46.0985802945,-44.2132742627
20149.230957,20.149230957,-49.3907350489,-43.6006299522,-45.6823689258,-46.2948128768,-42.7869197968
20294.1894531,20.2941894531,-50.2270277629,-43.1368862167,-46.3077760743,-45.8396991524,-41.998161981
20439.1479492,20.4391479492,-50.0667712672,-44.0991879245,-45.7358592779,-45.8371834336,-42.940314029
20584.1064453,20.5841064453,-49.9522816646,-45.3530869859,-45.9165517644,-45.5343928034,-44.2285657529
20729.0649414,20.7290649414,-49.7870698854,-44.1784788161,-46.4254160837,-45.5543015097,-43.7488645134
20874.0234375,20.8740234375,-49.4019338123,-43.6695481953,-45.6846331769,-46.4115115763,-44.4033991055
