Frequency_Hz,Frequency_MHz,Offset_Hz,TwoTapFirRejection_dB,20260515_092941_after_fir_dB,20260515_133100_after_fir_dB,20260515_134951_after_fir_dB,20260515_140509_after_fir_dB,20260521_162959_after_fir_dB
75927230.834960938,75.927230834961,-72769.1650391,-50.4343396543,-99.6671169979,-95.8865139814,-95.1751398479,-97.7082220393,-96.0818928754
75927375.793457031,75.927375793457,-72624.206543,-50.4516594277,-101.111534943,-96.2173356494,-95.2423743539,-97.296643562,-95.3952946711
75927520.751953125,75.927520751953,-72479.2480469,-50.4690138063,-100.136632376,-96.8279946095,-96.7947750005,-96.6929779575,-94.986140617
75927665.710449219,75.927665710449,-72334.2895508,-50.4864029286,-100.141757265,-96.4796282687,-97.3374745028,-96.7305192858,-95.3127450195
75927810.668945312,75.927810668945,-72189.3310547,-50.5038269341,-100.267322944,-95.5231134611,-98.059449899,-96.4048363729,-96.0153943976
75927955.627441406,75.927955627441,-72044.3725586,-50.5212859629,-99.8183239998,-93.8820747324,-97.2129905063,-96.6965687179,-94.4384589524
75928100.5859375,75.928100585938,-71899.4140625,-50.5387801561,-100.692118589,-93.7728785412,-96.6177896315,-97.2084811916,-93.5362903053
75928245.544433594,75.928245544434,-71754.4555664,-50.5563096558,-99.3530346051,-95.6611708014,-96.0357182032,-95.7886445766,-93.3693738604
75928390.502929688,75.928390502930,-71609.4970703,-50.5738746046,-99.9953473151,-95.4158488864,-97.2739917455,-96.0384293091,-93.7287765192
75928535.461425781,75.928535461426,-71464.5385742,-50.5914751462,-100.399233179,-94.8715382422,-98.0118019779,-97.8421429898,-94.4347641507
75928680.419921875,75.928680419922,-71319.5800781,-50.6091114252,-99.4825476061,-95.069277842,-97.2136201268,-97.836311258,-95.6203263136
75928825.378417969,75.928825378418,-71174.621582,-50.626783587,-100.487468458,-94.4646187293,-95.7822680718,-96.8803139499,-95.5705988628
75928970.336914062,75.928970336914,-71029.6630859,-50.6444917779,-100.224519424,-94.3893389315,-96.0620394453,-96.1845443391,-95.2740343429
75929115.295410156,75.929115295410,-70884.7045898,-50.6622361451,-99.7017394953,-95.1104024196,-96.8887330363,-96.9595885078,-95.2641172648
75929260.25390625,75.929260253906,-70739.7460938,-50.6800168367,-99.4112821376,-95.1993139846,-97.3260916399,-96.9734847256,-95.9024691539
75929405.212402344,75.929405212402,-70594.7875977,-50.6978340018,-99.5098425244,-95.9098180503,-97.8239003794,-95.4631815942,-95.8070570548
75929550.170898438,75.929550170898,-70449.8291016,-50.7156877903,-99.5247892811,-95.3681352741,-97.713237387,-97.5345686625,-95.8987667273
75929695.129394531,75.929695129395,-70304.8706055,-50.733578353,-100.199624473,-93.7197503241,-97.2472983128,-98.1279611212,-95.6328160869
75929840.087890625,75.929840087891,-70159.9121094,-50.7515058418,-100.323581769,-94.5254367683,-95.2462615572,-97.5985233844,-95.2994067657
75929985.046386719,75.929985046387,-70014.9536133,-50.7694704094,-101.015384827,-94.8448526324,-95.8337948129,-97.5852234255,-95.449073387
75930130.004882812,75.930130004883,-69869.9951172,-50.7874722095,-99.6819834692,-95.8608157864,-97.5563028799,-97.2968376181,-95.2475372337
75930274.963378906,75.930274963379,-69725.0366211,-50.8055113967,-99.8085466954,-96.5139157706,-97.3021093395,-98.1373060021,-94.7795078461
75930419.921875,75.930419921875,-69580.078125,-50.8235881267,-100.019494149,-95.8137668572,-97.1538152462,-98.0721381894,-95.193907275
75930564.880371094,75.930564880371,-69435.1196289,-50.8417025561,-100.135481237,-95.4121073662,-96.795284755,-97.3995169321,-95.1062327095
75930709.838867188,75.930709838867,-69290.1611328,-50.8598548424,-100.292062332,-95.5294457219,-96.7248025616,-98.0046735107,-95.4714886374
75930854.797363281,75.930854797363,-69145.2026367,-50.8780451442,-99.6009911649,-95.6335683654,-96.9129213878,-98.9164828901,-95.1407909054
75930999.755859375,75.930999755859,-69000.2441406,-50.8962736211,-100.033190343,-95.8735974053,-97.8554658386,-97.7881101168,-94.1649943205
75931144.714355469,75.931144714355,-68855.2856445,-50.9145404336,-100.212597686,-96.063637037,-96.2052365947,-98.027612133,-94.0711982404
75931289.672851562,75.931289672852,-68710.3271484,-50.9328457433,-99.4246807558,-95.7174748741,-96.6147391884,-97.074875386,-94.9807496357
75931434.631347656,75.931434631348,-68565.3686523,-50.9511897128,-99.1304375696,-95.9045468099,-97.1928582906,-97.5822454532,-95.8237795778
75931579.58984375,75.931579589844,-68420.4101562,-50.9695725057,-99.8727250367,-95.0212358134,-96.9962636623,-97.9287327284,-95.0493253934
75931724.548339844,75.931724548340,-68275.4516602,-50.9879942868,-101.190246077,-94.8901802526,-96.2344075757,-97.6432093421,-94.7759903094
75931869.506835938,75.931869506836,-68130.4931641,-51.0064552217,-99.531518963,-95.2868555213,-96.645542613,-97.8886786534,-93.9456477662
75932014.465332031,75.932014465332,-67985.534668,-51.0249554774,-99.2499576921,-94.9324187698,-97.5637171203,-97.7192734781,-95.2957520773
75932159.423828125,75.932159423828,-67840.5761719,-51.0434952215,-99.7041850233,-95.1738890175,-97.3066888155,-97.2415330857,-94.5147632252
75932304.382324219,75.932304382324,-67695.6176758,-51.062074623,-99.9997188472,-95.2299140598,-97.3888963996,-96.9893325773,-95.1385262434
75932449.340820312,75.932449340820,-67550.6591797,-51.0806938521,-99.8027600967,-96.9091646643,-97.0878467888,-97.007579173,-95.4862872224
75932594.299316406,75.932594299316,-67405.7006836,-51.0993530797,-101.019209628,-95.8477044396,-97.1749281204,-99.2396746814,-94.8983039576
75932739.2578125,75.932739257812,-67260.7421875,-51.1180524781,-100.782020384,-95.5558405339,-96.883532411,-98.1130051711,-95.3591113669
75932884.216308594,75.932884216309,-67115.7836914,-51.1367922206,-100.315938282,-95.5466193406,-96.3901432747,-97.4016566745,-95.5446041572
75933029.174804688,75.933029174805,-66970.8251953,-51.1555724818,-99.7411772514,-95.184754484,-96.7634296391,-97.9549224125,-96.0356079142
75933174.133300781,75.933174133301,-66825.8666992,-51.1743934371,-100.074302424,-95.8770928751,-97.2576727315,-98.5414955573,-95.9364010337
75933319.091796875,75.933319091797,-66680.9082031,-51.1932552634,-101.46795648,-95.7939918684,-97.3728817331,-99.1878212685,-96.5999196472
75933464.050292969,75.933464050293,-66535.949707,-51.2121581386,-100.319308891,-95.3098644428,-96.6727900799,-98.0622737042,-96.9376642876
75933609.008789062,75.933609008789,-66390.9912109,-51.2311022416,-100.034741302,-96.3514804818,-97.9845202959,-98.5083037615,-95.4367784497
75933753.967285156,75.933753967285,-66246.0327148,-51.2500877527,-101.500521626,-96.0068523371,-97.2352473215,-99.2919677665,-95.9476912167
75933898.92578125,75.933898925781,-66101.0742188,-51.2691148533,-100.821108546,-95.7362817873,-97.4676781382,-97.9593206329,-96.4784182929
75934043.884277344,75.934043884277,-65956.1157227,-51.2881837261,-102.344132499,-95.8316519031,-98.215845268,-97.7760935692,-95.6858173425
75934188.842773438,75.934188842773,-65811.1572266,-51.3072945549,-100.980759046,-95.8500843408,-97.8576894833,-97.5345684588,-94.2503414993
75934333.801269531,75.934333801270,-65666.1987305,-51.3264475246,-99.3815648422,-97.7243555542,-96.6531085891,-98.2334781809,-94.3860438594
75934478.759765625,75.934478759766,-65521.2402344,-51.3456428216,-100.511173662,-96.7363698921,-96.831104814,-97.4921385331,-94.6491699635
75934623.718261719,75.934623718262,-65376.2817383,-51.3648806333,-100.721662197,-95.230389394,-98.0865426322,-96.7235478763,-95.5919461371
75934768.676757812,75.934768676758,-65231.3232422,-51.3841611486,-101.011378671,-96.2957452564,-97.4545695767,-96.9246189243,-97.5383252285
75934913.635253906,75.934913635254,-65086.3647461,-51.4034845573,-100.472651389,-96.7019623897,-96.6218645259,-97.482225162,-97.4159394904
75935058.59375,75.935058593750,-64941.40625,-51.4228510507,-100.522457525,-97.3450762019,-96.6557675563,-99.6270115507,-96.8802854793
75935203.552246094,75.935203552246,-64796.4477539,-51.4422608215,-100.168765556,-96.4684247851,-96.5904472411,-98.7853315779,-95.7264138157
75935348.510742188,75.935348510742,-64651.4892578,-51.4617140635,-100.538838869,-95.4724920802,-97.0796120318,-97.2558935582,-95.0510238503
75935493.469238281,75.935493469238,-64506.5307617,-51.4812109718,-100.856299502,-95.6471762375,-97.8003939106,-98.7812220581,-94.5673386668
75935638.427734375,75.935638427734,-64361.5722656,-51.500751743,-100.752163334,-95.5289502987,-97.4475785614,-99.620212775,-95.1050969682
75935783.386230469,75.935783386230,-64216.6137695,-51.5203365747,-100.992702646,-95.7195085566,-97.5303646856,-98.8792521148,-97.5365178763
75935928.344726562,75.935928344727,-64071.6552734,-51.5399656662,-100.976784073,-96.9328716918,-97.3150523819,-97.2490758322,-96.8796726517
75936073.303222656,75.936073303223,-63926.6967773,-51.5596392179,-100.880327099,-97.7977546927,-98.0853015238,-97.2337877152,-95.2038356557
75936218.26171875,75.936218261719,-63781.7382812,-51.5793574317,-100.594254174,-96.3168552807,-97.2605757538,-98.1443260068,-94.6657217995
75936363.220214844,75.936363220215,-63636.7797852,-51.5991205109,-102.082009643,-96.1485209498,-96.6284465779,-97.817323624,-95.5684905591
75936508.178710938,75.936508178711,-63491.8212891,-51.6189286601,-102.57102001,-96.5191899792,-98.3126795091,-96.8991667181,-96.4941881955
75936653.137207031,75.936653137207,-63346.862793,-51.6387820853,-101.63914038,-97.0409634156,-98.0500285645,-98.3365957805,-96.0716209498
75936798.095703125,75.936798095703,-63201.9042969,-51.6586809939,-102.075940883,-96.803309578,-98.5295575393,-99.6633439036,-94.451739048
75936943.054199219,75.936943054199,-63056.9458008,-51.678625595,-100.858662454,-96.59498543,-98.2206413452,-99.3689466386,-95.5423793557
75937088.012695312,75.937088012695,-62911.9873047,-51.6986160986,-101.277325199,-96.2086709713,-97.0303635678,-97.9464973979,-96.5702405253
75937232.971191406,75.937232971191,-62767.0288086,-51.7186527167,-101.177524606,-96.6106336549,-96.2850480088,-97.8966088595,-96.4566683346
75937377.9296875,75.937377929688,-62622.0703125,-51.7387356626,-100.511806934,-95.5665045273,-97.0428423433,-98.4570397066,-97.4734186197
75937522.888183594,75.937522888184,-62477.1118164,-51.7588651508,-100.703811815,-96.5879595426,-97.9377454996,-97.7174926417,-97.8132700228
75937667.846679688,75.937667846680,-62332.1533203,-51.7790413976,-100.0774244,-97.1519805636,-98.5333866092,-97.9034668005,-96.7692392418
75937812.805175781,75.937812805176,-62187.1948242,-51.7992646209,-101.04693873,-97.0242958419,-98.0121077282,-97.5007340262,-95.4856923439
75937957.763671875,75.937957763672,-62042.2363281,-51.8195350398,-101.292533895,-97.7708489357,-97.6960529575,-97.4557462617,-95.787981383
75938102.722167969,75.938102722168,-61897.277832,-51.8398528751,-101.581772274,-97.4707117884,-97.1020569469,-97.5912440185,-97.0140708496
75938247.680664062,75.938247680664,-61752.3193359,-51.8602183492,-101.480318572,-96.4019100447,-96.9721427803,-97.9861624483,-97.5276744817
75938392.639160156,75.938392639160,-61607.3608398,-51.880631686,-101.131467958,-98.2687036742,-96.7794434807,-98.5978368044,-97.160723537
75938537.59765625,75.938537597656,-61462.4023438,-51.901093111,-101.980126062,-99.5385730568,-97.5061331348,-99.3575349188,-95.7074290157
75938682.556152344,75.938682556152,-61317.4438477,-51.9216028514,-101.168994996,-97.409623001,-96.7353741021,-99.1490590035,-96.233123219
75938827.514648438,75.938827514648,-61172.4853516,-51.9421611357,-100.482940844,-95.0802249278,-97.0823196142,-100.494967681,-96.7749629521
75938972.473144531,75.938972473145,-61027.5268555,-51.9627681944,-100.608286823,-95.6848362679,-97.1936575168,-99.0394512731,-95.9928672414
75939117.431640625,75.939117431641,-60882.5683594,-51.9834242595,-101.295076296,-95.4079985067,-98.1580685586,-98.5036178868,-95.1713481865
75939262.390136719,75.939262390137,-60737.6098633,-52.0041295645,-101.157663833,-95.9059795386,-99.4472071722,-98.3339741775,-95.2894420223
75939407.348632812,75.939407348633,-60592.6513672,-52.0248843448,-102.319489517,-96.7631744076,-98.8286485709,-99.3470087059,-95.3303563992
75939552.307128906,75.939552307129,-60447.6928711,-52.0456888374,-101.641905829,-97.0974821931,-99.3225754231,-100.074049602,-95.4630419081
75939697.265625,75.939697265625,-60302.734375,-52.0665432811,-100.74443595,-97.5917196774,-97.366701348,-98.5212755986,-97.3398452801
75939842.224121094,75.939842224121,-60157.7758789,-52.0874479162,-101.654195846,-98.5728667116,-97.2964466856,-98.7657966378,-98.3229492932
75939987.182617188,75.939987182617,-60012.8173828,-52.1084029849,-102.309054474,-97.4912332457,-97.447613894,-99.6737542523,-96.4514471065
75940132.141113281,75.940132141113,-59867.8588867,-52.1294087312,-102.854352235,-96.9904670443,-98.5931216239,-100.147266164,-97.0078117962
75940277.099609375,75.940277099609,-59722.9003906,-52.1504654008,-102.857097433,-96.4055111871,-98.1705986526,-101.50065307,-98.4163364476
75940422.058105469,75.940422058105,-59577.9418945,-52.1715732412,-102.82996201,-95.7974930452,-97.8051718402,-100.435516449,-97.733057433
75940567.016601562,75.940567016602,-59432.9833984,-52.1927325016,-101.428879945,-96.9371995004,-98.1587575957,-99.1690083428,-96.6209136722
75940711.975097656,75.940711975098,-59288.0249023,-52.2139434333,-102.658595379,-97.7918407596,-97.3002221387,-99.4205741339,-96.3006047619
75940856.93359375,75.940856933594,-59143.0664062,-52.2352062892,-101.810938829,-97.9323141341,-97.2860618697,-99.0181147246,-96.0062224441
75941001.892089844,75.941001892090,-58998.1079102,-52.2565213241,-100.750724663,-98.143648633,-98.039901793,-98.885225395,-96.9313890585
75941146.850585938,75.941146850586,-58853.1494141,-52.2778887948,-101.206180485,-98.0269850407,-97.5945809814,-98.6883449148,-97.950642151
75941291.809082031,75.941291809082,-58708.190918,-52.2993089599,-101.959762544,-96.9381228206,-98.6085405355,-99.4239110057,-96.0346844483
75941436.767578125,75.941436767578,-58563.2324219,-52.3207820799,-101.819680182,-98.9896771482,-98.6435081741,-99.2951417567,-96.0860067617
75941581.726074219,75.941581726074,-58418.2739258,-52.3423084174,-101.806054723,-98.1578850905,-99.5805014672,-98.1929040969,-96.1732156932
75941726.684570312,75.941726684570,-58273.3154297,-52.3638882367,-102.240536962,-96.9987075352,-98.6678241661,-98.1210799285,-96.677035859
75941871.643066406,75.941871643066,-58128.3569336,-52.3855218042,-102.473754111,-96.8112306032,-98.3844021517,-98.5094271455,-98.0063181023
75942016.6015625,75.942016601562,-57983.3984375,-52.4072093884,-101.980269668,-97.7451026825,-98.582420054,-99.4737146381,-97.0647293796
75942161.560058594,75.942161560059,-57838.4399414,-52.4289512597,-103.108881783,-97.3339837702,-98.3647521566,-100.753956932,-96.9510779284
75942306.518554688,75.942306518555,-57693.4814453,-52.4507476905,-102.295076215,-97.017765487,-99.0129211344,-99.9225367145,-96.1042704348
75942451.477050781,75.942451477051,-57548.5229492,-52.4725989554,-101.612897208,-97.878731429,-99.4840070536,-98.4476292053,-95.1054902691
75942596.435546875,75.942596435547,-57403.5644531,-52.494505331,-101.236962446,-98.902230029,-98.5619622093,-98.9263133438,-95.9241959681
75942741.394042969,75.942741394043,-57258.605957,-52.5164670958,-101.314645331,-98.6821248777,-98.7024585373,-98.9672853975,-97.0068653499
75942886.352539062,75.942886352539,-57113.6474609,-52.5384845308,-102.894889016,-98.4499751031,-97.9247814742,-99.6792602619,-97.0331833902
75943031.311035156,75.943031311035,-56968.6889648,-52.5605579189,-101.615337613,-97.2702456302,-98.4963964017,-98.236307215,-95.3843398911
75943176.26953125,75.943176269531,-56823.7304688,-52.5826875452,-103.642515642,-97.3913407962,-98.8053890373,-97.7946230654,-96.3317992631
75943321.228027344,75.943321228027,-56678.7719727,-52.604873697,-103.1325179,-96.8632007368,-98.2288216965,-96.8537015682,-97.3023011249
75943466.186523438,75.943466186523,-56533.8134766,-52.6271166638,-102.218549639,-96.4184373703,-99.0433691211,-98.8437579657,-96.9930425345
75943611.145019531,75.943611145020,-56388.8549805,-52.6494167373,-101.997242199,-96.725320241,-98.6523334906,-99.9290616069,-96.3184760802
75943756.103515625,75.943756103516,-56243.8964844,-52.6717742116,-100.989045169,-96.8938033457,-99.7247970359,-100.467776128,-97.1421078299
75943901.062011719,75.943901062012,-56098.9379883,-52.6941893828,-101.948639989,-97.4232628712,-100.778429537,-99.2607602672,-97.4754762597
75944046.020507812,75.944046020508,-55953.9794922,-52.7166625496,-101.33463325,-96.650639889,-99.9540054753,-99.1164521955,-97.8228596492
75944190.979003906,75.944190979004,-55809.0209961,-52.7391940128,-102.828477124,-96.8925362401,-98.4249587766,-100.835227424,-96.2509165766
75944335.9375,75.944335937500,-55664.0625,-52.7617840756,-103.107420544,-96.5546164983,-99.3947803807,-99.3481842978,-95.6794802441
75944480.895996094,75.944480895996,-55519.1040039,-52.7844330437,-102.687865601,-96.2378359085,-98.3602530967,-98.7969148352,-96.3652021241
75944625.854492188,75.944625854492,-55374.1455078,-52.8071412251,-102.095393902,-97.1060355163,-97.5758586028,-99.7098244076,-96.2930662114
75944770.812988281,75.944770812988,-55229.1870117,-52.8299089302,-102.560217657,-97.511528191,-97.7773120361,-100.590338676,-96.4985289177
75944915.771484375,75.944915771484,-55084.2285156,-52.8527364718,-102.136904777,-97.307809498,-98.3495742141,-100.850358985,-96.5304699692
75945060.729980469,75.945060729980,-54939.2700195,-52.8756241653,-102.218437714,-96.6828260239,-98.6064970544,-100.032980164,-96.7281265437
75945205.688476562,75.945205688477,-54794.3115234,-52.8985723286,-102.764228699,-97.0066688163,-99.4514038641,-100.662881956,-97.3996279614
75945350.646972656,75.945350646973,-54649.3530273,-52.921581282,-103.010027682,-96.8851292829,-100.274426839,-99.4524508708,-98.0355801805
75945495.60546875,75.945495605469,-54504.3945312,-52.9446513484,-101.144450525,-96.6736328421,-99.5637558876,-99.1477802663,-98.2821541344
75945640.563964844,75.945640563965,-54359.4360352,-52.9677828533,-100.79983054,-96.4213061817,-98.2618611613,-98.4478897771,-98.1911889426
75945785.522460938,75.945785522461,-54214.4775391,-52.990976125,-101.313813016,-97.4982460117,-98.3162859518,-99.374416287,-97.7260653921
75945930.480957031,75.945930480957,-54069.519043,-53.014231494,-101.504585996,-98.1471571267,-98.6726407497,-99.8059168139,-97.9960440453
75946075.439453125,75.946075439453,-53924.5605469,-53.0375492938,-102.736810763,-99.4924725525,-98.9415418929,-100.359597708,-97.69691635
75946220.397949219,75.946220397949,-53779.6020508,-53.0609298605,-103.0350481,-99.0312430813,-99.9230225171,-100.441231164,-97.4904362457
75946365.356445312,75.946365356445,-53634.6435547,-53.0843735329,-101.874143024,-97.4800796785,-99.3158854081,-99.93368477,-96.8955979378
75946510.314941406,75.946510314941,-53489.6850586,-53.1078806527,-102.712855849,-99.0259768723,-99.0411946489,-100.260631784,-95.5990231089
75946655.2734375,75.946655273438,-53344.7265625,-53.1314515641,-103.891109059,-98.6607294376,-99.6480905202,-99.7908495598,-96.5561301704
75946800.231933594,75.946800231934,-53199.7680664,-53.1550866143,-102.910359021,-97.3513513871,-99.7943247185,-98.4609811275,-97.4241735287
