Frequency_Hz,Frequency_MHz,Offset_Hz,TwoTapFirRejection_dB,20260515_092941_after_fir_dB,20260515_133100_after_fir_dB,20260515_134951_after_fir_dB,20260515_140509_after_fir_dB,20260521_162959_after_fir_dB
75947090.148925781,75.947090148926,-52909.8510742,-53.2025505341,-102.58788918,-98.0948294624,-98.8009195318,-101.153653025,-97.3871796152
75947235.107421875,75.947235107422,-52764.8925781,-53.2263801124,-101.728889253,-98.0787560478,-100.171993873,-100.958356713,-96.7404272605
75947380.065917969,75.947380065918,-52619.934082,-53.2502752469,-101.346050451,-97.9551580198,-100.345384648,-100.640863624,-97.289610643
75947525.024414062,75.947525024414,-52474.9755859,-53.2742362992,-102.666359147,-98.4774926288,-99.0073680689,-100.344005472,-96.8339699918
75947669.982910156,75.947669982910,-52330.0170898,-53.2982636342,-104.839918389,-98.4064409715,-98.7568005612,-100.396933513,-97.2844509443
75947814.94140625,75.947814941406,-52185.0585938,-53.3223576195,-103.023085411,-98.2339165078,-99.1356633636,-99.2521360019,-98.1933440782
75947959.899902344,75.947959899902,-52040.1000977,-53.3465186259,-103.309380217,-98.4623669446,-99.5818025738,-100.650066198,-97.259948092
75948104.858398438,75.948104858398,-51895.1416016,-53.3707470273,-103.654490443,-98.1026506003,-99.1730804718,-100.58127082,-95.9646462966
75948249.816894531,75.948249816895,-51750.1831055,-53.3950432008,-101.632122647,-97.699865983,-97.8998199265,-99.3716070418,-97.2477248513
75948394.775390625,75.948394775391,-51605.2246094,-53.4194075265,-103.167991165,-99.0507549024,-98.9708561424,-99.7851434196,-97.8153612493
75948539.733886719,75.948539733887,-51460.2661133,-53.4438403879,-103.730673104,-99.5487196895,-99.5797904989,-100.131967381,-97.3974119771
75948684.692382812,75.948684692383,-51315.3076172,-53.4683421716,-104.201977868,-98.4961665815,-99.5053319569,-99.8623698542,-96.9052075927
75948829.650878906,75.948829650879,-51170.3491211,-53.4929132677,-103.884827515,-98.0797430669,-100.507219018,-99.137256641,-97.9963058026
75948974.609375,75.948974609375,-51025.390625,-53.5175540692,-103.37261335,-99.1878353877,-99.1941946604,-100.099937115,-98.3670323777
75949119.567871094,75.949119567871,-50880.4321289,-53.5422649729,-103.11354462,-98.37982232,-97.9729686097,-99.6662840919,-99.0906148176
75949264.526367188,75.949264526367,-50735.4736328,-53.5670463788,-102.84624254,-98.5138797017,-98.6718764828,-99.4374340602,-99.1311883567
75949409.484863281,75.949409484863,-50590.5151367,-53.5918986903,-103.303375042,-97.4994893773,-100.226998235,-100.52594656,-97.6507986577
75949554.443359375,75.949554443359,-50445.5566406,-53.6168223143,-101.788195815,-97.6604495508,-99.6068442452,-100.331740109,-97.5570807372
75949699.401855469,75.949699401855,-50300.5981445,-53.6418176613,-101.640954645,-98.3006843516,-100.216263563,-100.459513006,-97.2947196082
75949844.360351562,75.949844360352,-50155.6396484,-53.6668851452,-102.839653079,-98.0472926878,-100.376547405,-101.27048981,-97.5618078122
75949989.318847656,75.949989318848,-50010.6811523,-53.6920251837,-102.365505191,-98.7473113771,-99.6101427751,-100.398120904,-98.1298841754
75950134.27734375,75.950134277344,-49865.7226562,-53.7172381979,-102.985764475,-99.965530221,-98.9756265733,-99.9933593395,-98.2282889027
75950279.235839844,75.950279235840,-49720.7641602,-53.7425246128,-102.148431176,-99.5458091483,-98.6010725103,-99.5797718525,-98.9112369854
75950424.194335938,75.950424194336,-49575.8056641,-53.7678848569,-103.047640414,-98.898479228,-98.9139901417,-99.5726152938,-99.7934633674
75950569.152832031,75.950569152832,-49430.847168,-53.7933193627,-102.571018025,-99.3680003972,-99.7950248081,-100.858264996,-98.540915358
75950714.111328125,75.950714111328,-49285.8886719,-53.8188285663,-102.822990212,-98.60142807,-98.772963449,-100.88802561,-97.692269237
75950859.069824219,75.950859069824,-49140.9301758,-53.8444129078,-103.51799296,-98.6529725312,-98.6784748094,-99.8335506117,-97.7339048322
75951004.028320312,75.951004028320,-48995.9716797,-53.8700728311,-103.537847378,-98.2379079127,-98.9943281197,-99.8360306883,-97.7782623358
75951148.986816406,75.951148986816,-48851.0131836,-53.8958087841,-102.992732958,-99.8827229042,-98.6350505925,-100.046355562,-99.4880572335
75951293.9453125,75.951293945312,-48706.0546875,-53.9216212188,-103.843047572,-99.8331888372,-100.496886669,-101.008842987,-99.9593077849
75951438.903808594,75.951438903809,-48561.0961914,-53.947510591,-103.526793392,-99.4679365985,-100.949270171,-100.37282599,-98.0326020693
75951583.862304688,75.951583862305,-48416.1376953,-53.9734773607,-104.140321985,-99.3620502898,-100.155065236,-100.908840296,-97.1170576334
75951728.820800781,75.951728820801,-48271.1791992,-53.9995219921,-104.85383124,-98.5421201815,-100.684857758,-101.295316089,-98.2560798584
75951873.779296875,75.951873779297,-48126.2207031,-54.0256449536,-103.656189188,-98.5338808284,-99.6930406828,-100.452891063,-99.3595775193
75952018.737792969,75.952018737793,-47981.262207,-54.0518467177,-103.853736882,-98.7266206137,-100.631948774,-100.224872929,-97.0631639255
75952163.696289062,75.952163696289,-47836.3037109,-54.0781277613,-104.170271753,-98.1911803786,-100.436764216,-100.824120057,-97.4813334486
75952308.654785156,75.952308654785,-47691.3452148,-54.1044885656,-102.347796631,-98.1723550342,-99.8511453326,-101.332473314,-98.6275563539
75952453.61328125,75.952453613281,-47546.3867188,-54.1309296162,-103.305333177,-98.0901455252,-99.6478253961,-101.325554701,-98.4364754349
75952598.571777344,75.952598571777,-47401.4282227,-54.1574514032,-103.846203438,-99.9331323903,-100.491695583,-100.962147269,-99.1407417759
75952743.530273438,75.952743530273,-47256.4697266,-54.1840544211,-102.616682759,-99.7196008002,-100.824754413,-101.732045346,-98.1464004322
75952888.488769531,75.952888488770,-47111.5112305,-54.2107391691,-104.340755418,-99.5353163518,-101.281756433,-99.1628418772,-98.7044912711
75953033.447265625,75.953033447266,-46966.5527344,-54.2375061508,-104.272442984,-99.0933691634,-99.8337477702,-101.674397646,-98.8210097647
75953178.405761719,75.953178405762,-46821.5942383,-54.2643558747,-104.861381887,-98.6126806568,-100.307852038,-102.20170717,-98.0564975656
75953323.364257812,75.953323364258,-46676.6357422,-54.2912888538,-105.039406355,-98.1829295342,-100.981072324,-101.241595913,-100.701279483
75953468.322753906,75.953468322754,-46531.6772461,-54.3183056062,-104.979397417,-98.9901142473,-98.1943859637,-100.082854709,-100.311626371
75953613.28125,75.953613281250,-46386.71875,-54.3454066546,-105.006469647,-98.9756189323,-96.1675783846,-99.9778207096,-98.437518908
75953758.239746094,75.953758239746,-46241.7602539,-54.3725925267,-103.935801171,-99.3145659604,-98.7969790207,-100.525447042,-98.1917433002
75953903.198242188,75.953903198242,-46096.8017578,-54.399863755,-104.070648761,-99.4608042977,-100.206350009,-101.618572117,-97.6596340115
75954048.156738281,75.954048156738,-45951.8432617,-54.4272208773,-103.656114928,-99.3023869074,-99.7061012088,-101.93998422,-97.6010260264
75954193.115234375,75.954193115234,-45806.8847656,-54.4546644364,-102.826177166,-99.7489079359,-99.7040430843,-100.244270396,-99.4444661466
75954338.073730469,75.954338073730,-45661.9262695,-54.4821949802,-104.084531503,-100.565837381,-99.8809100628,-99.6731553292,-99.6714494638
75954483.032226562,75.954483032227,-45516.9677734,-54.5098130618,-104.893594229,-100.025298972,-100.587744576,-100.366935679,-98.5075348963
75954627.990722656,75.954627990723,-45372.0092773,-54.5375192398,-103.530940913,-98.9316489663,-100.169536576,-102.531233841,-97.9310713837
75954772.94921875,75.954772949219,-45227.0507812,-54.5653140778,-102.926724418,-98.456438771,-100.399485687,-103.075358906,-98.3761827598
75954917.907714844,75.954917907715,-45082.0922852,-54.5931981453,-103.569502742,-98.3163341517,-101.341305321,-101.080195713,-99.1566765099
75955062.866210938,75.955062866211,-44937.1337891,-54.6211720169,-103.654492845,-99.1162456361,-102.427347832,-101.098647628,-100.457652737
75955207.824707031,75.955207824707,-44792.175293,-54.6492362729,-103.655038824,-99.0916867905,-101.032802675,-102.11831442,-99.2912206283
75955352.783203125,75.955352783203,-44647.2167969,-54.6773914993,-104.071262304,-99.2999757674,-99.4456364447,-101.248016092,-98.4704846474
75955497.741699219,75.955497741699,-44502.2583008,-54.7056382878,-104.182233143,-98.8270046711,-99.2290324917,-102.282808757,-99.5218014262
75955642.700195312,75.955642700195,-44357.2998047,-54.7339772358,-103.724613744,-98.1242761472,-100.527083697,-102.280122394,-99.6623463307
75955787.658691406,75.955787658691,-44212.3413086,-54.7624089468,-103.721448583,-98.326111006,-101.211431189,-101.017196583,-100.03871625
75955932.6171875,75.955932617188,-44067.3828125,-54.7909340299,-104.230978095,-98.4232998885,-101.471477723,-100.622245873,-99.6256887123
75956077.575683594,75.956077575684,-43922.4243164,-54.8195531005,-104.629146866,-99.1494652459,-100.541161067,-101.986213204,-99.1199925517
75956222.534179688,75.956222534180,-43777.4658203,-54.8482667799,-104.297957656,-98.9370028798,-101.751770007,-103.03551562,-99.3608556975
75956367.492675781,75.956367492676,-43632.5073242,-54.8770756958,-104.612316872,-99.2468045294,-103.336596109,-102.427976961,-98.9726769054
75956512.451171875,75.956512451172,-43487.5488281,-54.9059804821,-104.115427135,-99.092537894,-102.2267429,-102.483232302,-98.9693653739
75956657.409667969,75.956657409668,-43342.590332,-54.9349817789,-104.197766796,-100.277116777,-101.000724165,-103.978474257,-98.9674715782
75956802.368164062,75.956802368164,-43197.6318359,-54.9640802328,-104.832428087,-99.5781167319,-101.013350956,-103.087467899,-98.6599280704
75956947.326660156,75.956947326660,-43052.6733398,-54.993276497,-104.435423544,-99.4746211314,-101.354697077,-101.900304864,-99.4946940363
75957092.28515625,75.957092285156,-42907.7148438,-55.0225712314,-105.01155723,-99.5369405483,-102.362252986,-101.154197178,-100.18961869
75957237.243652344,75.957237243652,-42762.7563477,-55.0519651023,-104.504087667,-99.8273533274,-101.233760374,-101.430549647,-99.7608315478
75957382.202148438,75.957382202148,-42617.7978516,-55.081458783,-103.955437154,-100.386374623,-99.9721429172,-101.960276288,-99.4851305362
75957527.160644531,75.957527160645,-42472.8393555,-55.1110529536,-103.888151173,-100.457420583,-101.319386346,-101.690793392,-99.156661642
75957672.119140625,75.957672119141,-42327.8808594,-55.1407483013,-104.168204237,-99.4348508739,-101.55850111,-101.338694353,-98.1957672388
75957817.077636719,75.957817077637,-42182.9223633,-55.1705455203,-104.656745818,-99.1469320265,-100.491250201,-101.880942052,-98.4972393423
75957962.036132812,75.957962036133,-42037.9638672,-55.2004453118,-105.313984471,-100.395719599,-100.776184511,-102.415737219,-99.2784943283
75958106.994628906,75.958106994629,-41893.0053711,-55.2304483846,-104.422342839,-99.0869582067,-100.943570513,-101.637281665,-99.1333222883
75958251.953125,75.958251953125,-41748.046875,-55.2605554545,-104.544313345,-98.9248527499,-101.533093607,-102.072586698,-100.70284825
75958396.911621094,75.958396911621,-41603.0883789,-55.2907672452,-104.593786941,-101.652985615,-100.0693238,-101.811447979,-100.521478147
75958541.870117188,75.958541870117,-41458.1298828,-55.3210844875,-104.024389577,-101.739391717,-99.7422817543,-101.576711853,-99.5570485982
75958686.828613281,75.958686828613,-41313.1713867,-55.3515079202,-105.378257393,-99.6871651984,-101.043089379,-101.646786731,-99.2865701439
75958831.787109375,75.958831787109,-41168.2128906,-55.3820382899,-105.24681228,-100.850619322,-101.906240693,-100.448715354,-98.8644400182
75958976.745605469,75.958976745605,-41023.2543945,-55.4126763508,-103.655388291,-100.958783983,-101.252035538,-99.5923375364,-99.4084017075
75959121.704101562,75.959121704102,-40878.2958984,-55.4434228656,-103.522928132,-100.353902809,-101.444198859,-100.258880391,-99.0916462645
75959266.662597656,75.959266662598,-40733.3374023,-55.4742786046,-103.453548645,-99.9424575172,-101.493959571,-102.016833954,-99.154315842
75959411.62109375,75.959411621094,-40588.3789062,-55.5052443467,-104.433402176,-99.472047526,-101.578140791,-102.721499594,-99.5640788479
75959556.579589844,75.959556579590,-40443.4204102,-55.536320879,-104.897406368,-98.6074937141,-101.029399343,-101.475587237,-99.710630496
75959701.538085938,75.959701538086,-40298.4619141,-55.5675089972,-104.731236223,-99.714544142,-100.853574939,-102.380270436,-98.8643778711
75959846.496582031,75.959846496582,-40153.503418,-55.5988095054,-105.463145219,-101.127927625,-101.313001162,-102.516054637,-98.8112134708
75959991.455078125,75.959991455078,-40008.5449219,-55.6302232166,-105.159950711,-100.375437096,-100.560527421,-101.925634286,-98.7923868736
75960136.413574219,75.960136413574,-39863.5864258,-55.6617509527,-104.49967688,-101.516953845,-101.595353535,-102.486806358,-99.7769371458
75960281.372070312,75.960281372070,-39718.6279297,-55.6933935444,-104.847740065,-101.31676436,-101.877336835,-102.302731604,-99.0847024705
75960426.330566406,75.960426330566,-39573.6694336,-55.7251518315,-105.043239617,-100.021772154,-100.678571595,-104.300705727,-99.3122244343
75960571.2890625,75.960571289062,-39428.7109375,-55.7570266633,-104.967335833,-99.5179741244,-100.966284006,-102.433739956,-99.0378228992
75960716.247558594,75.960716247559,-39283.7524414,-55.7890188983,-104.522980174,-100.079127085,-101.944643898,-101.486646408,-99.6890492217
75960861.206054688,75.960861206055,-39138.7939453,-55.8211294045,-105.544894421,-99.9719447938,-101.644657932,-101.996302862,-100.129324782
75961006.164550781,75.961006164551,-38993.8354492,-55.8533590596,-105.625618629,-100.406130479,-102.175685996,-102.839323679,-99.3139305654
75961151.123046875,75.961151123047,-38848.8769531,-55.8857087512,-105.710532818,-100.772599455,-101.879050727,-101.640297257,-99.1535829853
75961296.081542969,75.961296081543,-38703.918457,-55.9181793766,-106.090959204,-100.332879749,-100.953451593,-101.773244061,-100.636699158
75961441.040039062,75.961441040039,-38558.9599609,-55.9507718436,-105.929899347,-101.069701244,-101.635527843,-103.349175558,-101.403980245
75961585.998535156,75.961585998535,-38414.0014648,-55.9834870699,-105.065572611,-102.642651508,-101.853864864,-102.148673012,-100.509348929
75961730.95703125,75.961730957031,-38269.0429688,-56.0163259837,-105.945709923,-100.78634945,-101.423874425,-102.427856785,-100.320812943
75961875.915527344,75.961875915527,-38124.0844727,-56.0492895239,-105.76109663,-101.205233896,-101.701630835,-103.406236361,-99.5481062182
75962020.874023438,75.962020874023,-37979.1259766,-56.08237864,-106.300674161,-101.836013973,-101.690337866,-102.393165925,-100.006441376
75962165.832519531,75.962165832520,-37834.1674805,-56.1155942925,-106.509327717,-100.85868622,-101.745042579,-102.04783822,-100.918518175
75962310.791015625,75.962310791016,-37689.2089844,-56.1489374528,-106.267190691,-102.019490401,-102.452004854,-103.409892156,-101.173836026
75962455.749511719,75.962455749512,-37544.2504883,-56.1824091036,-106.439980281,-101.945087423,-103.703063751,-103.529135715,-102.212169316
75962600.708007812,75.962600708008,-37399.2919922,-56.2160102391,-106.627418265,-101.514912446,-101.924043259,-103.746443212,-101.768070096
75962745.666503906,75.962745666504,-37254.3334961,-56.2497418649,-106.184709114,-101.346586352,-102.184807198,-102.651327127,-100.568885201
75962890.625,75.962890625000,-37109.375,-56.2836049986,-105.260173336,-101.710510296,-102.31423608,-101.841789661,-100.847259032
75963035.583496094,75.963035583496,-36964.4165039,-56.3176006696,-106.065657543,-102.947494062,-102.493754153,-101.92895952,-101.302163609
75963180.541992188,75.963180541992,-36819.4580078,-56.3517299195,-107.114686442,-101.008766823,-101.950614391,-102.702862197,-101.024680269
75963325.500488281,75.963325500488,-36674.4995117,-56.385993802,-106.737373191,-100.337926524,-102.344200194,-102.183637981,-101.164994298
75963470.458984375,75.963470458984,-36529.5410156,-56.4203933836,-106.906613168,-100.677093381,-102.096134422,-102.023942218,-101.265629734
75963615.417480469,75.963615417480,-36384.5825195,-56.4549297435,-105.903650774,-101.074203096,-102.278762796,-103.514266056,-101.292559807
75963760.375976562,75.963760375977,-36239.6240234,-56.4896039736,-105.312770539,-101.799374487,-103.572179648,-103.010119262,-100.330823514
75963905.334472656,75.963905334473,-36094.6655273,-56.5244171792,-105.005494217,-102.373430896,-102.697111563,-102.555260488,-99.8540735709
75964050.29296875,75.964050292969,-35949.7070312,-56.5593704788,-105.877363609,-101.495820031,-101.732925246,-102.254147739,-99.5634241398
75964195.251464844,75.964195251465,-35804.7485352,-56.5944650044,-106.193934969,-100.308705941,-102.085371035,-102.712113376,-100.915486802
75964340.209960938,75.964340209961,-35659.7900391,-56.6297019019,-106.13549301,-99.7167990522,-103.024852778,-103.020867868,-101.083671557
75964485.168457031,75.964485168457,-35514.831543,-56.6650823311,-106.680748197,-100.475673772,-102.421843915,-103.246259851,-101.371658076
75964630.126953125,75.964630126953,-35369.8730469,-56.7006074662,-106.334804421,-100.27068709,-102.42557444,-103.069174242,-100.106616369
75964775.085449219,75.964775085449,-35224.9145508,-56.7362784957,-106.122393953,-100.649720563,-102.912846959,-104.196118701,-100.529563498
75964920.043945312,75.964920043945,-35079.9560547,-56.7720966229,-107.052046362,-101.222613435,-103.171461014,-104.050171677,-102.478122635
75965065.002441406,75.965065002441,-34934.9975586,-56.8080630659,-105.381404768,-101.567299762,-102.264132817,-103.510296139,-101.608816401
75965209.9609375,75.965209960938,-34790.0390625,-56.8441790582,-104.350681474,-101.941589023,-103.244655054,-102.844060192,-102.54133561
75965354.919433594,75.965354919434,-34645.0805664,-56.8804458485,-105.80592643,-102.235298754,-102.446915548,-103.804526772,-101.971807863
75965499.877929688,75.965499877930,-34500.1220703,-56.9168647016,-106.281071424,-101.702517067,-101.334134492,-104.235446896,-100.094674665
75965644.836425781,75.965644836426,-34355.1635742,-56.9534368978,-106.061581636,-100.574503142,-103.083388072,-104.386761232,-101.196351116
75965789.794921875,75.965789794922,-34210.2050781,-56.990163734,-105.990315204,-101.48679796,-103.099062598,-103.550496409,-103.097102945
75965934.753417969,75.965934753418,-34065.246582,-57.0270465235,-105.714528275,-101.840611742,-102.732299664,-105.705599214,-101.321825511
75966079.711914062,75.966079711914,-33920.2880859,-57.0640865964,-105.597406894,-102.531743939,-101.531236019,-105.34424758,-100.525978469
75966224.670410156,75.966224670410,-33775.3295898,-57.1012852998,-106.108796243,-102.44643776,-102.590793175,-104.769456266,-101.598492883
75966369.62890625,75.966369628906,-33630.3710938,-57.1386439983,-106.310677224,-101.511128369,-103.736612907,-105.142871739,-101.221525748
75966514.587402344,75.966514587402,-33485.4125977,-57.1761640742,-107.412291845,-102.650732287,-102.808345112,-104.978137432,-101.525125082
75966659.545898438,75.966659545898,-33340.4541016,-57.2138469277,-105.971178152,-102.255305243,-104.341228454,-103.832283444,-101.119718469
75966804.504394531,75.966804504395,-33195.4956055,-57.2516939774,-106.134954654,-101.299618469,-104.693491254,-104.247677387,-100.026790169
75966949.462890625,75.966949462891,-33050.5371094,-57.2897066605,-107.9357832,-100.55277858,-103.751249039,-104.235256839,-100.364072671
75967094.421386719,75.967094421387,-32905.5786133,-57.327886433,-107.416694291,-100.546303637,-104.911183107,-105.61852014,-100.73476869
75967239.379882812,75.967239379883,-32760.6201172,-57.3662347703,-107.599918078,-100.95852368,-103.310793586,-103.848675618,-101.081914615
75967384.338378906,75.967384338379,-32615.6616211,-57.4047531676,-108.230354801,-101.169673159,-102.076950415,-103.242630015,-101.842129959
75967529.296875,75.967529296875,-32470.703125,-57.4434431398,-108.393736972,-101.714758832,-102.952567991,-103.536750484,-102.059665484
75967674.255371094,75.967674255371,-32325.7446289,-57.4823062223,-106.663998516,-102.66761096,-103.610210428,-103.931489421,-102.841755736
75967819.213867188,75.967819213867,-32180.7861328,-57.5213439711,-105.914962196,-102.495626819,-103.540955878,-103.570404192,-103.081442894
75967964.172363281,75.967964172363,-32035.8276367,-57.5605579634,-106.414579688,-102.532714533,-102.932571162,-104.159774332,-103.041105542
75968109.130859375,75.968109130859,-31890.8691406,-57.5999497977,-107.125234297,-100.308301524,-98.2784825193,-100.754132454,-102.069079939
75968254.089355469,75.968254089355,-31745.9106445,-57.6395210946,-107.26391455,-98.6724172689,-98.3715501651,-99.9855859557,-100.533473352
75968399.047851562,75.968399047852,-31600.9521484,-57.6792734966,-107.051916686,-102.275032014,-102.83623958,-102.906943378,-100.821882034
75968544.006347656,75.968544006348,-31455.9936523,-57.7192086691,-107.282194576,-103.104422043,-103.180511636,-105.365090038,-101.218098809
75968688.96484375,75.968688964844,-31311.0351562,-57.7593283005,-107.479390147,-101.754419293,-104.283651521,-104.014876342,-102.978515512
75968833.923339844,75.968833923340,-31166.0766602,-57.7996341028,-107.075838786,-102.97142492,-105.615198791,-102.882022455,-103.04685516
75968978.881835938,75.968978881836,-31021.1181641,-57.8401278118,-108.231985139,-102.353292912,-103.574328284,-104.463746834,-102.055969773
75969123.840332031,75.969123840332,-30876.159668,-57.8808111879,-108.120332207,-102.191705351,-102.932381822,-104.488351676,-101.293918302
75969268.798828125,75.969268798828,-30731.2011719,-57.921686016,-107.851663549,-102.909208283,-104.383792326,-103.78320127,-102.626159768
75969413.757324219,75.969413757324,-30586.2426758,-57.9627541066,-106.968292716,-101.856590534,-104.540992522,-104.074880517,-102.324652482
75969558.715820312,75.969558715820,-30441.2841797,-58.004017296,-106.783588199,-101.709495701,-103.317064914,-104.075726773,-101.137560292
75969703.674316406,75.969703674316,-30296.3256836,-58.0454774467,-107.327994731,-102.027879108,-103.195761409,-104.808723773,-101.279939577
75969848.6328125,75.969848632812,-30151.3671875,-58.087136448,-106.476742318,-102.605703762,-102.438012055,-103.989944206,-101.817405762
75969993.591308594,75.969993591309,-30006.4086914,-58.1289962165,-107.422116806,-104.317692954,-102.8492295,-104.682115419,-101.779677103
75970138.549804688,75.970138549805,-29861.4501953,-58.1710586968,-107.220612804,-102.187728154,-104.454863976,-104.292354649,-101.559376553
75970283.508300781,75.970283508301,-29716.4916992,-58.2133258617,-106.5667623,-102.069343569,-105.12903141,-103.966331499,-100.871141531
75970428.466796875,75.970428466797,-29571.5332031,-58.255799713,-107.748437526,-103.663399806,-104.226527647,-104.896509227,-102.60035387
75970573.425292969,75.970573425293,-29426.574707,-58.2984822821,-109.482474192,-103.441392285,-104.468057557,-104.955174637,-103.026755723
75970718.383789062,75.970718383789,-29281.6162109,-58.3413756304,-108.538023567,-104.113240447,-103.135487028,-105.970207037,-102.926329054
75970863.342285156,75.970863342285,-29136.6577148,-58.38448185,-107.379378091,-103.658742308,-103.725124721,-105.295880665,-103.373075337
75971008.30078125,75.971008300781,-28991.6992188,-58.4278030643,-106.755389301,-103.374044542,-103.716438158,-104.40062525,-104.080718067
75971153.259277344,75.971153259277,-28846.7407227,-58.4713414286,-107.60629354,-103.193113182,-104.412239099,-104.36917568,-103.957597714
75971298.217773438,75.971298217773,-28701.7822266,-58.515099131,-106.880107764,-102.687793898,-104.385265158,-104.679103884,-104.021351989
75971443.176269531,75.971443176270,-28556.8237305,-58.5590783924,-107.51426224,-101.96656619,-103.451087681,-104.765956078,-103.425249832
75971588.134765625,75.971588134766,-28411.8652344,-58.6032814681,-109.000624572,-102.354546598,-103.895848627,-105.813432548,-103.607598703
75971733.093261719,75.971733093262,-28266.9067383,-58.6477106477,-108.424754992,-102.15291341,-105.06551081,-106.498606876,-104.529227034
75971878.051757812,75.971878051758,-28121.9482422,-58.6923682561,-107.656112541,-102.693411807,-105.673161938,-106.297307862,-104.275097596
75972023.010253906,75.972023010254,-27976.9897461,-58.7372566544,-107.134020328,-103.675454582,-103.116742424,-105.225530673,-103.401522006
75972167.96875,75.972167968750,-27832.03125,-58.7823782405,-106.717045979,-104.147350586,-102.808103688,-104.650769716,-104.179443276
75972312.927246094,75.972312927246,-27687.0727539,-58.8277354497,-107.32474424,-103.399013864,-104.404991247,-105.111464289,-103.195413073
75972457.885742188,75.972457885742,-27542.1142578,-58.8733307558,-108.04581779,-104.337882655,-104.836708061,-105.443867909,-102.976525915
75972602.844238281,75.972602844238,-27397.1557617,-58.9191666717,-109.44908617,-104.970811288,-105.418526155,-105.054544596,-103.629931396
75972747.802734375,75.972747802734,-27252.1972656,-58.9652457503,-108.297533738,-104.602808238,-105.936061391,-105.670544543,-103.739582846
75972892.761230469,75.972892761230,-27107.2387695,-59.0115705853,-107.55978696,-103.741236675,-105.722965425,-106.08983746,-104.48518361
75973037.719726562,75.973037719727,-26962.2802734,-59.0581438123,-107.068042546,-103.682513842,-106.651849233,-106.260093842,-103.41187328
75973182.678222656,75.973182678223,-26817.3217773,-59.1049681093,-107.440108294,-103.804469943,-105.760151967,-105.664131655,-103.305755757
75973327.63671875,75.973327636719,-26672.3632812,-59.152046198,-108.421685996,-103.154148334,-105.531232948,-105.659210538,-104.952569674
75973472.595214844,75.973472595215,-26527.4047852,-59.1993808445,-108.407176594,-103.071083652,-105.604357634,-104.78573946,-104.293032369
75973617.553710938,75.973617553711,-26382.4462891,-59.2469748605,-108.078503602,-103.815943416,-105.869540423,-105.10099596,-103.135245791
75973762.512207031,75.973762512207,-26237.487793,-59.2948311039,-108.210734592,-103.57495228,-105.548526367,-105.337284709,-103.190866128
75973907.470703125,75.973907470703,-26092.5292969,-59.3429524805,-108.542373689,-104.942617699,-105.618613009,-105.704115353,-101.953289457
75974052.429199219,75.974052429199,-25947.5708008,-59.3913419443,-109.188016422,-104.51525271,-105.20212843,-105.527992436,-102.836160699
75974197.387695312,75.974197387695,-25802.6123047,-59.4400024991,-108.934642256,-105.84681346,-105.240919918,-104.720289047,-103.240107495
75974342.346191406,75.974342346191,-25657.6538086,-59.4889371996,-108.803631482,-104.810108778,-104.449399859,-105.528839773,-102.714281171
75974487.3046875,75.974487304688,-25512.6953125,-59.5381491522,-110.338028249,-103.609557168,-104.360820846,-105.727813646,-102.251764862
75974632.263183594,75.974632263184,-25367.7368164,-59.5876415165,-109.863786853,-103.470159375,-105.422255196,-106.56294438,-102.594630051
75974777.221679688,75.974777221680,-25222.7783203,-59.6374175065,-109.059872431,-104.654173037,-106.346253587,-105.793808531,-103.99194881
75974922.180175781,75.974922180176,-25077.8198242,-59.6874803915,-109.124213723,-106.241587686,-105.153837137,-106.013703526,-104.882664671
75975067.138671875,75.975067138672,-24932.8613281,-59.737833498,-108.713154774,-106.18398681,-106.105579118,-105.859251436,-103.491596238
75975212.097167969,75.975212097168,-24787.902832,-59.7884802105,-108.932568633,-105.295514913,-106.447502515,-106.21058769,-103.020730288
75975357.055664062,75.975357055664,-24642.9443359,-59.839423973,-109.166155636,-104.540770761,-105.626858663,-106.32203794,-103.220818003
75975502.014160156,75.975502014160,-24497.9858398,-59.8906682907,-110.352149148,-104.801147611,-104.67622549,-105.939510427,-103.331361358
75975646.97265625,75.975646972656,-24353.0273438,-59.9422167309,-110.617290072,-105.440300289,-105.68972613,-106.674936891,-103.900040339
75975791.931152344,75.975791931152,-24208.0688477,-59.9940729251,-108.257868782,-105.336749143,-106.435944703,-106.418483338,-104.708560365
75975936.889648438,75.975936889648,-24063.1103516,-60.0462405699,-109.253301803,-104.010873442,-105.544053273,-105.549364865,-104.472983839
75976081.848144531,75.976081848145,-23918.1518555,-60.0987234293,-108.441066613,-103.711648538,-104.313874287,-105.868252387,-103.863237931
75976226.806640625,75.976226806641,-23773.1933594,-60.1515253355,-108.45383141,-104.811596584,-104.904750621,-106.621117884,-104.243657763
75976371.765136719,75.976371765137,-23628.2348633,-60.2046501914,-108.790558345,-105.713316233,-104.553391286,-107.6176524,-105.078172369
75976516.723632812,75.976516723633,-23483.2763672,-60.2581019717,-109.347724489,-105.757807095,-104.714926936,-105.627518532,-105.206130599
75976661.682128906,75.976661682129,-23338.3178711,-60.3118847251,-109.419059366,-105.288044454,-104.589762943,-106.491836329,-105.975290281
75976806.640625,75.976806640625,-23193.359375,-60.366002576,-109.847483039,-105.119346252,-105.993747491,-108.847869432,-104.873807816
75976951.599121094,75.976951599121,-23048.4008789,-60.4204597261,-110.233042333,-105.772641264,-107.968932097,-108.794924843,-104.188856893
