Offset_Hz,Offset_kHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959
28991.6992188,28.9916992188,-49.4901025242,-45.4145647698,-46.306140038,-46.1988897343,-45.2009059667
29136.6577148,29.1366577148,-49.9455191313,-45.3339308464,-46.0603382443,-45.5641149114,-45.5388221377
29281.6162109,29.2816162109,-49.7803960136,-44.5129824898,-46.7134586269,-46.4410932819,-45.6094509614
29426.574707,29.426574707,-48.8906393196,-44.9919764495,-46.1748704711,-44.9711525545,-45.2992988669
29571.5332031,29.5715332031,-49.7638733158,-45.3490058204,-45.4809771042,-46.3388627403,-45.1333089169
29716.4916992,29.7164916992,-50.5138276529,-44.272754025,-45.9504025138,-47.8451056543,-44.301958888
29861.4501953,29.8614501953,-50.5473595622,-44.5184138898,-44.4736844197,-47.6046225073,-43.7538604917
30006.4086914,30.0064086914,-49.4269946199,-45.1274392071,-44.6684477724,-46.9822884927,-43.7806409572
30151.3671875,30.1513671875,-49.3736087378,-44.3719850027,-46.0213523503,-47.3440210716,-44.6332397501
30296.3256836,30.2963256836,-48.9848448627,-44.6018253884,-46.435588915,-47.4094625835,-43.2183260545
30441.2841797,30.4412841797,-49.3616607943,-44.9663231726,-46.3428059151,-46.6124392426,-42.9465741559
30586.2426758,30.5862426758,-48.1438060766,-45.1977051794,-47.0249116908,-46.5192888446,-44.1900547585
30731.2011719,30.7312011719,-48.739274996,-45.801356923,-47.6505911402,-46.9673222192,-43.6210415261
30876.159668,30.876159668,-50.0201754454,-45.610965388,-46.7901007584,-46.746649612,-42.6162537247
31021.1181641,31.0211181641,-50.0184981658,-44.0572213712,-46.7693783503,-45.8161887257,-43.1829038821
31166.0766602,31.1660766602,-49.3778380792,-44.9673972886,-46.5364338564,-45.8279513312,-43.8689720588
31311.0351562,31.3110351562,-50.269923679,-46.4222054687,-45.7305948369,-46.5408754962,-44.8645817372
31455.9936523,31.4559936523,-49.1674460588,-46.1766392564,-46.2155172497,-46.3332836034,-44.8723439279
31600.9521484,31.6009521484,-49.1541541037,-44.9251637261,-44.6222223846,-46.0192461596,-43.1478805605
31745.9106445,31.7459106445,-49.2545746954,-40.8331619184,-40.8961160209,-43.0331621907,-42.2734749789
31890.8691406,31.8908691406,-49.5588270172,-42.7024085285,-41.9230987369,-43.7101638276,-44.4869156211
32035.8276367,32.0358276367,-50.134437507,-45.3550989517,-45.5855674325,-47.2950316318,-45.6480288497
