AbsOffset_Hz,AbsOffset_kHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959
12466.4306641,12.4664306641,-115.241829324,-110.147053051,-103.095609797,-105.010858242,-108.143240384
12611.3891602,12.6113891602,-115.315232461,-109.902326526,-111.089451935,-110.712265549,-107.142745423
12756.3476562,12.7563476562,-114.632165251,-108.435616356,-110.542841582,-111.180157971,-107.1792148
12901.3061523,12.9013061523,-114.181157249,-108.638075119,-109.947302446,-110.528743074,-107.853363494
13046.2646484,13.0462646484,-114.413739877,-109.167287686,-108.788480945,-110.179715691,-106.849298649
13191.2231445,13.1912231445,-114.225925031,-108.323845414,-109.042636047,-110.76340926,-107.486796411
13336.1816406,13.3361816406,-114.427677882,-108.977869919,-110.083614824,-110.377539562,-107.372054792
13481.1401367,13.4811401367,-114.363078349,-109.031071615,-109.468111777,-109.423270736,-107.084512514
13626.0986328,13.6260986328,-113.824853028,-109.099210484,-108.918884311,-111.056816333,-106.751611703
13771.0571289,13.7710571289,-113.467976314,-108.781318532,-110.481127893,-110.864866686,-107.468290199
13916.015625,13.916015625,-113.331008847,-108.901066647,-111.18363432,-110.315019164,-107.992373373
14060.9741211,14.0609741211,-113.649004761,-108.218865511,-111.544891083,-110.16460298,-107.99345748
14205.9326172,14.2059326172,-113.802676539,-108.991098308,-110.030042746,-109.543509336,-107.794847046
14350.8911133,14.3508911133,-113.894316256,-109.876363548,-109.521924533,-110.1331192,-107.749825705
14495.8496094,14.4958496094,-114.348029783,-110.424221757,-109.693243998,-110.052514853,-108.866278618
14640.8081055,14.6408081055,-114.534210978,-110.551207349,-108.351330796,-110.050333799,-108.772381318
14785.7666016,14.7857666016,-114.11645678,-109.730204501,-109.575272061,-110.508747876,-107.101504603
14930.7250977,14.9307250977,-113.086650644,-108.889346975,-110.557990414,-110.179332559,-106.407183374
15075.6835938,15.0756835938,-112.77683507,-108.372146981,-109.138374387,-109.26574751,-107.312844456
15220.6420898,15.2206420898,-112.993702342,-108.177859272,-107.092025718,-108.142073898,-106.828831991
15365.6005859,15.3656005859,-113.544760992,-108.758554456,-108.521579088,-110.370965305,-107.316198181
15510.559082,15.510559082,-113.182592815,-108.588446773,-109.201279015,-110.696268054,-108.280071256
15655.5175781,15.6555175781,-112.896541677,-106.991590398,-108.407049884,-110.100256893,-107.322581115
15800.4760742,15.8004760742,-112.827356493,-106.771186366,-102.159306266,-104.2565421,-105.304825871
15945.4345703,15.9454345703,-112.825933042,-106.79812158,-100.046305711,-102.56987368,-105.301368995
16090.3930664,16.0903930664,-112.558358081,-108.969010942,-106.81574951,-108.16215056,-106.504072939
16235.3515625,16.2353515625,-112.555268074,-108.408283795,-107.223196819,-108.347679004,-106.180611787
16380.3100586,16.3803100586,-113.284847768,-107.946422211,-106.861885707,-107.86194888,-106.893552786
16525.2685547,16.5252685547,-112.931907435,-107.59901318,-108.416830203,-108.326322069,-107.066633568
16670.2270508,16.6702270508,-112.100318833,-107.169637229,-108.582200527,-108.994093979,-106.910176522
16815.1855469,16.8151855469,-112.102069239,-107.98070146,-109.028332857,-109.872006622,-106.544004685
16960.144043,16.960144043,-112.152330605,-107.489215161,-108.340704187,-109.812224952,-105.745020111
17105.1025391,17.1051025391,-112.684387929,-107.585690464,-108.824664514,-109.897734324,-106.138667744
17250.0610352,17.2500610352,-112.127958283,-107.372337933,-108.9294466,-108.927376557,-107.074105597
17395.0195312,17.3950195312,-110.871696967,-108.065646095,-108.08598306,-108.814105257,-106.953997902
17539.9780273,17.5399780273,-110.609336944,-109.067723567,-108.893300139,-108.670812656,-106.190063643
17684.9365234,17.6849365234,-111.411438237,-107.609129803,-108.681399806,-108.615586148,-104.857432441
17829.8950195,17.8298950195,-111.721118733,-108.36965583,-108.139455881,-108.697541581,-105.76960449
17974.8535156,17.9748535156,-111.245712943,-109.243564457,-108.34516757,-108.577004875,-105.407460899
18119.8120117,18.1198120117,-111.323650763,-107.042801773,-107.583216175,-108.550250239,-105.618365678
18264.7705078,18.2647705078,-111.848133391,-106.429602265,-107.90983974,-108.543114264,-105.909890388
18409.7290039,18.4097290039,-111.259926379,-106.607094299,-108.250470079,-108.990916851,-106.044937718
18554.6875,18.5546875,-111.637569993,-106.814696251,-108.0172976,-109.500873529,-106.338362003
18699.6459961,18.6996459961,-111.98284956,-107.411573135,-108.328326172,-108.877332228,-105.971505705
18844.6044922,18.8446044922,-111.206782078,-107.239111697,-108.726781196,-108.795788079,-106.643721274
18989.5629883,18.9895629883,-112.046770813,-107.30757345,-108.216467569,-109.555060706,-105.687530376
19134.5214844,19.1345214844,-111.578268833,-107.172725298,-108.30386761,-108.527797609,-104.854114257
19279.4799805,19.2794799805,-110.804911734,-107.396665066,-108.613385338,-108.415869453,-104.817145322
19424.4384766,19.4244384766,-111.853759844,-107.273122706,-108.297657265,-108.613936596,-104.826313019
19569.3969727,19.5693969727,-111.89826577,-106.935068675,-107.972378209,-108.643706667,-104.183995198
