Frequency_Hz,Frequency_MHz,Offset_Hz,TwoTapFirRejection_dB,20260515_092941_after_fir_dB,20260515_133100_after_fir_dB,20260515_134951_after_fir_dB,20260515_140509_after_fir_dB,20260521_162959_after_fir_dB
75999710.083007812,75.999710083008,-289.916992188,-98.4278009853,-148.026629034,-101.804674448,-105.137798506,-99.3127651526,-113.858513519
75999855.041503906,75.999855041504,-144.958496094,-104.448400898,-151.131179618,-56.6439626276,-63.7922299243,-63.8344018066,-55.4589820433
76000000,76.000000000000,0,-160,-202.747482078,-106.174063725,-113.332171056,-113.357972522,-104.990213868
76000144.958496094,76.000144958496,144.958496094,-104.448400898,-151.677344767,-56.6445966335,-63.8023820505,-63.8222762187,-55.4594904482
76000289.916992188,76.000289916992,289.916992188,-98.4278009855,-148.269855191,-100.990605644,-105.249888371,-99.3977131071,-113.909927399
76000434.875488281,76.000434875488,434.875488281,-94.9059758045,-144.96442906,-107.411805972,-98.6017395101,-101.044650412,-104.041290329
76000579.833984375,76.000579833984,579.833984375,-92.4072010728,-142.42850056,-110.909526728,-93.3873585115,-96.212765297,-96.049487929
76000724.792480469,76.000724792480,724.792480469,-90.469000813,-141.119169595,-112.025715832,-95.1449910625,-97.2122381665,-90.8226436984
76000869.750976562,76.000869750977,869.750976562,-88.8853758927,-138.059692483,-113.604119537,-100.362280012,-102.112403719,-95.4116402074
76001014.709472656,76.001014709473,1014.70947266,-87.5464401007,-136.177163391,-116.603556472,-101.788914772,-104.316421889,-104.398952161
76001159.66796875,76.001159667969,1159.66796875,-86.386601162,-134.917003391,-107.655186949,-103.113166437,-103.625749271,-106.840885255
76001304.626464844,76.001304626465,1304.62646484,-85.3635507139,-135.115260155,-103.190164314,-99.7064595889,-101.67824652,-108.1191835
76001449.584960938,76.001449584961,1449.58496094,-84.4484009037,-134.208531944,-103.505383689,-97.9636145518,-99.3575584318,-102.905990896
76001594.543457031,76.001594543457,1594.54345703,-83.6205472016,-132.853299997,-106.045246549,-102.824378578,-102.4656702,-101.50822114
76001739.501953125,76.001739501953,1739.50195312,-82.864775985,-132.845197838,-107.225206127,-104.704924171,-102.659984627,-101.073202129
76001884.460449219,76.001884460449,1884.46044922,-82.1695338611,-131.838451789,-107.173963824,-108.992744705,-107.469041568,-106.080314153
76002029.418945312,76.002029418945,2029.41894531,-81.5258401951,-130.544398921,-105.002306134,-109.639220563,-110.281328618,-108.189224928
76002174.377441406,76.002174377441,2174.37744141,-80.926575729,-129.718632481,-101.713395684,-102.929307702,-104.832594809,-107.742324468
76002319.3359375,76.002319335938,2319.3359375,-80.3660012586,-130.02941729,-100.224284568,-95.1206259893,-98.165416975,-107.557496878
76002464.294433594,76.002464294434,2464.29443359,-79.8394224859,-130.036441409,-109.041572647,-93.1921527053,-96.0869833536,-108.213051359
76002609.252929688,76.002609252930,2609.25292969,-79.3429508132,-129.029049019,-116.519840842,-93.151407383,-94.9936170795,-109.086392404
76002754.211425781,76.002754211426,2754.21142578,-78.8733288981,-129.758245848,-116.031123823,-94.2508943573,-96.4542029847,-109.167544816
76002899.169921875,76.002899169922,2899.16992188,-78.4278010059,-129.317979643,-114.960668596,-97.8034979672,-98.8428095134,-106.042334121
76003044.128417969,76.003044128418,3044.12841797,-78.0040150267,-126.735824999,-113.890566925,-92.6828953589,-95.7642533413,-104.527591227
76003189.086914062,76.003189086914,3189.08691406,-77.5999473071,-126.383875897,-115.796782706,-84.0955875705,-87.2808226824,-108.734074808
76003334.045410156,76.003334045410,3334.04541016,-77.2138442056,-126.838971074,-114.931899582,-84.0833837637,-87.5025789463,-108.316673978
76003479.00390625,76.003479003906,3479.00390625,-76.8441760941,-126.385806501,-115.972742042,-90.6389162173,-94.0068561732,-108.964725952
76003623.962402344,76.003623962402,3623.96240234,-76.4896007575,-126.782381858,-117.012642317,-81.0107832472,-84.2973237254,-109.04052303
76003768.920898438,76.003768920898,3768.92089844,-76.1489339741,-127.92127341,-117.565801362,-76.2900685064,-79.9204436152,-106.314120025
76003913.879394531,76.003913879395,3913.87939453,-75.8211256532,-125.850585635,-117.203191862,-78.0377225347,-81.7778157919,-102.749658662
76004058.837890625,76.004058837891,4058.83789062,-75.5052403124,-126.747239494,-116.726942433,-78.403868132,-81.1657833164,-103.894522966
76004203.796386719,76.004203796387,4203.79638672,-75.2004409842,-125.394238995,-116.655877155,-82.1396914652,-85.4850677124,-108.05188428
76004348.754882812,76.004348754883,4348.75488281,-74.9059758508,-123.661046524,-116.614829823,-88.1508167178,-92.6352862863,-111.056832361
76004493.713378906,76.004493713379,4493.71337891,-74.6211670717,-124.283641326,-117.2208369,-88.862609715,-91.3093311421,-110.691287124
76004638.671875,76.004638671875,4638.671875,-74.3454013853,-124.366592042,-115.870773364,-94.4133611989,-97.9566318213,-110.778618048
76004783.630371094,76.004783630371,4783.63037109,-74.0781221575,-125.14508119,-114.837712405,-103.609020909,-107.000469407,-110.563876823
76004928.588867188,76.004928588867,4928.58886719,-73.8188226177,-124.515010179,-114.702534048,-103.877860435,-106.962018062,-109.685817308
76005073.547363281,76.005073547363,5073.54736328,-73.5670400751,-124.135493988,-114.828644671,-95.4779693585,-98.8847345714,-109.147433641
76005218.505859375,76.005218505859,5218.50585938,-73.3223509504,-122.834536609,-116.686705541,-87.4990818712,-89.7578210397,-110.785307716
76005363.464355469,76.005363464355,5363.46435547,-73.0843664882,-122.090763863,-116.707710526,-81.6022868774,-82.9211129356,-110.231754612
76005508.422851562,76.005508422852,5508.42285156,-72.8527290412,-122.357270389,-115.031325855,-81.0870423588,-82.6478619943,-108.302448851
76005653.381347656,76.005653381348,5653.38134766,-72.627108837,-122.149346038,-115.230927296,-87.9161562625,-90.2125005365,-107.237995006
76005798.33984375,76.005798339844,5798.33984375,-72.407201155,-121.227913961,-114.831437936,-97.8036482133,-100.824534111,-108.192481885
76005943.298339844,76.005943298340,5943.29833984,-72.1927238514,-120.920895293,-113.462317663,-96.1089072221,-98.5414166581,-109.052201884
76006088.256835938,76.006088256836,6088.25683594,-71.9834151822,-121.510098847,-111.954522539,-98.2988216577,-101.820857425,-107.232122342
76006233.215332031,76.006233215332,6233.21533203,-71.779031883,-121.826973042,-111.809028142,-103.786928917,-106.412391671,-104.876240213
76006378.173828125,76.006378173828,6378.17382812,-71.5793474693,-121.684514766,-112.653396988,-109.900597943,-110.127279437,-104.014326695
76006523.132324219,76.006523132324,6523.13232422,-71.3841507282,-121.66159048,-114.19917151,-109.47868204,-110.264193669,-105.736143938
76006668.090820312,76.006668090820,6668.09082031,-71.1932443748,-120.36041373,-114.938236513,-110.791398587,-111.096556823,-109.146603746
76006813.049316406,76.006813049316,6813.04931641,-71.0064438545,-120.266730962,-115.1745899,-111.419037234,-112.853059388,-109.33875568
76006958.0078125,76.006958007812,6958.0078125,-70.8235762707,-119.753182585,-116.012229824,-111.964689328,-114.718815363,-108.869702105
76007102.966308594,76.007102966309,7102.96630859,-70.6444794227,-120.774038085,-113.943028993,-111.425904545,-113.776492978,-109.146079538
76007247.924804688,76.007247924805,7247.92480469,-70.4690009417,-120.401668046,-113.564360988,-107.378713048,-109.534925565,-107.568382979
76007392.883300781,76.007392883301,7392.88330078,-70.2969975117,-119.735343042,-113.582248298,-104.075817729,-105.023838054,-108.124863847
76007537.841796875,76.007537841797,7537.84179688,-70.1283341663,-121.030527674,-114.20029578,-91.4501385774,-93.8518351295,-107.986766603
76007682.800292969,76.007682800293,7682.80029297,-69.9628836524,-120.690444136,-113.299603052,-91.4031934335,-94.1109182102,-107.985365715
76007827.758789062,76.007827758789,7827.75878906,-69.8005258535,-119.513132612,-112.292795487,-101.342340409,-103.268100879,-107.004869409
76007972.717285156,76.007972717285,7972.71728516,-69.6411472658,-119.844052434,-112.452669846,-95.5638039734,-98.4442078086,-104.624513859
76008117.67578125,76.008117675781,8117.67578125,-69.4846405213,-120.21233862,-112.732436426,-92.4343597384,-95.5714544389,-103.791691886
76008262.634277344,76.008262634277,8262.63427734,-69.3309039539,-119.185432396,-111.968037457,-93.2554752663,-96.5483034517,-104.433651517
76008407.592773438,76.008407592773,8407.59277344,-69.179841202,-118.917798935,-112.794321297,-98.9700456225,-103.127770795,-104.370518831
76008552.551269531,76.008552551270,8552.55126953,-69.0313608465,-118.634097607,-113.100056309,-105.516342509,-108.90948481,-103.63621452
76008697.509765625,76.008697509766,8697.50976562,-68.8853760779,-118.979094561,-112.918181089,-104.407920655,-109.842346328,-104.492656989
76008842.468261719,76.008842468262,8842.46826172,-68.7418043916,-118.491461737,-113.082190727,-107.072659666,-109.73291195,-106.857064135
76008987.426757812,76.008987426758,8987.42675781,-68.6005673083,-118.252596803,-113.266426534,-109.751615492,-111.551615287,-108.363928782
76009132.385253906,76.009132385254,9132.38525391,-68.4615901157,-118.445344913,-112.78011005,-109.005376083,-110.760251747,-107.88830124
76009277.34375,76.009277343750,9277.34375,-68.3248016317,-118.387436447,-112.967743062,-108.779866892,-109.904148756,-107.1615726
76009422.302246094,76.009422302246,9422.30224609,-68.1901339852,-118.216280769,-112.106061644,-105.59002151,-108.142742129,-107.777760656
76009567.260742188,76.009567260742,9567.26074219,-68.057522414,-116.682278856,-112.545041729,-103.299308338,-106.044098441,-108.33059237
76009712.219238281,76.009712219238,9712.21923828,-67.9269050777,-116.341988066,-111.648809447,-105.548561728,-108.286292207,-109.623862421
76009857.177734375,76.009857177734,9857.17773438,-67.7982228847,-116.590459015,-111.369294451,-106.501476992,-108.837331828,-108.734329482
