Frequency_Hz,Frequency_MHz,OffsetFrom76MHz_MHz,TwoTapDelaySamples,NormalizedFirRejection_dB
2605321.0642128428,2.605321064213,-73.394678935787,8,-19.3728461589
2640528.1056211242,2.640528105621,-73.359471894379,8,-19.2567125019
2675735.1470294059,2.675735147029,-73.324264852971,8,-19.1421292872
2710942.1884376877,2.710942188438,-73.289057811562,8,-19.0290561399
2746149.229845969,2.746149229846,-73.253850770154,8,-18.9174542477
2781356.2712542508,2.781356271254,-73.218643728746,8,-18.8072862821
2816563.3126625326,2.816563312663,-73.183436687337,8,-18.698516323
2851770.3540708143,2.851770354071,-73.148229645929,8,-18.5911097892
2886977.3954790961,2.886977395479,-73.113022604521,8,-18.4850333724
2922184.4368873774,2.922184436887,-73.077815563113,8,-18.3802549757
2957391.4782956592,2.957391478296,-73.042608521704,8,-18.2767436554
2992598.519703941,2.992598519704,-73.007401480296,8,-18.1744695664
3027805.5611122223,3.027805561112,-72.972194438888,8,-18.0734039111
3063012.602520504,3.063012602521,-72.936987397479,8,-17.9735188904
3098219.6439287858,3.098219643929,-72.901780356071,8,-17.8747876586
3133426.6853370676,3.133426685337,-72.866573314663,8,-17.77718428
3168633.7267453494,3.168633726745,-72.831366273255,8,-17.6806836884
3203840.7681536307,3.203840768154,-72.796159231846,8,-17.5852616484
3239047.8095619124,3.239047809562,-72.760952190438,8,-17.4908947195
3274254.8509701942,3.274254850970,-72.725745149030,8,-17.3975602213
3309461.8923784755,3.309461892378,-72.690538107622,8,-17.3052362012
3344668.9337867573,3.344668933787,-72.655331066213,8,-17.2139014035
3379875.9751950391,3.379875975195,-72.620124024805,8,-17.1235352405
3415083.0166033208,3.415083016603,-72.584916983397,8,-17.0341177642
3450290.0580116026,3.450290058012,-72.549709941988,8,-16.9456296409
3485497.0994198839,3.485497099420,-72.514502900580,8,-16.8580521253
3520704.1408281657,3.520704140828,-72.479295859172,8,-16.7713670376
3555911.1822364475,3.555911182236,-72.444088817764,8,-16.6855567406
3591118.2236447288,3.591118223645,-72.408881776355,8,-16.6006041187
3626325.2650530105,3.626325265053,-72.373674734947,8,-16.5164925569
3661532.3064612923,3.661532306461,-72.338467693539,8,-16.4332059221
3696739.3478695741,3.696739347870,-72.303260652130,8,-16.3507285442
3731946.3892778559,3.731946389278,-72.268053610722,8,-16.269045199
3767153.4306861372,3.767153430686,-72.232846569314,8,-16.1881410908
3802360.4720944189,3.802360472094,-72.197639527906,8,-16.1080018372
3837567.5135027007,3.837567513503,-72.162432486497,8,-16.0286134533
3872774.554910982,3.872774554911,-72.127225445089,8,-15.9499623375
3907981.5963192638,3.907981596319,-72.092018403681,8,-15.8720352572
3943188.6377275456,3.943188637728,-72.056811362272,8,-15.7948193364
3978395.6791358273,3.978395679136,-72.021604320864,8,-15.718302042
4013602.7205441091,4.013602720544,-71.986397279456,8,-15.6424711724
4048809.7619523904,4.048809761952,-71.951190238048,8,-15.5673148458
4084016.8033606722,4.084016803361,-71.915983196639,8,-15.4928214888
4119223.844768954,4.119223844769,-71.880776155231,8,-15.4189798264
4154430.8861772353,4.154430886177,-71.845569113823,8,-15.3457788712
4189637.9275855171,4.189637927586,-71.810362072414,8,-15.2732079142
4224844.9689937988,4.224844968994,-71.775155031006,8,-15.201256515
4260052.0104020806,4.260052010402,-71.739947989598,8,-15.1299144935
4295259.0518103624,4.295259051810,-71.704740948190,8,-15.0591719207
4330466.0932186441,4.330466093219,-71.669533906781,8,-14.989019111
4365673.134626925,4.365673134627,-71.634326865373,8,-14.9194466139
4400880.1760352068,4.400880176035,-71.599119823965,8,-14.8504452069
4436087.2174434885,4.436087217443,-71.563912782556,8,-14.7820058877
4471294.2588517703,4.471294258852,-71.528705741148,8,-14.7141198677
4506501.3002600521,4.506501300260,-71.493498699740,8,-14.646778565
4541708.3416683339,4.541708341668,-71.458291658332,8,-14.5799735983
4576915.3830766156,4.576915383077,-71.423084616923,8,-14.5136967803
4612122.4244848974,4.612122424485,-71.387877575515,8,-14.4479401119
4647329.4658931792,4.647329465893,-71.352670534107,8,-14.3826957766
