Frequency_Hz,Frequency_MHz,OffsetFrom76MHz_MHz,TwoTapDelaySamples,NormalizedFirRejection_dB
34432486.497299463,34.432486497299,-41.567513502701,8,-0.0947913154189
34467693.538707741,34.467693538708,-41.532306461292,8,-0.0929229285097
34502900.580116026,34.502900580116,-41.497099419884,8,-0.0910733364299
34538107.621524304,34.538107621524,-41.461892378476,8,-0.0892425311766
34573314.66293259,34.573314662933,-41.426685337067,8,-0.0874305048319
34608521.704340868,34.608521704341,-41.391478295659,8,-0.0856372495621
34643728.745749153,34.643728745749,-41.356271254251,8,-0.0838627576179
34678935.787157431,34.678935787157,-41.321064212843,8,-0.0821070213345
34714142.828565717,34.714142828566,-41.285857171434,8,-0.0803700331309
34749349.869973995,34.749349869974,-41.250650130026,8,-0.0786517855103
34784556.91138228,34.784556911382,-41.215443088618,8,-0.0769522710594
34819763.952790558,34.819763952791,-41.180236047209,8,-0.075271482449
34854970.994198844,34.854970994199,-41.145029005801,8,-0.0736094124332
