radius_um,enclosed_total_power_fraction,enclosed_tem00_power_fraction
136.1344537815126,0.9802521358348752,0.9969332483314804
137.6470588235294,0.9822290374306472,0.9973114107650548
139.15966386554624,0.9840482184107834,0.9976492392265913
140.67226890756302,0.9856453732534667,0.9979373588834349
142.1848739495798,0.9870486794485765,0.9981835165264772
143.69747899159663,0.9884455599996681,0.9984217007868385
145.21008403361344,0.9896578008136006,0.9986224934034749
146.72268907563026,0.9907731322046087,0.9988020623765305
148.23529411764704,0.9917406474275627,0.9989535387759304
149.74789915966386,0.9926683659553681,0.99909476424276
151.26050420168067,0.9934561354962197,0.9992114049587266
152.77310924369746,0.9942035528261897,0.9993190352300704
154.28571428571428,0.9948486175081634,0.9994094036162259
155.79831932773106,0.995453754285369,0.9994918686019573
157.3109243697479,0.9959832072430355,0.9995620440905958
158.8235294117647,0.9964335953235328,0.9996201718580939
160.3361344537815,0.9968647324596118,0.999674337907687
161.8487394957983,0.9972408260459291,0.9997203280755589
163.3613445378151,0.9975760845887169,0.9997602349607005
164.87394957983193,0.9978761785758055,0.9997950119022475
166.38655462184872,0.9981325562460445,0.9998239478584335
167.89915966386553,0.998370869491283,0.9998501465334382
169.41176470588235,0.9985781814954289,0.9998723387707209
170.92436974789916,0.9987546960259723,0.9998907506303916
172.43697478991595,0.9989179169658229,0.9999073422652072
173.94957983193274,0.9990599887561258,0.9999214096489241
175.46218487394958,0.999184348078449,0.9999334094168483
176.97478991596637,0.9992897085693649,0.999943321078464
178.48739495798318,0.9993872657802166,0.9999522675217333
179.99999999999997,0.9994716095954336,0.9999597902891836
