pair_index,label,diagonal_offset,critical_score,mean_correlation,global_mean_correlation,peak_abs_amplitude
3,"(1,4)-(5,8)",4,0.000000,0.000000,0.000000,0.000000
4,"(1,5)-(4,8)",3,0.000000,0.000000,0.000000,0.000000
22,"(5,5)-(8,8)",3,0.000000,-0.000000,0.000000,0.000000
2,"(1,3)-(6,8)",5,0.000000,0.000000,0.000000,0.000000
25,"(6,6)-(8,8)",2,0.000000,-0.000000,0.000000,0.000000
44,"(6,5)-(8,7)",2,0.000000,-0.000000,0.000000,0.000000
23,"(5,6)-(7,8)",2,0.000000,-0.000000,0.000000,0.000000
42,"(6,4)-(8,6)",2,0.000000,-0.000000,0.000000,0.000000
