pair,averaging_frames,tau_s,allan_variance,allan_deviation,overlapping_terms,variance_unit
"(7,2)-(8,3)",166,2.2880065830049716,17.36224530839724,4.16680276811817,119991,urad^4
"(1,3)-(6,8)",166,2.2880065830049716,135.69768077445335,11.64893474848466,119991,urad^4
"(2,3)-(7,8)",166,2.2880065830049716,131.5165240956582,11.468065403356322,119991,urad^4
"(6,1)-(8,3)",166,2.2880065830049716,66.16017585420855,8.133890573041203,119991,urad^4
"(2,2)-(8,8)",166,2.2880065830049716,92.7651428502061,9.631466287653511,119991,urad^4
"(1,2)-(7,8)",166,2.2880065830049716,96.4333888736237,9.820050349851762,119991,urad^4
"(7,1)-(8,2)",166,2.2880065830049716,16.65198766687684,4.080684705643997,119991,urad^4
"(3,1)-(8,6)",166,2.2880065830049716,154.12543630768755,12.41472659013027,119991,urad^4
"(3,2)-(8,7)",166,2.2880065830049716,154.0880593621776,12.413221151746939,119991,urad^4
"(7,2)-(8,3)",187,2.5774531989272873,15.575617714726153,3.9465957120949384,119949,urad^4
"(1,3)-(6,8)",187,2.5774531989272873,121.7168346102201,11.032535275729696,119949,urad^4
"(2,3)-(7,8)",187,2.5774531989272873,117.87493459697585,10.857022363289847,119949,urad^4
"(6,1)-(8,3)",187,2.5774531989272873,59.43870577094915,7.709650171761956,119949,urad^4
"(2,2)-(8,8)",187,2.5774531989272873,83.1445080525584,9.118361039822803,119949,urad^4
"(1,2)-(7,8)",187,2.5774531989272873,86.55190411265004,9.303327582787249,119949,urad^4
"(7,1)-(8,2)",187,2.5774531989272873,14.995115064464406,3.8723526523890364,119949,urad^4
"(3,1)-(8,6)",187,2.5774531989272873,138.29952884632576,11.76008200848641,119949,urad^4
"(3,2)-(8,7)",187,2.5774531989272873,138.20881727338295,11.75622461819197,119949,urad^4
"(7,2)-(8,3)",210,2.894466159223157,13.977031948736254,3.73858689196015,119903,urad^4
"(1,3)-(6,8)",210,2.894466159223157,109.38021834643726,10.45849981337846,119903,urad^4
"(2,3)-(7,8)",210,2.894466159223157,105.84320256815566,10.288012566485117,119903,urad^4
"(6,1)-(8,3)",210,2.894466159223157,53.4769273733644,7.312792036791721,119903,urad^4
"(2,2)-(8,8)",210,2.894466159223157,74.69949115676069,8.642886737471496,119903,urad^4
"(1,2)-(7,8)",210,2.894466159223157,77.81356894842895,8.82119997213695,119903,urad^4
"(7,1)-(8,2)",210,2.894466159223157,13.507444930158048,3.675247601204312,119903,urad^4
"(3,1)-(8,6)",210,2.894466159223157,124.36765023195342,11.152024490286658,119903,urad^4
"(3,2)-(8,7)",210,2.894466159223157,124.222537042831,11.145516454737797,119903,urad^4
"(7,2)-(8,3)",237,3.266611808266134,12.474263782728748,3.531892379833897,119849,urad^4
"(1,3)-(6,8)",237,3.266611808266134,97.79404599658353,9.88908721756379,119849,urad^4
"(2,3)-(7,8)",237,3.266611808266134,94.56624586743413,9.7245177704313,119849,urad^4
"(6,1)-(8,3)",237,3.266611808266134,47.85659401477187,6.91784605312751,119849,urad^4
"(2,2)-(8,8)",237,3.266611808266134,66.78277818030237,8.172073065036948,119849,urad^4
"(1,2)-(7,8)",237,3.266611808266134,69.62780198812317,8.344327533607677,119849,urad^4
"(7,1)-(8,2)",237,3.266611808266134,12.103908101232731,3.479067130889074,119849,urad^4
"(3,1)-(8,6)",237,3.266611808266134,111.31232778411885,10.550465761477966,119849,urad^4
"(3,2)-(8,7)",237,3.266611808266134,111.10566975347442,10.540667424479079,119849,urad^4
"(7,2)-(8,3)",267,3.6801069738694423,11.143912074168226,3.338249851968577,119789,urad^4
"(1,3)-(6,8)",267,3.6801069738694423,87.54592070668154,9.356597709994887,119789,urad^4
"(2,3)-(7,8)",267,3.6801069738694423,84.58493890164868,9.197007062172382,119789,urad^4
"(6,1)-(8,3)",267,3.6801069738694423,42.882184672392114,6.548449028005953,119789,urad^4
"(2,2)-(8,8)",267,3.6801069738694423,59.74030502062286,7.729185275345834,119789,urad^4
"(1,2)-(7,8)",267,3.6801069738694423,62.38019662323305,7.8981134850819315,119789,urad^4
"(7,1)-(8,2)",267,3.6801069738694423,10.867259693743089,3.2965526984629094,119789,urad^4
"(3,1)-(8,6)",267,3.6801069738694423,99.78267698144829,9.989127938986881,119789,urad^4
"(3,2)-(8,7)",267,3.6801069738694423,99.4598338799737,9.972955122729356,119789,urad^4
"(7,2)-(8,3)",301,4.148734828219858,9.914154146455882,3.1486749826642764,119721,urad^4
"(1,3)-(6,8)",301,4.148734828219858,78.16090386726253,8.840865560976624,119721,urad^4
"(2,3)-(7,8)",301,4.148734828219858,75.44106232072018,8.68568145402076,119721,urad^4
"(6,1)-(8,3)",301,4.148734828219858,38.31655340599718,6.190036623962509,119721,urad^4
"(2,2)-(8,8)",301,4.148734828219858,53.27822311013781,7.299193319137246,119721,urad^4
"(1,2)-(7,8)",301,4.148734828219858,55.73434469080553,7.465543830881011,119721,urad^4
"(7,1)-(8,2)",301,4.148734828219858,9.720382126355455,3.1177527365645044,119721,urad^4
"(3,1)-(8,6)",301,4.148734828219858,89.21246845155929,9.445235224787114,119721,urad^4
"(3,2)-(8,7)",301,4.148734828219858,88.72187812730529,9.41922916842484,119721,urad^4
"(7,2)-(8,3)",339,4.672495371317382,8.837495612426217,2.9727925612841233,119645,urad^4
"(1,3)-(6,8)",339,4.672495371317382,69.82204523456893,8.355958666399022,119645,urad^4
"(2,3)-(7,8)",339,4.672495371317382,67.30555556379451,8.203996316661442,119645,urad^4
"(6,1)-(8,3)",339,4.672495371317382,34.28344826850965,5.855206936437828,119645,urad^4
"(2,2)-(8,8)",339,4.672495371317382,47.55612270594363,6.896094743109583,119645,urad^4
"(1,2)-(7,8)",339,4.672495371317382,49.79527573651866,7.056576771814975,119645,urad^4
"(7,1)-(8,2)",339,4.672495371317382,8.679748837110319,2.9461413471030746,119645,urad^4
"(3,1)-(8,6)",339,4.672495371317382,79.82080331539407,8.934248894864865,119645,urad^4
"(3,2)-(8,7)",339,4.672495371317382,79.18350917675437,8.898511627050581,119645,urad^4
"(7,2)-(8,3)",382,5.26517177534879,7.87684866456678,2.806572405010564,119559,urad^4
"(1,3)-(6,8)",382,5.26517177534879,62.25670243220215,7.890291656979617,119559,urad^4
"(2,3)-(7,8)",382,5.26517177534879,59.95927565130876,7.74333750080085,119559,urad^4
"(6,1)-(8,3)",382,5.26517177534879,30.598877619977685,5.531625224107079,119559,urad^4
"(2,2)-(8,8)",382,5.26517177534879,42.37992329170964,6.50998642792054,119559,urad^4
"(1,2)-(7,8)",382,5.26517177534879,44.38200380442756,6.661981972688575,119559,urad^4
"(7,1)-(8,2)",382,5.26517177534879,7.713057189424044,2.777239130759907,119559,urad^4
"(3,1)-(8,6)",382,5.26517177534879,71.2732951509127,8.44235128094731,119559,urad^4
"(3,2)-(8,7)",382,5.26517177534879,70.5335666042361,8.398426436198397,119559,urad^4
"(7,2)-(8,3)",430,5.926764040314083,7.036157728801937,2.6525756782421754,119463,urad^4
"(1,3)-(6,8)",430,5.926764040314083,55.590673886923845,7.455915362108388,119463,urad^4
"(2,3)-(7,8)",430,5.926764040314083,53.46701553701835,7.312114300051548,119463,urad^4
"(6,1)-(8,3)",430,5.926764040314083,27.376427364691065,5.232248786582216,119463,urad^4
"(2,2)-(8,8)",430,5.926764040314083,37.80907267986858,6.148908251053075,119463,urad^4
"(1,2)-(7,8)",430,5.926764040314083,39.60508961278787,6.293257472310176,119463,urad^4
"(7,1)-(8,2)",430,5.926764040314083,6.8786043073410985,2.6227093448075975,119463,urad^4
"(3,1)-(8,6)",430,5.926764040314083,63.754389230993986,7.984634570911432,119463,urad^4
"(3,2)-(8,7)",430,5.926764040314083,62.89873064667446,7.93087199787479,119463,urad^4
"(7,2)-(8,3)",485,6.684838510586815,6.264890604578818,2.5029763491848698,119353,urad^4
"(1,3)-(6,8)",485,6.684838510586815,49.540651172082384,7.038511999853547,119353,urad^4
"(2,3)-(7,8)",485,6.684838510586815,47.56620349951077,6.896825610345006,119353,urad^4
"(6,1)-(8,3)",485,6.684838510586815,24.447135822049805,4.944404496200711,119353,urad^4
"(2,2)-(8,8)",485,6.684838510586815,33.63897617055155,5.799911738169087,119353,urad^4
"(1,2)-(7,8)",485,6.684838510586815,35.25091959007267,5.937248486468515,119353,urad^4
"(7,1)-(8,2)",485,6.684838510586815,6.12186766957402,2.4742408269152016,119353,urad^4
"(3,1)-(8,6)",485,6.684838510586815,56.874893292145,7.541544489833963,119353,urad^4
"(3,2)-(8,7)",485,6.684838510586815,55.9105656502261,7.47733680197877,119353,urad^4
"(7,2)-(8,3)",546,7.525612013980208,5.581773668173235,2.3625777591802635,119231,urad^4
"(1,3)-(6,8)",546,7.525612013980208,44.208040660306416,6.648912742720152,119231,urad^4
"(2,3)-(7,8)",546,7.525612013980208,42.37130960251129,6.509324819250557,119231,urad^4
"(6,1)-(8,3)",546,7.525612013980208,21.86123783044807,4.675600264185131,119231,urad^4
"(2,2)-(8,8)",546,7.525612013980208,29.99071720310177,5.476378109946552,119231,urad^4
"(1,2)-(7,8)",546,7.525612013980208,31.40749416168014,5.604238945805232,119231,urad^4
"(7,1)-(8,2)",546,7.525612013980208,5.4497576166591974,2.3344715926006034,119231,urad^4
"(3,1)-(8,6)",546,7.525612013980208,50.79413515393691,7.12700043173402,119231,urad^4
"(3,2)-(8,7)",546,7.525612013980208,49.78195580591494,7.05563291320594,119231,urad^4
"(7,2)-(8,3)",615,8.476650894867817,4.982463950374976,2.232143353455368,119093,urad^4
"(1,3)-(6,8)",615,8.476650894867817,39.55065402908764,6.288931072057289,119093,urad^4
"(2,3)-(7,8)",615,8.476650894867817,37.82308300079734,6.1500473982561585,119093,urad^4
"(6,1)-(8,3)",615,8.476650894867817,19.57492717863765,4.424356131533452,119093,urad^4
"(2,2)-(8,8)",615,8.476650894867817,26.785802536234783,5.175500220870905,119093,urad^4
"(1,2)-(7,8)",615,8.476650894867817,28.00997502498955,5.292445089463806,119093,urad^4
"(7,1)-(8,2)",615,8.476650894867817,4.851849524542561,2.2026914274456515,119093,urad^4
"(3,1)-(8,6)",615,8.476650894867817,45.39934628925397,6.73790370139363,119093,urad^4
"(3,2)-(8,7)",615,8.476650894867817,44.39520111223788,6.662972393176928,119093,urad^4
"(7,2)-(8,3)",693,9.551738325436418,4.4437246546772755,2.1080143867339416,118937,urad^4
"(1,3)-(6,8)",693,9.551738325436418,35.423265586490785,5.951744751456566,118937,urad^4
"(2,3)-(7,8)",693,9.551738325436418,33.778599210815734,5.811935926248304,118937,urad^4
"(6,1)-(8,3)",693,9.551738325436418,17.54567927246879,4.188756291844727,118937,urad^4
"(2,2)-(8,8)",693,9.551738325436418,23.924218365484823,4.891238939725274,118937,urad^4
"(1,2)-(7,8)",693,9.551738325436418,25.015296014106283,5.001529367514129,118937,urad^4
"(7,1)-(8,2)",693,9.551738325436418,4.336082238652732,2.0823261604880083,118937,urad^4
"(3,1)-(8,6)",693,9.551738325436418,40.650093113788394,6.375742553913889,118937,urad^4
"(3,2)-(8,7)",693,9.551738325436418,39.62366872842269,6.294733412021727,118937,urad^4
"(7,2)-(8,3)",780,10.750874305686011,3.9728310193608065,1.9931961818548636,118763,urad^4
"(1,3)-(6,8)",780,10.750874305686011,31.72578813324749,5.632564969287748,118763,urad^4
"(2,3)-(7,8)",780,10.750874305686011,30.16459495637091,5.492230417268645,118763,urad^4
"(6,1)-(8,3)",780,10.750874305686011,15.740068080816027,3.9673754650670543,118763,urad^4
"(2,2)-(8,8)",780,10.750874305686011,21.372258462231006,4.623014001950568,118763,urad^4
"(1,2)-(7,8)",780,10.750874305686011,22.361296826202764,4.728773289786979,118763,urad^4
"(7,1)-(8,2)",780,10.750874305686011,3.8853549117255235,1.9711303639601119,118763,urad^4
"(3,1)-(8,6)",780,10.750874305686011,36.398511524542904,6.033117894135909,118763,urad^4
"(3,2)-(8,7)",780,10.750874305686011,35.41673044211139,5.951195715325735,118763,urad^4
"(7,2)-(8,3)",879,12.115408352176928,3.5472488763773944,1.8834141542362355,118565,urad^4
"(1,3)-(6,8)",879,12.115408352176928,28.3789661994314,5.327191211082196,118565,urad^4
"(2,3)-(7,8)",879,12.115408352176928,26.913782947401966,5.187849549418522,118565,urad^4
"(6,1)-(8,3)",879,12.115408352176928,14.080596899426789,3.7524121441316636,118565,urad^4
"(2,2)-(8,8)",879,12.115408352176928,19.058582311057243,4.36561362365673,118565,urad^4
"(1,2)-(7,8)",879,12.115408352176928,19.95441238368866,4.467036196818721,118565,urad^4
"(7,1)-(8,2)",879,12.115408352176928,3.4664393047260096,1.861837615026082,118565,urad^4
"(3,1)-(8,6)",879,12.115408352176928,32.49194678109686,5.700170767713618,118565,urad^4
"(3,2)-(8,7)",879,12.115408352176928,31.608555354232582,5.622148642132524,118565,urad^4
"(7,2)-(8,3)",990,13.645340464909168,3.1729074135011848,1.7812656774050255,118343,urad^4
"(1,3)-(6,8)",990,13.645340464909168,25.342785389908133,5.034161835887692,118343,urad^4
"(2,3)-(7,8)",990,13.645340464909168,24.03178122598306,4.90222207024356,118343,urad^4
"(6,1)-(8,3)",990,13.645340464909168,12.561291187898473,3.5441911895238487,118343,urad^4
"(2,2)-(8,8)",990,13.645340464909168,17.008624571542168,4.124151375924769,118343,urad^4
"(1,2)-(7,8)",990,13.645340464909168,17.790725194565802,4.21790530886669,118343,urad^4
"(7,1)-(8,2)",990,13.645340464909168,3.086496434459445,1.7568427460815739,118343,urad^4
"(3,1)-(8,6)",990,13.645340464909168,28.961411171918297,5.381580731710553,118343,urad^4
"(3,2)-(8,7)",990,13.645340464909168,28.212570646550496,5.311550681914887,118343,urad^4
"(7,2)-(8,3)",1115,15.368236988256285,2.833307925657923,1.6832432758392124,118093,urad^4
"(1,3)-(6,8)",1115,15.368236988256285,22.57239970958589,4.751041960410989,118093,urad^4
"(2,3)-(7,8)",1115,15.368236988256285,21.418353454515557,4.627996699924878,118093,urad^4
"(6,1)-(8,3)",1115,15.368236988256285,11.165405290454922,3.341467535448298,118093,urad^4
"(2,2)-(8,8)",1115,15.368236988256285,15.143466346138782,3.8914606956949704,118093,urad^4
"(1,2)-(7,8)",1115,15.368236988256285,15.821798571216284,3.9776624506380984,118093,urad^4
"(7,1)-(8,2)",1115,15.368236988256285,2.735771006348095,1.6540166281957673,118093,urad^4
"(3,1)-(8,6)",1115,15.368236988256285,25.737534861057913,5.0732174072335905,118093,urad^4
"(3,2)-(8,7)",1115,15.368236988256285,25.131030537246414,5.013085929569372,118093,urad^4
"(7,2)-(8,3)",1256,17.311664266591833,2.5157565384026763,1.5861136587277334,117811,urad^4
"(1,3)-(6,8)",1256,17.311664266591833,20.006384282215713,4.4728496824972455,117811,urad^4
"(2,3)-(7,8)",1256,17.311664266591833,19.01559123204033,4.360687013767478,117811,urad^4
"(6,1)-(8,3)",1256,17.311664266591833,9.872421341826287,3.1420409516469205,117811,urad^4
"(2,2)-(8,8)",1256,17.311664266591833,13.435245132666436,3.6654120003986503,117811,urad^4
"(1,2)-(7,8)",1256,17.311664266591833,14.025977825272868,3.745127210826472,117811,urad^4
"(7,1)-(8,2)",1256,17.311664266591833,2.4139758741306725,1.5536974847539249,117811,urad^4
"(3,1)-(8,6)",1256,17.311664266591833,22.78349979854714,4.7732064483476035,117811,urad^4
"(3,2)-(8,7)",1256,17.311664266591833,22.302506662905184,4.722552981482069,117811,urad^4
"(7,2)-(8,3)",1414,19.48940547210259,2.2324163668285366,1.4941272927125508,117495,urad^4
"(1,3)-(6,8)",1414,19.48940547210259,17.68518147435767,4.2053753071940765,117495,urad^4
"(2,3)-(7,8)",1414,19.48940547210259,16.886417368242306,4.109308624116994,117495,urad^4
"(6,1)-(8,3)",1414,19.48940547210259,8.703766148607583,2.9502145936537536,117495,urad^4
"(2,2)-(8,8)",1414,19.48940547210259,11.910698564972531,3.4511879932818106,117495,urad^4
"(1,2)-(7,8)",1414,19.48940547210259,12.41209559028483,3.523080412123009,117495,urad^4
"(7,1)-(8,2)",1414,19.48940547210259,2.12412456321576,1.4574376704393777,117495,urad^4
"(3,1)-(8,6)",1414,19.48940547210259,20.113021247190495,4.48475431291286,117495,urad^4
"(3,2)-(8,7)",1414,19.48940547210259,19.756542839497683,4.444833274656957,117495,urad^4
"(7,2)-(8,3)",1593,21.95659329353566,1.9712969658062407,1.4040288336805056,117137,urad^4
"(1,3)-(6,8)",1593,21.95659329353566,15.602642815966401,3.950018077929062,117137,urad^4
"(2,3)-(7,8)",1593,21.95659329353566,14.979416090404964,3.8703250626278103,117137,urad^4
"(6,1)-(8,3)",1593,21.95659329353566,7.65243749409302,2.766303941018235,117137,urad^4
"(2,2)-(8,8)",1593,21.95659329353566,10.559180497930592,3.249489267243484,117137,urad^4
"(1,2)-(7,8)",1593,21.95659329353566,10.96825132892012,3.3118350395090816,117137,urad^4
"(7,1)-(8,2)",1593,21.95659329353566,1.865512125171992,1.365837517851956,117137,urad^4
"(3,1)-(8,6)",1593,21.95659329353566,17.73497447524253,4.211291307335855,117137,urad^4
"(3,2)-(8,7)",1593,21.95659329353566,17.46569603871856,4.179198013820183,117137,urad^4
"(7,2)-(8,3)",1794,24.727010903077826,1.742492879390145,1.3200351811183462,116735,urad^4
"(1,3)-(6,8)",1794,24.727010903077826,13.775585415608399,3.711547576902174,116735,urad^4
"(2,3)-(7,8)",1794,24.727010903077826,13.300172499104967,3.646940155679137,116735,urad^4
"(6,1)-(8,3)",1794,24.727010903077826,6.726291893160457,2.593509570670688,116735,urad^4
"(2,2)-(8,8)",1794,24.727010903077826,9.384191144045182,3.0633627183285337,116735,urad^4
"(1,2)-(7,8)",1794,24.727010903077826,9.70995550928894,3.1160801512940806,116735,urad^4
"(7,1)-(8,2)",1794,24.727010903077826,1.6325167393565794,1.277699784517701,116735,urad^4
"(3,1)-(8,6)",1794,24.727010903077826,15.674684863706222,3.9591267804537686,116735,urad^4
"(3,2)-(8,7)",1794,24.727010903077826,15.477245834930445,3.9341130938154847,116735,urad^4
"(7,2)-(8,3)",2021,27.85579098947619,1.5449724214606806,1.242969195700634,116281,urad^4
"(1,3)-(6,8)",2021,27.85579098947619,12.226469289240196,3.49663685406995,116281,urad^4
"(2,3)-(7,8)",2021,27.85579098947619,11.862642538258722,3.444218712314699,116281,urad^4
"(6,1)-(8,3)",2021,27.85579098947619,5.946120276455052,2.438466788056596,116281,urad^4
"(2,2)-(8,8)",2021,27.85579098947619,8.380190258171313,2.8948558268368587,116281,urad^4
"(1,2)-(7,8)",2021,27.85579098947619,8.635093046897996,2.9385528831208734,116281,urad^4
"(7,1)-(8,2)",2021,27.85579098947619,1.4347531286336621,1.1978118085215481,116281,urad^4
"(3,1)-(8,6)",2021,27.85579098947619,13.918132067404184,3.7307012835932314,116281,urad^4
"(3,2)-(8,7)",2021,27.85579098947619,13.78597161521156,3.7129464869846376,116281,urad^4
"(7,2)-(8,3)",2276,31.37049989710431,1.3758637744460795,1.1729721967915863,115771,urad^4
"(1,3)-(6,8)",2276,31.37049989710431,10.905812844716559,3.3023950164564746,115771,urad^4
"(2,3)-(7,8)",2276,31.37049989710431,10.626419807470642,3.259818983850275,115771,urad^4
"(6,1)-(8,3)",2276,31.37049989710431,5.2823099359416,2.298327638945675,115771,urad^4
"(2,2)-(8,8)",2276,31.37049989710431,7.517847472589865,2.741869339080523,115771,urad^4
"(1,2)-(7,8)",2276,31.37049989710431,7.717428941623573,2.778026087282762,115771,urad^4
"(7,1)-(8,2)",2276,31.37049989710431,1.2722683858868358,1.1279487514452222,115771,urad^4
"(3,1)-(8,6)",2276,31.37049989710431,12.411647713579116,3.523016848324617,115771,urad^4
"(3,2)-(8,7)",2276,31.37049989710431,12.338027081485675,3.512552787003446,115771,urad^4
"(7,2)-(8,3)",2563,35.32627031470929,1.2255619061908343,1.1070509952982448,115197,urad^4
"(1,3)-(6,8)",2563,35.32627031470929,9.71586022525621,3.117027466233849,115197,urad^4
"(2,3)-(7,8)",2563,35.32627031470929,9.491305190357965,3.0807961942260906,115197,urad^4
"(6,1)-(8,3)",2563,35.32627031470929,4.693099674933808,2.1663563130135834,115197,urad^4
"(2,2)-(8,8)",2563,35.32627031470929,6.729022954253096,2.594036035650449,115197,urad^4
"(1,2)-(7,8)",2563,35.32627031470929,6.8919435880452955,2.625251147613366,115197,urad^4
"(7,1)-(8,2)",2563,35.32627031470929,1.1277816835912589,1.0619706604192316,115197,urad^4
"(3,1)-(8,6)",2563,35.32627031470929,11.0578207073933,3.3253301651705653,115197,urad^4
"(3,2)-(8,7)",2563,35.32627031470929,11.017036317754327,3.3191921182351476,115197,urad^4
"(7,2)-(8,3)",2887,39.79201810322502,1.1017538730657002,1.0496446413266254,114549,urad^4
"(1,3)-(6,8)",2887,39.79201810322502,8.716472709088807,2.952367305923978,114549,urad^4
"(2,3)-(7,8)",2887,39.79201810322502,8.502851492044009,2.9159649332672037,114549,urad^4
"(6,1)-(8,3)",2887,39.79201810322502,4.208485463578706,2.0514593497261178,114549,urad^4
"(2,2)-(8,8)",2887,39.79201810322502,6.039936245613919,2.457628174808777,114549,urad^4
"(1,2)-(7,8)",2887,39.79201810322502,6.182755958147896,2.486514821622404,114549,urad^4
"(7,1)-(8,2)",2887,39.79201810322502,1.0079576849022387,1.0039709581966196,114549,urad^4
"(3,1)-(8,6)",2887,39.79201810322502,9.89904108693791,3.1462741595318597,114549,urad^4
"(3,2)-(8,7)",2887,39.79201810322502,9.865945862995922,3.14101032519728,114549,urad^4
"(7,2)-(8,3)",3252,44.8228759513986,0.9983790389609071,0.9991891907746536,113819,urad^4
"(1,3)-(6,8)",3252,44.8228759513986,7.841238454614839,2.8002211438768256,113819,urad^4
"(2,3)-(7,8)",3252,44.8228759513986,7.641484661892331,2.764323545081569,113819,urad^4
"(6,1)-(8,3)",3252,44.8228759513986,3.794297697441202,1.9478957101039065,113819,urad^4
"(2,2)-(8,8)",3252,44.8228759513986,5.425212304716573,2.329208514649681,113819,urad^4
"(1,2)-(7,8)",3252,44.8228759513986,5.553077347362766,2.3564968379700333,113819,urad^4
"(7,1)-(8,2)",3252,44.8228759513986,0.9073029405824282,0.9525245091767603,113819,urad^4
"(3,1)-(8,6)",3252,44.8228759513986,8.894682072986132,2.9823953582625715,113819,urad^4
"(3,2)-(8,7)",3252,44.8228759513986,8.86258514565413,2.9770094298900247,113819,urad^4
"(7,2)-(8,3)",3663,50.48775972016392,0.9026580551968091,0.9500831833038669,112997,urad^4
"(1,3)-(6,8)",3663,50.48775972016392,7.036099845750244,2.6525647674939523,112997,urad^4
"(2,3)-(7,8)",3663,50.48775972016392,6.8493181813996715,2.6171202076709568,112997,urad^4
"(6,1)-(8,3)",3663,50.48775972016392,3.428004012719463,1.8514869734133867,112997,urad^4
"(2,2)-(8,8)",3663,50.48775972016392,4.858290653475124,2.2041530467449677,112997,urad^4
"(1,2)-(7,8)",3663,50.48775972016392,4.980815297921421,2.2317740248334776,112997,urad^4
"(7,1)-(8,2)",3663,50.48775972016392,0.8255432497634294,0.9085941061681114,112997,urad^4
"(3,1)-(8,6)",3663,50.48775972016392,7.995783429239189,2.827681635057099,112997,urad^4
"(3,2)-(8,7)",3663,50.48775972016392,7.937542089464348,2.8173643870582925,112997,urad^4
"(7,2)-(8,3)",4125,56.85558527045487,0.8128684400923817,0.9015921694937139,112073,urad^4
"(1,3)-(6,8)",4125,56.85558527045487,6.293129962171105,2.5086111620119818,112073,urad^4
"(2,3)-(7,8)",4125,56.85558527045487,6.1031591316255085,2.4704572717668096,112073,urad^4
"(6,1)-(8,3)",4125,56.85558527045487,3.0947360815603906,1.7591861986612989,112073,urad^4
"(2,2)-(8,8)",4125,56.85558527045487,4.335037239714562,2.08207522431697,112073,urad^4
"(1,2)-(7,8)",4125,56.85558527045487,4.458505615587047,2.111517372788357,112073,urad^4
"(7,1)-(8,2)",4125,56.85558527045487,0.7484433811769582,0.8651262226848508,112073,urad^4
"(3,1)-(8,6)",4125,56.85558527045487,7.180116009191317,2.679573848430253,112073,urad^4
"(3,2)-(8,7)",4125,56.85558527045487,7.0848473761193045,2.6617376610250876,112073,urad^4
"(7,2)-(8,3)",4646,64.03661797976565,0.7349683472835862,0.8573029495362687,111031,urad^4
"(1,3)-(6,8)",4646,64.03661797976565,5.674192097954122,2.382056275144255,111031,urad^4
"(2,3)-(7,8)",4646,64.03661797976565,5.469762225397,2.3387522796134266,111031,urad^4
"(6,1)-(8,3)",4646,64.03661797976565,2.8240959031346513,1.680504657278477,111031,urad^4
"(2,2)-(8,8)",4646,64.03661797976565,3.892441129842311,1.9729270462544506,111031,urad^4
"(1,2)-(7,8)",4646,64.03661797976565,4.013671995392544,2.0034150831499056,111031,urad^4
"(7,1)-(8,2)",4646,64.03661797976565,0.6829008355750965,0.826378143209933,111031,urad^4
"(3,1)-(8,6)",4646,64.03661797976565,6.504965915081411,2.5504834669296352,111031,urad^4
"(3,2)-(8,7)",4646,64.03661797976565,6.356888636810967,2.521287099243354,111031,urad^4
"(7,2)-(8,3)",5233,72.12734005340371,0.6652229705045107,0.8156120220451086,109857,urad^4
"(1,3)-(6,8)",5233,72.12734005340371,5.136416510215351,2.266366367164707,109857,urad^4
"(2,3)-(7,8)",5233,72.12734005340371,4.92308662470162,2.2188029711314208,109857,urad^4
"(6,1)-(8,3)",5233,72.12734005340371,2.576575155797592,1.6051713789491737,109857,urad^4
"(2,2)-(8,8)",5233,72.12734005340371,3.5121616359171646,1.8740762086738,109857,urad^4
"(1,2)-(7,8)",5233,72.12734005340371,3.6172604887078816,1.9019096952031875,109857,urad^4
"(7,1)-(8,2)",5233,72.12734005340371,0.6213760439783855,0.7882740919111737,109857,urad^4
"(3,1)-(8,6)",5233,72.12734005340371,5.9089664519081255,2.4308365744961393,109857,urad^4
"(3,2)-(8,7)",5233,72.12734005340371,5.742148095192718,2.396277967013159,109857,urad^4
"(7,2)-(8,3)",5894,81.23801686886327,0.5992992355369632,0.7741441955714473,108535,urad^4
"(1,3)-(6,8)",5894,81.23801686886327,4.653429482804744,2.1571809110050886,108535,urad^4
"(2,3)-(7,8)",5894,81.23801686886327,4.439817177773719,2.1070873683294953,108535,urad^4
"(6,1)-(8,3)",5894,81.23801686886327,2.3396140906932104,1.5295797104738316,108535,urad^4
"(2,2)-(8,8)",5894,81.23801686886327,3.1769080103094294,1.7823882883113402,108535,urad^4
"(1,2)-(7,8)",5894,81.23801686886327,3.2701564084879604,1.8083573785311244,108535,urad^4
"(7,1)-(8,2)",5894,81.23801686886327,0.563549205440133,0.7506991444248041,108535,urad^4
"(3,1)-(8,6)",5894,81.23801686886327,5.363044545951649,2.315824808993903,108535,urad^4
"(3,2)-(8,7)",5894,81.23801686886327,5.200190450390203,2.280392608826428,108535,urad^4
"(7,2)-(8,3)",6638,91.49269697582531,0.5319283376198419,0.7293341741752144,107047,urad^4
"(1,3)-(6,8)",6638,91.49269697582531,4.179685661757327,2.04442795465072,107047,urad^4
"(2,3)-(7,8)",6638,91.49269697582531,3.967722278451169,1.991914224672129,107047,urad^4
"(6,1)-(8,3)",6638,91.49269697582531,2.1053602398466427,1.4509859543933024,107047,urad^4
"(2,2)-(8,8)",6638,91.49269697582531,2.858116173349357,1.6905963957578276,107047,urad^4
"(1,2)-(7,8)",6638,91.49269697582531,2.9383199006866936,1.7141528230256173,107047,urad^4
"(7,1)-(8,2)",6638,91.49269697582531,0.5039442521226095,0.7098903099230257,107047,urad^4
"(3,1)-(8,6)",6638,91.49269697582531,4.833452000142499,2.198511314535929,107047,urad^4
"(3,2)-(8,7)",6638,91.49269697582531,4.6757155391159735,2.1623402921640187,107047,urad^4
"(7,2)-(8,3)",7477,103.05677844053116,0.47271696165389027,0.6875441525123243,105369,urad^4
