1.635020006629608531e+02,5.945595621196049230e-01
1.636131886946935765e+02,5.940604885909687161e-01
1.637243767264263283e+02,5.930353645899933968e-01
1.638355647581590233e+02,5.928330374855780294e-01
1.639467527898917183e+02,5.920102406001016560e-01
1.640579408216244701e+02,5.900298874602453170e-01
1.641691288533571935e+02,5.927386182350158350e-01
1.642803168850898885e+02,5.948563086067401029e-01
1.643915049168225835e+02,5.967250750315601371e-01
1.645026929485553069e+02,5.990916890559930819e-01
1.646138809802880587e+02,6.148597158624888870e-01
1.647250690120207821e+02,6.149271581991017088e-01
1.648362570437534487e+02,6.158713514236670017e-01
1.649474450754862005e+02,6.270373574152566798e-01
1.650586331072189239e+02,6.284560994389823962e-01
1.651698211389516189e+02,6.293868041274882641e-01
1.652810091706843423e+02,6.287725596072368806e-01
1.653921972024170373e+02,6.317902053281572172e-01
1.655033852341497891e+02,6.374010326193845222e-01
1.656145732658824841e+02,6.391794363245987265e-01
1.657257612976152359e+02,6.398673486601659244e-01
1.658369493293479309e+02,5.964479527149492144e-01
1.659481373610806543e+02,5.122529193225113797e-01
1.660593253928133493e+02,5.100542992586721835e-01
1.661705134245460727e+02,5.101217416507735081e-01
1.662817014562787961e+02,5.099868569382257633e-01
1.663928894880115195e+02,5.100812762707928050e-01
1.665040775197442144e+02,5.138040950700916154e-01
1.666152655514769663e+02,5.350889000249353655e-01
1.667264535832096897e+02,5.517336698544577089e-01
1.668376416149423846e+02,5.509918038243580840e-01
1.669488296466750796e+02,5.312322303375045518e-01
1.670600176784078315e+02,5.268609284582432828e-01
1.671712057101405549e+02,4.798839580604913335e-01
1.672823937418732783e+02,5.123993620558724427e-01
1.673935817736059732e+02,4.981844414496998663e-01
1.675047698053386966e+02,5.286086533752678562e-01
1.676159578370714200e+02,5.281461918412293510e-01
1.677271458688041434e+02,5.200222808306866895e-01
1.678383339005368100e+02,5.200087923508517340e-01
1.679495219322695618e+02,5.042253603560896691e-01
1.680607099640022852e+02,5.111002719129498217e-01
1.681718979957349802e+02,5.303949195322337218e-01
1.682830860274677320e+02,5.510291712803496722e-01
1.683942740592004270e+02,5.334163381127108305e-01
1.685054620909331504e+02,5.275488508208407978e-01
1.686166501226658454e+02,5.277242010178032627e-01
1.687278381543985972e+02,5.224906718330132316e-01
1.688390261861312922e+02,5.068918665380791611e-01
1.689502142178640156e+02,5.082014741394300650e-01
1.690614022495967390e+02,5.035393641517648122e-01
1.691725902813294624e+02,5.006123653714095179e-01
1.692837783130621858e+02,5.080362108001138521e-01
1.693949663447948808e+02,4.935309158370568827e-01
1.695061543765275758e+02,4.956620933916689453e-01
1.696173424082603276e+02,4.878792444423066255e-01
1.697285304399930510e+02,4.758879932153888270e-01
1.698397184717257460e+02,4.545222528059968403e-01
1.699509065034584694e+02,4.853703870241006801e-01
1.700620945351911928e+02,4.875588899864204961e-01
