frame_index,frame_number_1based,integrated_time_s,raw_std
0,1,0.013783,0.543343
1,2,0.027566,0.345865
2,3,0.041350,0.212223
3,4,0.055133,0.362770
4,5,0.068916,0.215086
5,6,0.082699,0.466870
6,7,0.096482,0.239619
7,8,0.110265,0.220823
8,9,0.124049,0.311327
9,10,0.137832,0.197430
10,11,0.151615,0.399636
11,12,0.165398,0.416251
12,13,0.179181,0.292351
13,14,0.192964,0.318846
14,15,0.206748,0.297470
15,16,0.220531,0.235424
16,17,0.234314,0.336918
17,18,0.248097,0.229830
18,19,0.261880,0.183915
19,20,0.275663,0.465889
20,21,0.289447,0.435060
21,22,0.303230,0.193157
22,23,0.317013,0.263055
23,24,0.330796,0.161926
24,25,0.344579,0.427048
25,26,0.358362,0.535436
26,27,0.372146,0.358095
27,28,0.385929,0.361336
28,29,0.399712,0.151427
29,30,0.413495,0.140914
30,31,0.427278,0.558378
31,32,0.441062,0.216303
32,33,0.454845,0.316712
33,34,0.468628,0.290535
34,35,0.482411,0.468458
35,36,0.496194,0.254265
36,37,0.509977,0.490247
37,38,0.523761,0.427539
38,39,0.537544,0.423225
39,40,0.551327,0.307740
40,41,0.565110,0.192231
41,42,0.578893,0.251924
42,43,0.592676,0.322079
43,44,0.606460,0.275846
44,45,0.620243,0.350792
45,46,0.634026,0.249150
46,47,0.647809,0.224983
47,48,0.661592,0.318792
48,49,0.675375,0.155755
49,50,0.689159,0.363548
50,51,0.702942,0.193940
51,52,0.716725,0.102478
52,53,0.730508,0.274907
53,54,0.744291,0.421560
54,55,0.758074,0.472684
55,56,0.771858,0.407976
56,57,0.785641,0.241490
57,58,0.799424,0.458922
58,59,0.813207,0.310268
59,60,0.826990,0.354950
60,61,0.840774,0.151721
61,62,0.854557,0.188679
62,63,0.868340,0.424752
63,64,0.882123,0.425058
64,65,0.895906,0.242258
65,66,0.909689,0.322572
66,67,0.923473,0.316855
67,68,0.937256,0.333799
68,69,0.951039,0.332352
69,70,0.964822,0.333482
70,71,0.978605,0.355639
71,72,0.992388,0.421281
72,73,1.006172,0.278998
73,74,1.019955,0.246493
74,75,1.033738,0.210052
75,76,1.047521,0.429551
76,77,1.061304,0.291418
77,78,1.075087,0.294393
78,79,1.088871,0.266457
79,80,1.102654,0.249470
80,81,1.116437,0.281202
81,82,1.130220,0.555305
82,83,1.144003,0.138858
83,84,1.157786,0.282513
84,85,1.171570,0.262649
85,86,1.185353,0.176033
86,87,1.199136,0.170281
87,88,1.212919,0.185408
88,89,1.226702,0.289181
89,90,1.240485,0.530625
90,91,1.254269,0.277649
91,92,1.268052,0.469998
92,93,1.281835,0.188354
93,94,1.295618,0.277115
94,95,1.309401,0.471220
95,96,1.323185,0.468573
96,97,1.336968,0.205734
97,98,1.350751,0.481950
98,99,1.364534,0.217185
99,100,1.378317,0.133898
100,101,1.392100,0.200472
101,102,1.405884,0.380890
102,103,1.419667,0.228837
103,104,1.433450,0.466095
104,105,1.447233,0.146318
105,106,1.461016,0.194096
106,107,1.474799,0.293796
107,108,1.488583,0.359999
108,109,1.502366,0.395539
109,110,1.516149,0.321528
110,111,1.529932,0.307129
111,112,1.543715,0.338838
112,113,1.557498,0.446176
113,114,1.571282,0.296211
114,115,1.585065,0.358975
115,116,1.598848,0.343413
116,117,1.612631,0.168848
117,118,1.626414,0.422971
118,119,1.640197,0.333336
119,120,1.653981,0.603537
120,121,1.667764,0.380351
121,122,1.681547,0.244092
122,123,1.695330,0.280746
123,124,1.709113,0.472915
124,125,1.722897,0.355084
125,126,1.736680,0.355204
126,127,1.750463,0.398736
127,128,1.764246,0.201553
128,129,1.778029,0.533544
129,130,1.791812,0.269094
130,131,1.805596,0.331459
131,132,1.819379,0.248872
132,133,1.833162,0.249721
133,134,1.846945,0.300167
134,135,1.860728,0.370633
135,136,1.874511,0.142376
136,137,1.888295,0.241915
137,138,1.902078,0.245341
138,139,1.915861,0.248243
139,140,1.929644,0.165181
140,141,1.943427,0.427930
141,142,1.957210,0.161890
142,143,1.970994,0.287384
143,144,1.984777,0.194684
144,145,1.998560,0.179432
145,146,2.012343,0.492507
146,147,2.026126,0.384316
