Delay_ps,1_1_8_8,1_2_7_8,1_3_6_8,1_4_5_8,1_5_4_8,1_6_3_8,1_7_2_8,2_2_8_8,2_3_7_8,2_4_6_8,2_5_5_8,2_6_4_8,2_7_3_8,3_3_8_8,3_4_7_8,3_5_6_8,3_6_5_8,3_7_4_8,4_4_8_8,4_5_7_8,4_6_6_8,4_7_5_8,5_5_8_8,5_6_7_8,5_7_6_8,6_6_8_8,6_7_7_8,7_7_8_8,2_1_8_7,3_1_8_6,4_1_8_5,5_1_8_4,6_1_8_3,7_1_8_2,3_2_8_7,4_2_8_6,5_2_8_5,6_2_8_4,7_2_8_3,4_3_8_7,5_3_8_6,5_4_8_7,6_4_8_6,7_4_8_5,6_5_8_7,7_5_8_6,7_6_8_7
165.660000,-2.0156842532607018e-13,4.018112973823767e-13,1.1245607831375644e-12,1.7195117049800318e-12,1.956364353000275e-12,1.7068377936955514e-12,9.956430846975682e-13,5.175769063316258e-13,1.1934303861419856e-12,1.780761844906794e-12,2.039511671668692e-12,1.8131970086812077e-12,1.086756607067627e-12,1.0102243465988444e-12,1.4584203785272158e-12,1.664339098845669e-12,1.4938024094618429e-12,9.120178917525147e-13,8.781166874268121e-13,9.896703159026187e-13,8.91216817710207e-13,5.534003971401895e-13,2.2982787997671214e-13,2.0611660470142608e-13,1.3442167409274388e-13,-3.674218001705876e-13,-2.2093264426258398e-13,-4.259460724877517e-13,4.4570811428884805e-13,8.865656617368234e-13,1.0257028691975235e-12,8.743905547246491e-13,5.428640902268093e-13,1.984660482031678e-13,9.61159458153077e-13,1.099294415017575e-12,9.464135683775997e-13,6.075557567958153e-13,2.404871008956037e-13,1.0834991311178998e-12,8.994324615404837e-13,6.629713614447227e-13,3.717006306279487e-13,1.2055214906377627e-13,4.105507737816018e-14,-4.8107484064802665e-14,-2.4608431179946785e-13
